"",BBK01.QUW497,BBK01.QUW497_FLAGS
"",Foreign branches: Short-term loans and advances to foreign banks / Countries in Europe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:43:26,
2001-12,278.422,
2002-01,282.918,
2002-02,289.501,
2002-03,279.451,
2002-04,257.279,
2002-05,257.985,
2002-06,214.180,
2002-07,221.711,
2002-08,207.425,
2002-09,213.171,
2002-10,214.256,
2002-11,211.807,
2002-12,177.605,
2003-01,204.378,
2003-02,213.677,
2003-03,187.238,
2003-04,189.150,
2003-05,194.702,
2003-06,198.866,
2003-07,188.786,
2003-08,195.271,
2003-09,203.778,
2003-10,199.615,
2003-11,194.110,
2003-12,164.970,
2004-01,187.301,
2004-02,202.282,
2004-03,202.187,
2004-04,211.068,
2004-05,193.354,
2004-06,204.393,
2004-07,210.132,
2004-08,204.025,
2004-09,204.176,
2004-10,200.663,
2004-11,218.213,
2004-12,212.429,
2005-01,220.612,
2005-02,228.225,
2005-03,229.027,
2005-04,245.402,
2005-05,251.560,
2005-06,267.550,
2005-07,260.123,
2005-08,252.969,
2005-09,242.030,
2005-10,253.947,
2005-11,291.400,
2005-12,239.508,
2006-01,245.337,
2006-02,249.605,
2006-03,233.545,
2006-04,235.048,
2006-05,234.172,
2006-06,213.470,
2006-07,222.496,
2006-08,211.753,
2006-09,207.944,
2006-10,227.474,
2006-11,208.101,
2006-12,197.387,
2007-01,228.040,
2007-02,226.858,
2007-03,211.813,
2007-04,217.493,
2007-05,215.293,
2007-06,239.863,
2007-07,257.328,
2007-08,233.982,
2007-09,228.152,
2007-10,233.859,
2007-11,233.500,
2007-12,233.321,
2008-01,233.467,
2008-02,241.959,
2008-03,231.608,
2008-04,221.903,
2008-05,232.103,
2008-06,228.016,
2008-07,209.346,
2008-08,215.564,
2008-09,226.422,
2008-10,240.925,
2008-11,204.495,
2008-12,169.019,
2009-01,176.520,
2009-02,166.257,
2009-03,155.594,
2009-04,168.541,
2009-05,169.743,
2009-06,160.625,
2009-07,155.705,
2009-08,147.691,
2009-09,127.248,
2009-10,137.620,
2009-11,139.117,
2009-12,119.150,
2010-01,131.167,
2010-02,130.085,
2010-03,133.902,
2010-04,130.314,
2010-05,170.762,
2010-06,177.377,
2010-07,140.466,
2010-08,148.013,
2010-09,144.174,
2010-10,144.376,
2010-11,139.441,
2010-12,111.171,
2011-01,120.838,
2011-02,114.788,
2011-03,118.601,
2011-04,116.994,
2011-05,118.126,
2011-06,108.170,
2011-07,98.251,
2011-08,112.603,
2011-09,126.237,
2011-10,106.919,
2011-11,130.331,
2011-12,117.512,
2012-01,124.755,
2012-02,117.065,
2012-03,113.206,
2012-04,121.346,
2012-05,132.585,
2012-06,118.369,
2012-07,125.819,
2012-08,121.857,
2012-09,131.126,
2012-10,123.528,
2012-11,126.279,
2012-12,124.547,
2013-01,113.901,
2013-02,123.734,
2013-03,123.481,
2013-04,124.792,
2013-05,120.574,
2013-06,117.163,
2013-07,110.590,
2013-08,118.041,
2013-09,121.394,
2013-10,126.439,
2013-11,122.702,
2013-12,103.310,
2014-01,105.215,
2014-02,112.472,
2014-03,107.052,
2014-04,109.986,
2014-05,103.796,
2014-06,104.677,
2014-07,120.052,
2014-08,124.894,
2014-09,113.692,
2014-10,120.886,
2014-11,122.617,
