"",BBK01.OXA8Y9,BBK01.OXA8Y9_FLAGS
"",Transferable deposits of domestic general government Overnight deposits - All categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:15:16,
2010-06,23.938,
2010-07,18.700,
2010-08,19.271,
2010-09,18.296,
2010-10,16.945,
2010-11,20.082,
2010-12,19.687,
2011-01,17.808,
2011-02,19.099,
2011-03,17.330,
2011-04,16.363,
2011-05,20.131,
2011-06,20.083,
2011-07,19.559,
2011-08,19.838,
2011-09,16.643,Provisional value
2011-10,17.907,
2011-11,18.820,
2011-12,20.792,
2012-01,15.795,
2012-02,16.821,
2012-03,16.275,
2012-04,18.155,
2012-05,22.679,
2012-06,22.126,
2012-07,22.104,
2012-08,21.776,
2012-09,22.788,
2012-10,26.235,
2012-11,23.220,
2012-12,23.553,
2013-01,19.521,
2013-02,21.590,
2013-03,20.460,
2013-04,21.284,
2013-05,21.615,
2013-06,22.831,
2013-07,21.132,
2013-08,21.769,
2013-09,22.723,
2013-10,21.292,
2013-11,22.785,
2013-12,23.501,
2014-01,19.683,
2014-02,23.033,
2014-03,21.461,
2014-04,21.312,
2014-05,21.423,
2014-06,22.402,
2014-07,21.112,
2014-08,24.518,
2014-09,23.609,
2014-10,21.299,
2014-11,21.790,
2014-12,27.242,Provisional value
