"",BBK01.OEAC14H,BBK01.OEAC14H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:02,
2002-01,107.265,
2002-04,106.774,
2002-07,106.114,
2002-10,105.701,
2003-01,104.212,
2003-04,102.841,
2003-07,101.892,
2003-10,101.850,
2004-01,99.859,
2004-04,100.111,
2004-07,100.429,
2004-10,98.095,
2005-01,97.156,
2005-04,96.126,
2005-07,95.070,
2005-10,93.696,
2006-01,92.683,
2006-04,90.934,
2006-07,90.350,
2006-10,88.552,
2007-01,86.737,
2007-04,85.752,
2007-07,84.727,
2007-10,83.134,
2008-01,81.877,
2008-04,81.183,
2008-07,80.320,
2008-10,79.067,
2009-01,77.451,
2009-04,70.592,
2009-07,70.339,
2009-10,69.624,
2010-01,69.786,
2010-04,70.152,
2010-07,70.084,
2010-10,70.071,
2011-01,68.886,
2011-04,69.434,
2011-07,71.705,
2011-10,71.310,
2012-01,70.908,
2012-04,74.028,
2012-07,73.808,
2012-10,73.910,
2013-01,73.633,
2013-04,73.814,
2013-07,74.076,
2013-10,73.936,
2014-01,73.729,
2014-04,74.172,
2014-07,74.442,
