"",BBK01.SU1601,BBK01.SU1601_FLAGS
"",Change in deposits under savings and loan contracts / Inter est credited on deposits under savings and loan contracts / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:37,
1973-12,0.698,
1974-01,0.002,
1974-02,0.003,
1974-03,0.005,
1974-04,0.006,
1974-05,0.010,
1974-06,0.009,
1974-07,0.011,
1974-08,0.013,
1974-09,0.018,
1974-10,0.014,
1974-11,0.018,
1974-12,0.803,
1975-01,0.001,
1975-02,0.003,
1975-03,0.008,
1975-04,0.006,
1975-05,0.008,
1975-06,0.011,
1975-07,0.012,
1975-08,0.014,
1975-09,0.015,
1975-10,0.016,
1975-11,0.024,
1975-12,0.888,
1976-01,0.001,
1976-02,0.003,
1976-03,0.006,
1976-04,0.007,
1976-05,0.009,
1976-06,0.011,
1976-07,0.012,
1976-08,0.014,
1976-09,0.018,
1976-10,0.018,
1976-11,0.024,
1976-12,1.007,
1977-01,0.002,
1977-02,0.004,
1977-03,0.008,
1977-04,0.007,
1977-05,0.011,
1977-06,0.013,
1977-07,0.014,
1977-08,0.017,
1977-09,0.021,
1977-10,0.020,
1977-11,0.025,
1977-12,1.090,
1978-01,0.002,
1978-02,0.004,
1978-03,0.007,
1978-04,0.008,
1978-05,0.012,
1978-06,0.013,
1978-07,0.015,
1978-08,0.018,
1978-09,0.021,
1978-10,0.020,
1978-11,0.029,
1978-12,1.168,
1979-01,0.002,
1979-02,0.004,
1979-03,0.008,
1979-04,0.008,
1979-05,0.014,
1979-06,0.013,
1979-07,0.017,
1979-08,0.020,
1979-09,0.024,
1979-10,0.021,
1979-11,0.032,
1979-12,1.258,
1980-01,0.002,
1980-02,0.005,
1980-03,0.009,
1980-04,0.010,
1980-05,0.014,
1980-06,0.015,
1980-07,0.019,
1980-08,0.019,
1980-09,0.026,
1980-10,0.025,
1980-11,0.030,
1980-12,1.329,
1981-01,0.002,
1981-02,0.005,
1981-03,0.009,
1981-04,0.009,
1981-05,0.013,
1981-06,0.014,
1981-07,0.019,
1981-08,0.019,
1981-09,0.027,
1981-10,0.026,
1981-11,0.032,
1981-12,1.411,
1982-01,0.002,
1982-02,0.004,
1982-03,0.008,
1982-04,0.009,
1982-05,0.014,
1982-06,0.015,
1982-07,0.018,
1982-08,0.018,
1982-09,0.025,
1982-10,0.021,
1982-11,0.030,
1982-12,1.485,
1983-01,0.002,
1983-02,0.005,
1983-03,0.009,
1983-04,0.009,
1983-05,0.014,
1983-06,0.013,
1983-07,0.016,
1983-08,0.019,
1983-09,0.026,
1983-10,0.025,
1983-11,0.028,
1983-12,1.556,
1984-01,0.002,
1984-02,0.005,
1984-03,0.009,
1984-04,0.010,
1984-05,0.012,
1984-06,0.013,
1984-07,0.019,
1984-08,0.021,
1984-09,0.032,
1984-10,0.027,
1984-11,0.029,
1984-12,1.568,
1985-01,0.002,
1985-02,0.004,
1985-03,0.009,
1985-04,0.011,
1985-05,0.015,
1985-06,0.014,
1985-07,0.020,
1985-08,0.020,
1985-09,0.027,
1985-10,0.026,
1985-11,0.031,
1985-12,1.548,
1986-01,0.003,
1986-02,0.005,
1986-03,0.009,
1986-04,0.010,
1986-05,0.013,
1986-06,0.015,
1986-07,0.024,
1986-08,0.021,
1986-09,0.030,
1986-10,0.027,
1986-11,0.029,
1986-12,1.508,
1987-01,0.002,
1987-02,0.005,
1987-03,0.011,
1987-04,0.010,
1987-05,0.012,
1987-06,0.016,
1987-07,0.020,
1987-08,0.022,
1987-09,0.028,
1987-10,0.028,
1987-11,0.034,
1987-12,1.466,
1988-01,0.002,
1988-02,0.005,
1988-03,0.009,
1988-04,0.012,
1988-05,0.012,
1988-06,0.016,
1988-07,0.021,
1988-08,0.021,
1988-09,0.026,
1988-10,0.025,
1988-11,0.025,
1988-12,1.477,
1989-01,0.003,
1989-02,0.005,
1989-03,0.009,
1989-04,0.012,
1989-05,0.012,
1989-06,0.016,
1989-07,0.021,
1989-08,0.020,
1989-09,0.022,
1989-10,0.026,
1989-11,0.027,
1989-12,1.536,
1990-01,0.003,
1990-02,0.006,
1990-03,0.009,
1990-04,0.013,
1990-05,0.012,
1990-06,0.015,
1990-07,0.024,
1990-08,0.022,
1990-09,0.024,
1990-10,0.031,
1990-11,0.028,
1990-12,1.584,
1991-01,0.004,
1991-02,0.006,
1991-03,0.009,
1991-04,0.015,
1991-05,0.014,
1991-06,0.016,
1991-07,0.027,
1991-08,0.021,
1991-09,0.024,
1991-10,0.035,
1991-11,0.027,
1991-12,1.656,
1992-01,0.006,
1992-02,0.007,
1992-03,0.009,
1992-04,0.017,
1992-05,0.015,
1992-06,0.018,
1992-07,0.030,
1992-08,0.023,
1992-09,0.028,
1992-10,0.040,
1992-11,0.031,
1992-12,1.755,
1993-01,0.004,
1993-02,0.008,
1993-03,0.006,
1993-04,0.015,
1993-05,0.015,
1993-06,0.021,
1993-07,0.025,
1993-08,0.025,
1993-09,0.031,
1993-10,0.034,
1993-11,0.032,
1993-12,1.867,
1994-01,0.003,
1994-02,0.006,
1994-03,0.011,
1994-04,0.017,
1994-05,0.016,
1994-06,0.020,
1994-07,0.028,
1994-08,0.028,
1994-09,0.031,
1994-10,0.037,
1994-11,0.032,
1994-12,1.938,
1995-01,0.004,
1995-02,0.007,
1995-03,0.011,
1995-04,0.019,
1995-05,0.017,
1995-06,0.022,
1995-07,0.031,
1995-08,0.029,
1995-09,0.031,
1995-10,0.040,
1995-11,0.043,
1995-12,1.973,
1996-01,0.004,
1996-02,0.007,
1996-03,0.009,
1996-04,0.021,
1996-05,0.016,
1996-06,0.020,
1996-07,0.032,
1996-08,0.029,
1996-09,0.032,
1996-10,0.043,
1996-11,0.033,
1996-12,2.095,
1997-01,0.005,
1997-02,0.008,
1997-03,0.011,
1997-04,0.024,
1997-05,0.020,
1997-06,0.026,
1997-07,0.032,
1997-08,0.033,
1997-09,0.037,
1997-10,0.044,
1997-11,0.039,
1997-12,2.237,
1998-01,0.005,
1998-02,0.009,
1998-03,0.019,
1998-04,0.028,
1998-05,0.024,
1998-06,0.029,
1998-07,0.040,
1998-08,0.040,
1998-09,0.046,
1998-10,0.047,
1998-11,0.044,
1998-12,2.305,
1999-01,0.007,
1999-02,0.013,
1999-03,0.022,
1999-04,0.025,
1999-05,0.026,
1999-06,0.035,
1999-07,0.037,
1999-08,0.037,
1999-09,0.040,
1999-10,0.048,
1999-11,0.045,
1999-12,2.397,
2000-01,0.004,
2000-02,0.010,
2000-03,0.022,
2000-04,0.025,
2000-05,0.027,
2000-06,0.040,
2000-07,0.040,
2000-08,0.042,
2000-09,0.045,
2000-10,0.052,
2000-11,0.050,
2000-12,2.401,
2001-01,0.006,
2001-02,0.010,
2001-03,0.021,
2001-04,0.029,
2001-05,0.028,
2001-06,0.028,
2001-07,0.038,
2001-08,0.035,
2001-09,0.039,
2001-10,0.049,
2001-11,0.044,
2001-12,2.359,
2002-01,0.004,
2002-02,0.010,
2002-03,0.017,
2002-04,0.023,
2002-05,0.025,
2002-06,0.027,
2002-07,0.036,
2002-08,0.034,
2002-09,0.036,
2002-10,0.045,
2002-11,0.042,
2002-12,2.393,
2003-01,0.009,
2003-02,0.012,
2003-03,0.021,
2003-04,0.028,
2003-05,0.030,
2003-06,0.033,
2003-07,0.044,
2003-08,0.039,
2003-09,0.043,
2003-10,0.054,
2003-11,0.050,
2003-12,2.507,
2004-01,0.014,
2004-02,0.021,
2004-03,0.032,
2004-04,0.027,
2004-05,0.026,
2004-06,0.036,
2004-07,0.048,
2004-08,0.045,
2004-09,0.050,
2004-10,0.061,
2004-11,0.062,
2004-12,2.630,
2005-01,0.012,
2005-02,0.014,
2005-03,0.030,
2005-04,0.042,
2005-05,0.045,
2005-06,0.057,
2005-07,0.068,
2005-08,0.074,
2005-09,0.079,
2005-10,0.093,
2005-11,0.095,
2005-12,2.708,
2006-01,0.057,
2006-02,0.023,
2006-03,0.041,
2006-04,0.052,
2006-05,0.067,
2006-06,0.081,
2006-07,0.107,
2006-08,0.116,
2006-09,0.131,
2006-10,0.154,
2006-11,0.165,
2006-12,2.710,
2007-01,0.019,
2007-02,0.030,
2007-03,0.051,
2007-04,0.067,
2007-05,0.073,
2007-06,0.092,
2007-07,0.058,
2007-08,0.050,
2007-09,0.049,
2007-10,0.064,
2007-11,0.065,
2007-12,2.588,
2008-01,0.022,
2008-02,0.026,
2008-03,0.037,
2008-04,0.041,
2008-05,0.039,
2008-06,0.051,
2008-07,0.059,
2008-08,0.059,
2008-09,0.059,
2008-10,0.078,
2008-11,0.080,
2008-12,2.197,
2009-01,0.022,
2009-02,0.020,
2009-03,0.030,
2009-04,0.032,
2009-05,0.028,
2009-06,0.034,
2009-07,0.038,
2009-08,0.034,
2009-09,0.038,
2009-10,0.039,
2009-11,0.038,
2009-12,2.193,
2010-01,0.013,
2010-02,0.015,
2010-03,0.022,
2010-04,0.027,
2010-05,0.026,
2010-06,0.032,
2010-07,0.045,
2010-08,0.034,
2010-09,0.037,
2010-10,0.045,
2010-11,0.052,
2010-12,2.248,
2011-01,0.015,
2011-02,0.016,
2011-03,0.026,
2011-04,0.031,
2011-05,0.031,
2011-06,0.043,
2011-07,0.042,
2011-08,0.038,
2011-09,0.039,
2011-10,0.045,
2011-11,0.047,
2011-12,2.086,
2012-01,0.026,
2012-02,0.021,
2012-03,0.023,
2012-04,0.026,
2012-05,0.026,
2012-06,0.028,
2012-07,0.033,
2012-08,0.037,
2012-09,0.037,
2012-10,0.040,
2012-11,0.081,
2012-12,2.205,
2013-01,0.037,
2013-02,0.016,
2013-03,0.020,
2013-04,0.024,
2013-05,0.025,
2013-06,0.026,
2013-07,0.040,
2013-08,0.030,
2013-09,0.031,
2013-10,0.038,
2013-11,0.037,
2013-12,2.237,
2014-01,0.014,
2014-02,0.017,
2014-03,0.019,
2014-04,0.023,
2014-05,0.025,
2014-06,0.029,
2014-07,0.030,
2014-08,0.028,
2014-09,0.035,
2014-10,0.034,
2014-11,0.036,
2014-12,2.247,
