"",BBK01.TYI314,BBK01.TYI314_FLAGS
"",Lending to general government / of which Securities / German contribution / Changes,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:18:52,
1980-01,0,
1980-02,-385,
1980-03,-421,
1980-04,256,
1980-05,-583,
1980-06,22,
1980-07,-400,
1980-08,-87,
1980-09,-47,
1980-10,436,
1980-11,154,
1980-12,-195,
1981-01,-69,
1981-02,-368,
1981-03,-2,
1981-04,-430,
1981-05,-354,
1981-06,260,
1981-07,-14,
1981-08,235,
1981-09,1782,
1981-10,-72,
1981-11,-441,
1981-12,-97,
1982-01,298,
1982-02,81,
1982-03,1100,
1982-04,825,
1982-05,430,
1982-06,-66,
1982-07,1081,
1982-08,1659,
1982-09,189,
1982-10,1315,
1982-11,1212,
1982-12,518,
1983-01,521,
1983-02,1141,
1983-03,508,
1983-04,168,
1983-05,916,
1983-06,687,
1983-07,-15,
1983-08,665,
1983-09,-338,
1983-10,605,
1983-11,-261,
1983-12,1007,
1984-01,-928,
1984-02,-404,
1984-03,451,
1984-04,97,
1984-05,249,
1984-06,-281,
1984-07,29,
1984-08,509,
1984-09,809,
1984-10,674,
1984-11,264,
1984-12,697,
1985-01,475,
1985-02,1930,
1985-03,-91,
1985-04,119,
1985-05,357,
1985-06,289,
1985-07,866,
1985-08,-407,
1985-09,476,
1985-10,66,
1985-11,1175,
1985-12,559,
1986-01,68,
1986-02,-565,
1986-03,-288,
1986-04,974,
1986-05,820,
1986-06,-559,
1986-07,1658,
1986-08,-1213,
1986-09,1437,
1986-10,688,
1986-11,491,
1986-12,-735,
1987-01,-987,
1987-02,982,
1987-03,859,
1987-04,-1255,
1987-05,812,
1987-06,83,
1987-07,1016,
1987-08,1658,
1987-09,192,
1987-10,2827,
1987-11,-1703,
1987-12,453,
1988-01,1562,
1988-02,91,
1988-03,1537,
1988-04,-623,
1988-05,1659,
1988-06,2337,
1988-07,900,
1988-08,2236,
1988-09,1190,
1988-10,-488,
1988-11,-96,
1988-12,-377,
1989-01,1635,
1989-02,1323,
1989-03,1508,
1989-04,-791,
1989-05,740,
1989-06,-672,
1989-07,-265,
1989-08,-596,
1989-09,834,
1989-10,-2072,
1989-11,738,
1989-12,-93,
1990-01,522,
1990-02,1175,
