"",BBK01.TYI314,BBK01.TYI314_FLAGS
1990-03,975,
1990-04,-610,
1990-05,1997,
1990-06,-1042,
1990-07,849,
1990-08,4487,
1990-09,1509,
1990-10,1987,
1990-11,-128,
1990-12,336,
1991-01,-3372,
1991-02,-453,
1991-03,2532,
1991-04,-1185,
1991-05,1689,
1991-06,-997,
1991-07,-576,
1991-08,244,
1991-09,425,
1991-10,-1014,
1991-11,999,
1991-12,-964,
1992-01,4988,
1992-02,1811,
1992-03,-213,
1992-04,5400,
1992-05,1893,
1992-06,1526,
1992-07,2992,
1992-08,1659,
1992-09,-2249,
1992-10,4002,
1992-11,14398,
1992-12,7314,
1993-01,6000,
1993-02,3311,
1993-03,2528,
1993-04,-2055,
1993-05,2968,
1993-06,958,
1993-07,-1368,
1993-08,2655,
1993-09,1522,
1993-10,5055,
1993-11,2829,
1993-12,-2544,
1994-01,3076,
1994-02,6193,
1994-03,3934,
1994-04,243,
1994-05,3225,
1994-06,1008,
1994-07,3500,
1994-08,523,
1994-09,-295,
1994-10,-143,
1994-11,360,
1994-12,1293,
1995-01,-1000,
1995-02,5455,
1995-03,-3841,
1995-04,-1792,
1995-05,1665,
1995-06,-2341,
1995-07,-2139,
1995-08,1637,
1995-09,864,
1995-10,6118,
1995-11,203,
1995-12,-3817,
1996-01,5266,
1996-02,5551,
1996-03,1657,
1996-04,1829,
1996-05,79,
1996-06,2057,
1996-07,-1117,
1996-08,405,
1996-09,-2389,
1996-10,4509,
1996-11,1562,
1996-12,-4817,
1997-01,8913,
1997-02,1477,
1997-03,4288,
1997-04,730,
1997-05,2659,
1997-06,874,
1997-07,6812,
1997-08,2486,
1997-09,-6085,
1997-10,3250,
1997-11,-265,
1997-12,-9232,
1998-01,7465,
1998-02,-2497,
1998-03,10923,
1998-04,3609,
1998-05,7969,
1998-06,5363,
1998-07,-3551,
1998-08,-2340,
1998-09,-6423,
1998-10,10998,
1998-11,6304,
1998-12,-15616,
1999-01,108,
1999-02,1375,
1999-03,3562,
1999-04,6617,
1999-05,15141,
1999-06,-10761,
1999-07,2954,
1999-08,-1041,
1999-09,7964,
1999-10,6271,
1999-11,859,
1999-12,-5240,
2000-01,10716,
2000-02,5778,
2000-03,-5673,
2000-04,-1721,
2000-05,-3699,
2000-06,-2767,
2000-07,-3547,
2000-08,-208,
2000-09,-3452,
2000-10,3419,
2000-11,1028,
2000-12,-3282,
2001-01,-13471,
2001-02,1486,
2001-03,2479,
2001-04,-1661,
2001-05,3285,
2001-06,2162,
2001-07,10787,
2001-08,-3425,
2001-09,-10944,
2001-10,-5975,
2001-11,-889,
2001-12,4206,
2002-01,1035,
2002-02,4232,
2002-03,3012,
2002-04,5244,
2002-05,8357,
2002-06,-2217,
2002-07,6082,
2002-08,2175,
2002-09,4065,
2002-10,-4601,
2002-11,3511,
2002-12,-8748,
2003-01,10776,
2003-02,544,
2003-03,5142,
2003-04,-2556,
2003-05,2394,
2003-06,-9987,
2003-07,-1582,
2003-08,-11033,
2003-09,10805,
2003-10,4466,
2003-11,2409,
2003-12,-7773,
2004-01,6054,
2004-02,22378,
2004-03,5751,
2004-04,1144,
2004-05,5966,
2004-06,8512,
2004-07,1519,
2004-08,5388,
2004-09,-793,
2004-10,7318,
2004-11,-1792,
2004-12,-8185,
2005-01,10154,
2005-02,1621,
2005-03,9777,
2005-04,7460,
2005-05,-5725,
2005-06,-12769,
2005-07,-2959,
2005-08,3376,
2005-09,-7225,
2005-10,-2258,
2005-11,10032,
2005-12,-6603,
2006-01,6231,
2006-02,-3190,
2006-03,2042,
2006-04,-1586,
2006-05,13358,
2006-06,-11351,
2006-07,-2497,
2006-08,-4158,
2006-09,-7909,
2006-10,1188,
2006-11,6571,
2006-12,-14942,
2007-01,12219,
2007-02,-3442,
2007-03,2199,
2007-04,-2763,
2007-05,4979,
2007-06,-10078,
2007-07,-5434,
2007-08,-11894,
2007-09,-3215,
2007-10,-1870,
2007-11,-5197,
2007-12,-4381,
2008-01,3216,
2008-02,8749,
2008-03,2691,
2008-04,4941,
2008-05,-611,
2008-06,-11773,
2008-07,-3773,
2008-08,-4186,
2008-09,-14825,
2008-10,1228,
2008-11,-2497,
2008-12,-757,
2009-01,6866,
2009-02,-330,
2009-03,-144,
2009-04,4886,
2009-05,5116,
2009-06,1552,
2009-07,1864,
2009-08,-3239,
2009-09,6460,
2009-10,7342,
2009-11,1342,
2009-12,-1428,
2010-01,8139,
2010-02,5735,
2010-03,6985,
2010-04,2284,
2010-05,7762,
2010-06,20446,
2010-07,2936,
2010-08,1799,
2010-09,4042,
2010-10,107504,
2010-11,-68953,
2010-12,-22436,
2011-01,6047,
2011-02,-2405,
2011-03,-2177,
2011-04,3158,
2011-05,1256,
2011-06,-6437,
2011-07,-3924,
2011-08,11992,
2011-09,3613,
2011-10,7621,
2011-11,2143,
2011-12,-9485,
2012-01,7703,
2012-02,1920,
2012-03,3158,
2012-04,-3199,
2012-05,-2723,
2012-06,6968,
2012-07,-413,
2012-08,2084,
2012-09,6073,
2012-10,3222,
2012-11,5033,
2012-12,-7025,
2013-01,-957,
2013-02,-1782,
2013-03,-733,
2013-04,-698,
2013-05,-549,
2013-06,-402,
2013-07,4766,
2013-08,1858,
2013-09,-5056,
2013-10,2261,
2013-11,1799,
2013-12,-2217,
2014-01,-778,
2014-02,4610,
2014-03,1023,
2014-04,-119,
2014-05,995,
2014-06,599,
2014-07,4056,
2014-08,-2017,
2014-09,4815,
2014-10,2420,
2014-11,1851,
2014-12,-10159,
2015-01,6629,
