"",BBK01.BQ3318,BBK01.BQ3318_FLAGS
"",State government debt (Germany as a whole) - direct lending by credit institutions,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:46,
1991-01,139807.0,
1991-04,141817.5,
1991-07,142430.7,
1991-10,148632.2,
1992-01,146971.6,
1992-04,145952.5,
1992-07,146171.1,
1992-10,152612.8,
1993-01,152307.4,
1993-04,154233.3,
1993-07,154920.0,
1993-10,160979.4,
1994-01,160574.4,
1994-04,161789.1,
1994-07,164348.2,
1994-10,177258.1,
1995-01,173731.8,
1995-04,177591.6,
1995-07,184621.9,
1995-10,195524.1,
1996-01,196512.9,Corrected value
1996-04,198661.8,
1996-07,205471.9,
1996-10,217775.4,
1997-01,220634.3,
1997-04,228738.5,
1997-07,231234.2,
1997-10,239384.7,
1998-01,244498.7,
1998-04,246530.0,
1998-07,249736.6,
1998-10,256156.1,
1999-01,257058.0,
1999-04,258871.5,
1999-07,258322.4,
1999-10,263623.9,
2000-01,264115.4,
2000-04,263822.1,
2000-07,262614.8,
2000-10,267252.6,
2001-01,266708.4,
2001-04,265754.9,
2001-07,264498.8,
2001-10,265651.9,
2002-01,261731.3,
2002-04,255128.0,
2002-07,251980.5,
2002-10,255071.8,
2003-01,250341.5,
2003-04,246024.6,
2003-07,244527.1,Provisional value
2003-10,244902.1,
2004-01,235679.9,
2004-04,232562.3,
2004-07,234054.9,
2004-10,228643.5,
2005-01,226177.0,
2005-04,225230.6,Provisional value
2005-07,225590.3,
2005-10,221162.9,
2006-01,218132.4,
2006-04,211432.3,
2006-07,211564.3,
2006-10,209270.2,
2007-01,211039.4,
2007-04,201937.8,
2007-07,202054.2,
2007-10,194956.3,
2008-01,193384.8,
2008-04,195189.1,
2008-07,190560.2,
2008-10,179978.4,
2009-01,184414.5,
2009-04,177307.1,
2009-07,180349.0,
2009-10,167310.3,
2010-01,167878.4,
2010-04,168580.6,
2010-07,167854.3,
2010-10,167352.5,
2011-01,167408.2,
2011-04,158125.2,
2011-07,157467.2,
2011-10,154465.4,
2012-01,153643.2,
2012-04,143830.0,
2012-07,143605.8,
2012-10,138684.1,
2013-01,137219.6,
2013-04,133434.5,
2013-07,130755.4,
2013-10,134418.4,
2014-01,132431.6,Provisional value
2014-04,128919.5,Provisional value
2014-07,125452.0,Provisional value
"","General: From 1991, paper with a long-term maturity is recorded under special federal state bonds, federal state Treasury paper.",
