"",BBK01.WX0070,BBK01.WX0070_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 48.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:21,
2008-12,5.24,
2009-01,5.24,
2009-02,5.24,
2009-03,5.25,
2009-04,5.25,
2009-05,5.24,
2009-06,5.24,
2009-07,5.23,
2009-08,5.23,Corrected value
2009-09,5.22,Corrected value
2009-10,5.20,
2009-11,5.19,
2009-12,5.18,
2010-01,5.17,
2010-02,5.16,
2010-03,5.15,
2010-04,5.13,
2010-05,5.12,
2010-06,5.10,
2010-07,5.09,
2010-08,5.06,
2010-09,5.04,
2010-10,5.01,
2010-11,4.99,
2010-12,4.98,
2011-01,4.97,
2011-02,4.95,
2011-03,4.94,
2011-04,4.93,
2011-05,4.91,
2011-06,4.91,
2011-07,4.90,
2011-08,4.89,
2011-09,4.89,
2011-10,4.88,
2011-11,4.88,
2011-12,4.87,
2012-01,4.86,
2012-02,4.85,
2012-03,4.84,
2012-04,4.83,
2012-05,4.81,
2012-06,4.80,
2012-07,4.79,
2012-08,4.78,
2012-09,4.78,
2012-10,4.77,
2012-11,4.76,
2012-12,4.75,
2013-01,4.74,
2013-02,4.74,
2013-03,4.72,
2013-04,4.71,
2013-05,4.69,
2013-06,4.68,
2013-07,4.66,
2013-08,4.65,
2013-09,4.65,
2013-10,4.64,
2013-11,4.64,
2013-12,4.63,
2014-01,4.62,
2014-02,4.61,
2014-03,4.60,
2014-04,4.58,
2014-05,4.56,
2014-06,4.54,
2014-07,4.52,
2014-08,4.49,
2014-09,4.46,
2014-10,4.43,
2014-11,4.39,
2014-12,4.35,
2015-01,4.31,
