"",BBK01.QUJ390,BBK01.QUJ390_FLAGS
"",Banks in Germany: Short-term liabilities to non-residents / Croatia / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:12:46,
1994-01,0.444,
1994-02,0.435,
1994-03,0.435,
1994-04,0.444,
1994-05,0.436,
1994-06,0.459,
1994-07,0.458,
1994-08,0.478,
1994-09,0.433,
1994-10,0.438,
1994-11,0.451,
1994-12,0.468,
1995-01,0.446,
1995-02,0.440,
1995-03,0.450,
1995-04,0.458,
1995-05,0.465,
1995-06,0.464,
1995-07,0.449,
1995-08,0.469,
1995-09,0.527,
1995-10,0.525,
1995-11,0.571,
1995-12,0.648,
1996-01,0.636,
1996-02,0.661,
1996-03,0.701,
1996-04,0.651,
1996-05,0.659,
1996-06,0.648,
1996-07,0.681,
1996-08,0.667,
1996-09,0.725,
1996-10,0.766,
1996-11,0.718,
1996-12,0.756,
1997-01,0.653,
1997-02,0.678,
1997-03,0.669,
1997-04,0.740,
1997-05,0.738,
1997-06,0.773,
1997-07,0.708,
1997-08,0.669,
1997-09,0.782,
1997-10,0.731,
1997-11,0.729,
1997-12,0.874,
1998-01,0.803,
1998-02,0.835,
1998-03,0.891,
1998-04,0.844,
1998-05,0.947,
1998-06,1.001,
1998-07,0.835,
1998-08,0.983,
1998-09,0.816,
1998-10,0.848,
1998-11,0.805,
1998-12,0.867,
1999-01,0.802,
1999-02,0.920,
1999-03,1.251,
1999-04,0.676,
1999-05,0.669,
1999-06,0.850,
1999-07,0.804,
1999-08,0.861,
1999-09,0.769,
1999-10,0.964,
1999-11,0.774,
1999-12,0.731,
2000-01,1.013,
2000-02,1.013,
2000-03,0.980,
2000-04,0.981,
2000-05,1.064,
2000-06,1.188,
2000-07,1.481,
2000-08,1.494,
2000-09,1.575,
2000-10,1.554,
2000-11,1.635,
2000-12,1.686,
2001-01,1.441,
2001-02,1.460,
2001-03,1.492,
2001-04,1.540,
2001-05,1.440,
2001-06,1.290,
2001-07,1.572,
2001-08,1.565,
2001-09,1.630,
2001-10,1.481,
2001-11,1.325,
2001-12,2.232,
2002-01,2.194,
2002-02,2.179,
2002-03,1.828,
2002-04,1.707,
2002-05,1.739,
2002-06,1.510,
2002-07,1.545,
2002-08,1.310,
2002-09,1.152,
2002-10,1.330,
2002-11,1.278,
2002-12,1.229,
2003-01,1.202,
2003-02,1.026,
2003-03,1.178,
2003-04,1.025,
2003-05,0.986,
2003-06,1.017,
2003-07,1.057,
2003-08,1.004,
2003-09,1.041,
2003-10,0.998,
2003-11,1.347,
2003-12,1.468,
2004-01,1.336,
2004-02,1.287,
2004-03,1.142,
2004-04,1.135,
2004-05,1.111,
2004-06,1.209,
2004-07,1.102,
2004-08,1.364,
2004-09,1.215,
2004-10,1.138,
2004-11,1.127,
2004-12,1.199,
2005-01,1.100,
2005-02,1.454,
2005-03,1.113,
2005-04,0.890,
2005-05,1.111,
2005-06,1.136,
2005-07,1.176,
2005-08,0.936,
2005-09,0.883,
2005-10,1.052,
2005-11,1.254,
2005-12,1.421,
2006-01,1.122,
2006-02,1.263,
2006-03,1.463,
2006-04,0.758,
2006-05,0.832,
2006-06,0.857,
2006-07,1.588,
2006-08,1.434,
2006-09,1.613,
2006-10,1.544,
2006-11,1.257,
2006-12,1.500,
2007-01,1.335,
2007-02,1.428,
2007-03,1.116,
2007-04,1.558,
2007-05,1.145,
2007-06,1.120,
2007-07,1.456,
2007-08,1.218,
2007-09,1.790,
2007-10,1.181,
2007-11,2.218,
2007-12,1.741,
2008-01,1.930,
2008-02,1.273,
2008-03,1.387,
2008-04,1.758,
2008-05,1.399,
2008-06,1.336,
2008-07,1.655,
2008-08,1.284,
2008-09,1.711,
2008-10,1.422,
2008-11,1.294,
2008-12,1.429,
2009-01,1.571,
2009-02,1.198,
2009-03,0.978,
2009-04,1.183,
2009-05,1.701,
2009-06,1.395,
2009-07,1.007,
2009-08,1.011,
2009-09,1.275,
2009-10,1.092,
2009-11,1.107,
2009-12,1.175,
2010-01,1.056,
2010-02,1.183,
2010-03,1.764,
2010-04,0.945,
2010-05,1.076,
2010-06,1.183,
2010-07,1.306,
2010-08,1.773,
2010-09,1.519,
2010-10,1.439,
2010-11,1.408,
2010-12,1.265,
2011-01,1.194,
2011-02,1.680,
2011-03,1.138,
2011-04,0.880,
2011-05,0.805,
2011-06,0.977,
2011-07,1.018,
2011-08,1.058,
2011-09,1.210,
2011-10,1.142,
2011-11,1.048,
2011-12,0.669,
2012-01,0.825,
2012-02,0.875,
2012-03,1.230,
2012-04,0.725,
2012-05,1.050,
2012-06,0.876,
2012-07,0.858,
2012-08,1.293,
2012-09,0.787,
2012-10,1.002,
2012-11,0.999,
2012-12,0.954,
2013-01,0.912,
2013-02,0.848,
2013-03,0.925,
2013-04,0.955,
2013-05,1.167,
2013-06,1.295,
2013-07,0.977,
2013-08,1.946,
2013-09,1.587,
2013-10,1.368,
2013-11,1.520,
2013-12,1.218,
2014-01,1.903,
2014-02,1.664,
2014-03,2.253,
2014-04,1.516,
2014-05,1.170,
2014-06,1.522,
2014-07,1.818,
2014-08,2.204,
2014-09,1.702,
2014-10,1.870,
2014-11,1.640,
2014-12,1.684,
