"",BBK01.OEAC16I,BBK01.OEAC16I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:51:17,
2002-01,14.304,
2002-04,12.512,
2002-07,12.494,
2002-10,11.653,
2003-01,10.840,
2003-04,11.125,
2003-07,10.962,
2003-10,10.170,
2004-01,9.698,
2004-04,9.938,
2004-07,10.014,
2004-10,9.213,
2005-01,9.300,
2005-04,9.131,
2005-07,9.368,
2005-10,8.439,
2006-01,8.941,
2006-04,8.400,
2006-07,8.854,
2006-10,8.492,
2007-01,7.627,
2007-04,7.570,
2007-07,7.439,
2007-10,9.364,
2008-01,11.328,
2008-04,11.279,
2008-07,12.833,
2008-10,10.891,
2009-01,11.419,
2009-04,11.877,
2009-07,11.559,
2009-10,12.687,
2010-01,12.823,
2010-04,12.370,
2010-07,8.888,
2010-10,10.271,
2011-01,10.649,
2011-04,12.163,
2011-07,14.215,
2011-10,9.681,
2012-01,13.668,
2012-04,14.716,
2012-07,12.609,
2012-10,9.213,
2013-01,10.180,
2013-04,12.786,
2013-07,5.295,
2013-10,5.557,
2014-01,6.007,
2014-04,5.912,
2014-07,5.286,
