"",BBK01.TS5536,BBK01.TS5536_FLAGS
"",Deposits of non-MFIs / Total / Redeemable at notice of up to 3 months / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:52,
1995-01,78.33048,
1995-02,78.98559,
1995-03,79.60707,
1995-04,80.45361,
1995-05,81.33937,
1995-06,82.39186,
1995-07,83.30950,
1995-08,84.34897,
1995-09,85.58540,
1995-10,86.97246,
1995-11,88.22272,
1995-12,89.67227,
1996-01,91.34496,
1996-02,92.98075,
1996-03,94.52820,
1996-04,96.06320,
1996-05,96.96360,
1996-06,97.93885,
1996-07,99.01119,
1996-08,99.91512,
1996-09,100.75006,
1996-10,101.74511,
1996-11,102.54535,
1996-12,103.57492,
1997-01,104.60859,
1997-02,105.33638,
1997-03,106.04818,
1997-04,106.81766,
1997-05,107.47903,
1997-06,107.94462,
1997-07,108.52430,
1997-08,109.15911,
1997-09,109.73094,
1997-10,109.95642,
1997-11,110.40568,
1997-12,110.77077,
1998-01,111.10999,
1998-02,111.54275,
1998-03,111.98932,
1998-04,112.27450,
1998-05,112.67549,
1998-06,113.20731,
1998-07,113.54847,
1998-08,113.87363,
1998-09,114.19836,
1998-10,114.63117,
1998-11,115.11757,
1998-12,115.65513,
1999-01,116.26611,
1999-02,116.85987,
1999-03,116.93269,
1999-04,117.62627,
1999-05,118.52989,
1999-06,118.94191,
1999-07,119.22201,
1999-08,119.22079,
1999-09,119.05135,
1999-10,118.72281,
1999-11,118.19180,
1999-12,117.32796,
2000-01,116.27899,
2000-02,115.21909,
2000-03,114.10252,
2000-04,113.06763,
2000-05,111.95757,
2000-06,110.73916,
2000-07,109.61377,
2000-08,108.61523,
2000-09,107.64582,
2000-10,106.69588,
2000-11,105.52897,
2000-12,104.83238,
2001-01,104.02284,
2001-02,103.53977,
2001-03,103.55808,
2001-04,103.66008,
2001-05,103.76679,
2001-06,104.07433,
2001-07,104.18889,
2001-08,104.34135,
2001-09,104.69309,
2001-10,105.51540,
2001-11,106.20152,
2001-12,107.55976,
2002-01,108.23290,
2002-02,108.17253,
2002-03,108.45108,
2002-04,107.22586,
2002-05,107.50405,
2002-06,107.58327,
2002-07,107.62413,
2002-08,107.74908,
2002-09,108.08362,
2002-10,108.75274,
2002-11,109.61283,
2002-12,110.52016,
2003-01,111.53123,
2003-02,112.21715,
2003-03,112.87501,
2003-04,113.32325,
2003-05,113.84270,
2003-06,114.38502,
2003-07,115.20888,
2003-08,116.06646,
2003-09,116.37983,
2003-10,116.77148,
2003-11,117.10890,
2003-12,117.14639,
2004-01,117.46660,
2004-02,117.71630,
2004-03,117.99383,
2004-04,118.40034,
2004-05,118.83278,
