"",BBK01.CEB20N,BBK01.CEB20N_FLAGS
"",Currency and deposits debtor: All sectors                    creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:43,
1991-01,214.7,
1991-04,212.2,
1991-07,205.3,
1991-10,202.9,
1992-01,216.5,
1992-04,217.0,
1992-07,229.2,
1992-10,234.7,
1993-01,240.9,
1993-04,250.7,
1993-07,252.2,
1993-10,268.4,
1994-01,281.9,
1994-04,284.9,
1994-07,294.2,
1994-10,314.4,
1995-01,325.9,
1995-04,345.7,
1995-07,361.0,
1995-10,367.4,
1996-01,382.3,
1996-04,394.5,
1996-07,385.6,
1996-10,404.0,
1997-01,457.9,
1997-04,493.6,
1997-07,493.4,
1997-10,528.6,
1998-01,574.6,
1998-04,612.2,
1998-07,604.9,
1998-10,664.4,
1999-01,726.4,
1999-04,747.6,
1999-07,760.2,
1999-10,790.2,
2000-01,891.4,
2000-04,890.6,
2000-07,921.7,
2000-10,923.2,
2001-01,1070.3,
2001-04,1062.5,
2001-07,1030.0,
2001-10,993.3,
2002-01,1018.4,
2002-04,984.2,
2002-07,1011.0,
2002-10,977.2,
2003-01,1010.8,
2003-04,1000.3,
2003-07,994.6,
2003-10,957.1,
2004-01,1027.7,
2004-04,978.3,
2004-07,1005.1,
2004-10,987.2,
2005-01,1066.6,
2005-04,1070.5,
2005-07,1076.8,
2005-10,1051.4,
2006-01,1107.4,
2006-04,1099.1,
2006-07,1120.8,
2006-10,1095.1,
2007-01,1133.7,
2007-04,1162.0,
2007-07,1210.6,
2007-10,1164.6,
2008-01,1254.8,
2008-04,1220.3,
2008-07,1283.6,
2008-10,1128.8,
2009-01,1132.3,
2009-04,1115.5,
2009-07,1061.1,
2009-10,1030.1,
2010-01,1103.0,
2010-04,1202.0,
2010-07,1183.4,
2010-10,1145.4,
2011-01,1093.8,
2011-04,1061.2,
2011-07,1176.9,
2011-10,1101.1,
2012-01,1320.8,
2012-04,1353.3,
2012-07,1355.2,
2012-10,1237.0,
2013-01,1210.6,
2013-04,1183.8,
2013-07,1212.2,
2013-10,1127.8,
2014-01,1169.0,
