"",BBK01.OEAA29H,BBK01.OEAA29H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:54,
2002-01,96.043,
2002-04,95.670,
2002-07,95.232,
2002-10,94.620,
2003-01,93.643,
2003-04,92.577,
2003-07,91.679,
2003-10,91.479,
2004-01,90.154,
2004-04,90.483,
2004-07,91.002,
2004-10,88.949,
2005-01,88.149,
2005-04,87.329,
2005-07,86.571,
2005-10,85.509,
2006-01,84.640,
2006-04,83.064,
2006-07,82.634,
2006-10,81.032,
2007-01,79.505,
2007-04,78.439,
2007-07,77.602,
2007-10,75.796,
2008-01,74.527,
2008-04,73.866,
2008-07,73.023,
2008-10,71.590,
2009-01,70.118,
2009-04,63.274,
2009-07,63.086,
2009-10,62.954,
2010-01,62.913,
2010-04,63.261,
2010-07,63.394,
2010-10,63.608,
2011-01,62.501,
2011-04,62.990,
2011-07,65.418,
2011-10,65.181,
2012-01,64.738,
2012-04,67.857,
2012-07,67.784,
2012-10,67.915,
2013-01,67.659,
2013-04,67.848,
2013-07,68.251,
2013-10,68.173,
2014-01,68.057,
2014-04,68.468,
2014-07,68.831,
