"",BBEX3.M.RWF.USD.CA.AC.A01,BBEX3.M.RWF.USD.CA.AC.A01_FLAGS
"",Exchange rates for the US dollar in Rwanda  / USD 1 = RWF ... (middle),
unit,RWF (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 15:20:31,
1990-01,77.3863000,
1990-02,77.9716000,
1990-03,79.1064000,
1990-04,78.8832000,
1990-05,77.6918000,
1990-06,77.6749000,
1990-07,75.6738000,
1990-08,74.2229000,
1990-09,73.8095000,
1990-10,71.7180000,
1990-11,118.8610000,comment
1990-12,121.1192000,
1991-01,119.3984000,
1991-02,120.7101000,
1991-03,127.6650500,
1991-04,129.0184000,
1991-05,127.0363500,
1991-06,130.2226000,
1991-07,128.2884000,
1991-08,127.9004000,
1991-09,126.0159000,
1991-10,125.3052000,
1991-11,123.4689000,
1991-12,119.7912000,
1992-01,122.3404000,
1992-02,123.8572000,
1992-03,124.9328000,
1992-04,124.8123000,
1992-05,123.5270000,
1992-06,140.2087000,comment
1992-07,139.7820000,
1992-08,136.1933000,
1992-09,136.9056000,
1992-10,143.2253000,
1992-11,145.9578000,
1992-12,146.2706000,
1993-01,145.0836000,
1993-02,145.7798000,
1993-03,145.1649000,
1993-04,141.8042000,
1993-05,141.9175000,
1993-06,144.3507000,
1993-07,144.5960000,
1993-08,142.9077000,
1993-09,141.8817000,
1993-10,144.7842000,
1993-11,145.6521000,
1993-12,146.3650500,
1994-01,145.7122000,
1994-02,144.2931000,
1994-03,142.8552000,
1994-04,142.3169000,
1994-05,142.3080000,
1994-06,138.8308000,
1994-07,139.5362000,
1994-08,138.9256000,
1994-09,137.3506000,
1994-10,135.2751000,
1994-11,137.9134000,
1994-12,138.3356000,
1995-01,136.6118000,
1995-02,134.6334000,
1995-03,247.7312000,comment
1995-04,253.3959500,
1995-05,275.7570500,
1995-06,291.1162000,
1995-07,319.8974500,
1995-08,315.4569500,
1995-09,313.8977500,
1995-10,304.7810500,
1995-11,302.3066000,
1995-12,297.6862500,
1996-01,305.2680000,
1996-02,302.3051000,
1996-03,305.4310000,
1996-04,303.5180000,
1996-05,308.3135000,
1996-06,309.5844000,
1996-07,307.2360500,
1996-08,307.1594500,
1996-09,310.1280500,
1996-10,308.6290500,
1996-11,309.7255000,
1996-12,304.1618500,
1997-01,306.0209500,
1997-02,302.6917000,
1997-03,308.4079500,
1997-04,305.5014500,
1997-05,301.8825000,
1997-06,301.4907000,
1997-07,297.3934500,
1997-08,299.9591500,
1997-09,301.7580500,
1997-10,301.1472000,
1997-11,303.6951000,
1997-12,303.4328500,
1998-01,304.8024000,
1998-02,309.3125000,
1998-03,307.7769500,
1998-04,308.8585000,
1998-05,308.4126500,
1998-06,311.1692000,
1998-07,312.9665500,
1998-08,316.4356000,
1998-09,320.4754500,
1998-10,323.5675000,
1998-11,326.3185000,
1998-12,328.4862500,
1999-01,327.8130000,
1999-02,333.6174000,
1999-03,335.0354000,
1999-04,336.5365000,
1999-05,339.7931000,
1999-06,338.0132000,
1999-07,332.1421000,
1999-08,335.7155000,
1999-09,334.6702000,
1999-10,335.9387000,
1999-11,342.4334000,
1999-12,349.5302000,
2000-01,359.0512000,
2000-02,363.4548000,
2000-03,366.0957000,
2000-04,371.4569000,
2000-05,378.1741000,
2000-06,388.5286000,
2000-07,395.1782000,
2000-08,409.4499000,
2000-09,411.7154000,
2000-10,416.7727000,
2000-11,428.4117000,
2000-12,430.4860000,
2001-01,433.0697000,
2001-02,433.9092000,
2001-03,433.9822000,
2001-04,438.5842000,
2001-05,439.0701000,
2001-06,442.0900500,
2001-07,442.2790000,
2001-08,442.8298000,
2001-09,449.4622000,
2001-10,454.1610000,
2001-11,457.4938000,
2001-12,457.9044000,
2002-01,459.6091000,
2002-02,461.6923500,
2002-03,461.0440000,
2002-04,463.6657000,
2002-05,467.1865000,
2002-06,469.8415000,
2002-07,473.9962000,
2002-08,484.6191000,
2002-09,487.4256000,
2002-10,491.3626000,
2002-11,502.8064000,
2002-12,511.8538000,
2003-01,512.6509000,
2003-02,512.6649000,
2003-03,516.0712000,
2003-04,522.5548000,
2003-05,528.6517500,
2003-06,536.2508500,
2003-07,542.7629000,
2003-08,552.2422000,
2003-09,556.5154000,
2003-10,561.7639000,
2003-11,568.4894000,
2003-12,580.2799005,
2004-01,582.5730000,
2004-02,581.7910000,
2004-03,582.9317005,
2004-04,581.0231005,
2004-05,578.7056000,
2004-06,579.4529005,
2004-07,578.4860000,
2004-08,576.9834000,
2004-09,573.2245005,
2004-10,570.2598000,
2004-11,568.3648000,
2004-12,566.8600000,
2005-01,564.6211005,
2005-02,563.4024000,
2005-03,560.7345005,
2005-04,559.4850000,
2005-05,558.0000000,
2005-06,556.5470000,
2005-07,553.4971005,
2005-08,555.5223005,
2005-09,554.2938000,
2005-10,553.8463005,
2005-11,553.6219005,
2005-12,553.7187005,
2006-01,555.0579005,
2006-02,554.0140000,
2006-03,552.7439005,
2006-04,552.4299005,
2006-05,551.6950000,
2006-06,552.0088000,
2006-07,552.4954000,
2006-08,551.5221005,
2006-09,549.8525340,
2006-10,550.7031500,
2006-11,550.6746500,
2006-12,548.6523500,
2007-01,549.3987590,
2007-02,547.7406860,
2007-03,546.4726300,
2007-04,546.1012000,
2007-05,545.1358000,
2007-06,547.8669070,
2007-07,549.0627670,
2007-08,547.8560980,
2007-09,546.7614260,
2007-10,545.8599770,
2007-11,545.2871100,
2007-12,544.2202780,
2008-01,542.9242860,
2008-02,544.2256320,
2008-03,544.1006320,
2008-04,543.6006320,
2008-05,542.8506320,
2008-06,543.6006320,
2008-07,545.6688950,
2008-08,548.8050000,
2008-09,550.8750000,
2008-10,552.1900000,
2008-11,553.5400000,
2008-12,558.8950000,
2009-01,566.0350000,
2009-02,567.3800000,
2009-03,569.1250000,
2009-04,568.0700000,
2009-05,567.1100000,
2009-06,568.6550000,
2009-07,569.0750000,
2009-08,568.1050000,
2009-09,568.6700000,
2009-10,569.3050000,
2009-11,570.5100000,
2009-12,571.2350000,
2010-01,572.9800000,
2010-02,572.3900000,
2010-03,573.5650000,
2010-04,576.3800000,
2010-05,580.7650000,
2010-06,588.5800000,
2010-07,588.8350000,
2010-08,587.1900000,
2010-09,589.9500000,
2010-10,590.5435360,
2010-11,593.0190980,
2010-12,594.4500000,
2011-01,599.3769230,
2011-02,598.5000000,
2011-03,600.5271000,
2011-04,601.7413000,
2011-05,598.3085070,
2011-06,602.4170940,
2011-07,599.2496000,
2011-08,599.8742910,
2011-09,599.9846330,
2011-10,601.8769930,
2011-11,602.6467430,
2011-12,604.1409840,
2012-01,604.6934010,
2012-02,605.7531080,
2012-03,606.8323990,
2012-04,608.1250000,
2012-05,609.3059820,
2012-06,612.4253840,
2012-07,613.1148310,
2012-08,614.4884780,
2012-09,622.7313750,
2012-10,627.1740050,
2012-11,629.7326840,
2012-12,631.4066310,
2013-01,632.2417750,
2013-02,634.1605490,
2013-03,635.7515150,
2013-04,639.0377620,
2013-05,641.0075760,
2013-06,642.6699910,
2013-07,647.9117550,
2013-08,649.8243360,
2013-09,657.4146100,
2013-10,661.6704550,
2013-11,666.6100830,
2013-12,670.0773190,
2014-01,674.2118870,
2014-02,675.3577350,
2014-03,677.8610060,
2014-04,679.4307620,
2014-05,681.5145740,
2014-06,682.5400620,
2014-07,683.9782150,
2014-08,684.4247550,
2014-09,686.9150410,
2014-10,689.4508120,
2014-11,691.3820470,
2014-12,694.3741860,
2015-01,700.2959140,
"","Source: Calculated on the basis of the buying and selling rates of the Banque Nationale du Rwanda, Kigali.",
"","Comment on 1990-11: On 12 November 1990, the Rwanda franc was devalued. We recorded the following exchange rates (buying/selling).  9 November 1990: USD 1 = RWF 70.6043 / 72.0307  12 November 1990: USD 1 = RWF 117.5109 / 119.8849 Calculated devaluation: 39.9%.",
"","Comment on 1992-06: On 10 June 1992, the Rwanda franc was devalued. We recorded the following exchange rates (buying/selling).  9 June 1992: USD 1 = RWF 120.7553 / 123.1949  10 June 1992: USD 1 = RWF 141.7068 / 144.5696   Calculated devaluation: 14.8%.",
"","Comment on 1995-03: On 6 March 1995, the Rwanda franc was devalued. We recorded the following exchange rates (buying/selling).  3 March 1995: USD 1 = RWF 133.2411 / 135.9329  6 March 1995: USD 1 = RWF 230,2600 / 233,7400  Calculated devaluation: 42.0%.",
