"",BBK01.TUE390,BBK01.TUE390_FLAGS
"",Debt securities issued (net) / With maturities of over 1 year and up to 2 years / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:15,
1997-09,50186,
1997-10,50745,
1997-11,50491,
1997-12,53186,
1998-01,55149,
1998-02,58327,
1998-03,62542,
1998-04,64176,
1998-05,63160,
1998-06,66963,
1998-07,67341,
1998-08,67736,
1998-09,61727,
1998-10,62644,
1998-11,58227,
1998-12,52044,
1999-01,24364,
1999-02,24348,
1999-03,21211,
1999-04,25371,
1999-05,29955,
1999-06,27709,
1999-07,26657,
1999-08,23803,
1999-09,38459,
1999-10,36846,
1999-11,34152,
1999-12,37137,
2000-01,36603,
2000-02,37239,
2000-03,40380,
2000-04,41792,
2000-05,42407,
2000-06,39210,
2000-07,36416,
2000-08,39056,
2000-09,39218,
2000-10,38907,
2000-11,41170,
2000-12,42707,
2001-01,45282,
2001-02,46454,
2001-03,42321,
2001-04,42851,
2001-05,44678,
2001-06,48955,
2001-07,49098,
2001-08,51258,
2001-09,52713,
2001-10,51121,
2001-11,54929,
2001-12,57318,
2002-01,45605,
2002-02,49021,
2002-03,48345,
2002-04,50702,
2002-05,50565,
2002-06,48495,
2002-07,48352,
2002-08,46813,
2002-09,47659,
2002-10,48312,
2002-11,48484,
2002-12,47248,
2003-01,34366,
2003-02,33622,
2003-03,30856,
2003-04,35897,
2003-05,34130,
2003-06,29193,
2003-07,26734,
2003-08,25672,
2003-09,24597,
2003-10,28841,
2003-11,28807,
2003-12,30215,
2004-01,29061,
2004-02,28728,
2004-03,28371,
2004-04,30351,
2004-05,29063,
2004-06,27910,
2004-07,25597,
2004-08,25020,
2004-09,25222,
2004-10,27565,
2004-11,27041,
2004-12,27214,
2005-01,26279,
2005-02,33928,
2005-03,31521,
2005-04,31859,
2005-05,29946,
2005-06,32379,
2005-07,32210,
2005-08,34738,
2005-09,34710,
2005-10,30039,
2005-11,31883,
2005-12,32016,
2006-01,33765,
2006-02,31822,
2006-03,33144,
2006-04,33486,
2006-05,35775,
2006-06,36211,
2006-07,39432,
2006-08,40893,
2006-09,40491,
2006-10,41807,
2006-11,38715,
2006-12,47462,
2007-01,54484,
2007-02,58099,
2007-03,59796,
2007-04,66817,
2007-05,73845,
2007-06,74486,
2007-07,84669,
2007-08,86053,
2007-09,88606,
2007-10,85995,
2007-11,90559,
2007-12,95998,
2008-01,97535,
2008-02,98630,
2008-03,111422,
2008-04,112565,
2008-05,125250,
2008-06,129980,
2008-07,137348,
2008-08,137058,
2008-09,140034,
2008-10,136159,
2008-11,137662,
2008-12,128837,
2009-01,123379,
2009-02,126412,
2009-03,128480,
2009-04,139939,
2009-05,144790,
2009-06,143231,
2009-07,145524,
2009-08,144266,
2009-09,141073,
2009-10,140299,
2009-11,136468,
2009-12,129075,
2010-01,128884,
2010-02,123733,
2010-03,122274,
2010-04,118729,
2010-05,106840,
2010-06,101715,
2010-07,100239,
2010-08,100328,
2010-09,96732,
2010-10,97965,
2010-11,97246,
2010-12,92309,
2011-01,94607,
2011-02,89193,
2011-03,86414,
2011-04,87750,
2011-05,84826,
2011-06,80449,
2011-07,83115,
2011-08,77737,
2011-09,75799,
2011-10,75340,
2011-11,82277,
2011-12,83662,
2012-01,91603,
2012-02,98775,
2012-03,103544,
2012-04,107706,
2012-05,107231,
2012-06,102036,
2012-07,96163,
2012-08,96359,
2012-09,92591,
2012-10,93537,
2012-11,91222,
2012-12,93759,
2013-01,92257,
2013-02,88105,
2013-03,84114,
2013-04,81590,
2013-05,74447,
2013-06,68355,
2013-07,66689,
2013-08,63114,
2013-09,58270,
2013-10,58076,
2013-11,53401,
2013-12,49083,
2014-01,43851,
2014-02,39061,
2014-03,35356,
2014-04,32572,
2014-05,35068,
2014-06,35879,
2014-07,35236,
2014-08,34179,
2014-09,33075,
2014-10,36876,
2014-11,38840,
2014-12,42942,
2015-01,42371,
