"",BBK01.CEB520,BBK01.CEB520_FLAGS
"",Shares and other equity debtor: Domestic financial corporations                   creditor: All sectors,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:42,
1991-01,347.1,
1991-04,363.6,
1991-07,363.8,
1991-10,368.3,
1992-01,398.1,
1992-04,403.7,
1992-07,379.6,
1992-10,393.6,
1993-01,429.1,
1993-04,443.0,
1993-07,480.6,
1993-10,526.3,
1994-01,517.9,
1994-04,527.1,
1994-07,528.9,
1994-10,555.9,
1995-01,555.0,
1995-04,593.3,
1995-07,612.7,
1995-10,638.5,
1996-01,656.4,
1996-04,683.7,
1996-07,714.4,
1996-10,732.9,
1997-01,821.0,
1997-04,889.5,
1997-07,985.7,
1997-10,1026.9,
1998-01,1112.5,
1998-04,1208.5,
1998-07,1082.5,
1998-10,1195.3,
1999-01,1265.2,
1999-04,1287.0,
1999-07,1266.1,
1999-10,1491.0,
2000-01,1667.7,
2000-04,1552.6,
2000-07,1626.5,
2000-10,1516.6,
2001-01,1504.0,
2001-04,1535.8,
2001-07,1310.5,
2001-10,1429.8,
2002-01,1499.3,
2002-04,1415.3,
2002-07,1162.8,
2002-10,1131.9,
2003-01,1122.2,
2003-04,1249.6,
2003-07,1261.9,
2003-10,1312.4,
2004-01,1324.2,
2004-04,1329.2,
2004-07,1313.5,
2004-10,1349.7,
2005-01,1391.2,
2005-04,1431.5,
2005-07,1526.2,
2005-10,1571.1,
2006-01,1641.4,
2006-04,1598.9,
2006-07,1691.0,
2006-10,1731.4,
2007-01,1785.1,
2007-04,1838.7,
2007-07,1798.4,
2007-10,1805.3,
2008-01,1670.0,
2008-04,1624.3,
2008-07,1531.1,
2008-10,1357.5,
2009-01,1324.8,
2009-04,1386.4,
2009-07,1497.2,
2009-10,1531.3,
2010-01,1599.9,
2010-04,1563.4,
2010-07,1582.1,
2010-10,1625.8,
2011-01,1645.9,
2011-04,1649.7,
2011-07,1546.2,
2011-10,1581.6,
2012-01,1688.8,
2012-04,1663.2,
2012-07,1752.6,
2012-10,1835.5,
2013-01,1887.5,
2013-04,1888.2,
2013-07,1941.3,
2013-10,2007.8,
2014-01,2046.1,
