"",BBK01.OEAE28I,BBK01.OEAE28I_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 12:03:29,
2002-01,43.905,
2002-04,43.856,
2002-07,42.193,
2002-10,41.788,
2003-01,40.966,
2003-04,40.545,
2003-07,40.484,
2003-10,39.153,
2004-01,38.978,
2004-04,38.892,
2004-07,37.595,
2004-10,37.603,
2005-01,38.258,
2005-04,38.439,
2005-07,38.261,
2005-10,37.676,
2006-01,38.526,
2006-04,38.630,
2006-07,39.199,
2006-10,38.965,
2007-01,38.489,
2007-04,38.383,
2007-07,38.362,
2007-10,38.779,
2008-01,38.865,
2008-04,39.780,
2008-07,40.015,
2008-10,39.478,
2009-01,39.544,
2009-04,39.930,
2009-07,41.477,
2009-10,41.522,
2010-01,41.547,
2010-04,41.281,
2010-07,43.635,
2010-10,43.664,
2011-01,43.045,
2011-04,43.580,
2011-07,43.946,
2011-10,44.856,
2012-01,45.074,
2012-04,46.271,
2012-07,46.508,
2012-10,46.286,
2013-01,46.319,
2013-04,46.696,
2013-07,47.459,
2013-10,48.283,
2014-01,47.761,
2014-04,47.778,
2014-07,47.540,
