"",BBK01.WX0056,BBK01.WX0056_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 34.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:15,
2008-12,5.35,
2009-01,5.35,
2009-02,5.35,
2009-03,5.36,
2009-04,5.36,
2009-05,5.36,
2009-06,5.36,
2009-07,5.35,
2009-08,5.34,
2009-09,5.34,Corrected value
2009-10,5.32,
2009-11,5.31,
2009-12,5.30,
2010-01,5.29,
2010-02,5.28,
2010-03,5.27,
2010-04,5.25,
2010-05,5.24,
2010-06,5.23,
2010-07,5.21,
2010-08,5.19,
2010-09,5.17,
2010-10,5.14,
2010-11,5.13,
2010-12,5.11,
2011-01,5.10,
2011-02,5.09,
2011-03,5.08,
2011-04,5.07,
2011-05,5.06,
2011-06,5.05,
2011-07,5.04,
2011-08,5.04,
2011-09,5.03,
2011-10,5.02,
2011-11,5.02,
2011-12,5.01,
2012-01,5.01,
2012-02,5.00,
2012-03,4.98,
2012-04,4.97,
2012-05,4.95,
2012-06,4.94,
2012-07,4.93,
2012-08,4.92,
2012-09,4.91,
2012-10,4.90,
2012-11,4.89,
2012-12,4.88,
2013-01,4.87,
2013-02,4.86,
2013-03,4.85,
2013-04,4.83,
2013-05,4.81,
2013-06,4.79,
2013-07,4.78,
2013-08,4.77,
2013-09,4.76,
2013-10,4.75,
2013-11,4.74,
2013-12,4.74,
2014-01,4.72,
2014-02,4.71,
2014-03,4.70,
2014-04,4.68,
2014-05,4.66,
2014-06,4.64,
2014-07,4.61,
2014-08,4.58,
2014-09,4.55,
2014-10,4.52,
2014-11,4.48,
2014-12,4.44,
2015-01,4.39,
