"",BBK01.OEAH15R,BBK01.OEAH15R_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:29:37,
2002-01,15.257,
2002-04,15.092,
2002-07,15.296,
2002-10,15.762,
2003-01,15.101,
2003-04,15.037,
2003-07,15.175,
2003-10,15.582,
2004-01,15.173,
2004-04,15.177,
2004-07,15.311,
2004-10,15.667,
2005-01,16.100,
2005-04,15.987,
2005-07,16.316,
2005-10,16.656,
2006-01,16.222,
2006-04,16.393,
2006-07,16.648,
2006-10,16.998,
2007-01,16.866,
2007-04,17.045,
2007-07,17.433,
2007-10,17.620,
2008-01,17.520,
2008-04,17.527,
2008-07,17.811,
2008-10,18.709,
2009-01,18.565,
2009-04,18.602,
2009-07,18.967,
2009-10,19.673,
2010-01,19.299,
2010-04,19.609,
2010-07,19.950,
2010-10,20.316,
2011-01,19.991,
2011-04,20.047,
2011-07,20.405,
2011-10,20.737,
2012-01,20.520,
2012-04,21.010,
2012-07,21.715,
2012-10,21.971,
2013-01,21.857,
2013-04,21.839,
2013-07,22.313,
2013-10,22.437,
2014-01,22.413,
2014-04,22.655,
2014-07,23.280,
