"",BBK01.WXI024,BBK01.WXI024_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:54,
2009-09,97598,
2009-10,95967,
2009-11,96453,
2009-12,97780,
2010-01,98862,
2010-02,99286,
2010-03,99992,
2010-04,100741,
2010-05,101713,
2010-06,101168,
2010-07,100384,
2010-08,100448,
2010-09,99748,
2010-10,99415,
2010-11,100353,
2010-12,98068,
2011-01,98230,
2011-02,97588,
2011-03,97395,
2011-04,97398,
2011-05,97520,
2011-06,96464,
2011-07,96568,
2011-08,96682,
2011-09,97197,
2011-10,96361,
2011-11,96468,
2011-12,95588,
2012-01,95926,
2012-02,95651,
2012-03,94443,
2012-04,93593,
2012-05,93937,
2012-06,93385,
2012-07,94506,
2012-08,93126,
2012-09,92546,
2012-10,92728,
2012-11,92395,
2012-12,91563,
2013-01,92190,
2013-02,91830,
2013-03,90148,
2013-04,90523,
2013-05,90206,
2013-06,89850,
2013-07,87932,
2013-08,87454,
2013-09,86449,
2013-10,85960,
2013-11,86794,
2013-12,85688,
2014-01,86397,
2014-02,86195,
2014-03,86299,
2014-04,85752,
2014-05,85773,
2014-06,85526,
2014-07,85044,
2014-08,85304,
2014-09,85393,
2014-10,84080,
2014-11,83879,
