"",BBK01.OUH351,BBK01.OUH351_FLAGS
"",Lending to the federal states / Total / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:23,
1999-01,16.068,
1999-02,15.967,
1999-03,15.483,
1999-04,15.364,
1999-05,15.148,
1999-06,14.866,
1999-07,14.518,
1999-08,14.166,
1999-09,14.091,
1999-10,13.702,
1999-11,13.562,
1999-12,13.299,
2000-01,13.100,
2000-02,12.965,
2000-03,12.908,
2000-04,12.848,
2000-05,12.522,
2000-06,12.381,
2000-07,12.231,
2000-08,11.977,
2000-09,11.817,
2000-10,11.809,
2000-11,11.758,
2000-12,11.749,
2001-01,11.478,
2001-02,11.478,
2001-03,11.078,
2001-04,11.009,
2001-05,10.959,
2001-06,10.834,
2001-07,10.508,
2001-08,10.228,
2001-09,10.176,
2001-10,10.873,
2001-11,10.973,
2001-12,11.484,
2002-01,11.735,
2002-02,11.948,
2002-03,11.643,
2002-04,11.829,
2002-05,12.233,
2002-06,11.887,
2002-07,11.544,
2002-08,12.191,
2002-09,11.043,
2002-10,11.199,
2002-11,12.263,
2002-12,12.742,
2003-01,13.294,
2003-02,13.290,
2003-03,13.629,
2003-04,13.828,
2003-05,13.495,
2003-06,13.776,
2003-07,13.970,
2003-08,13.932,
2003-09,14.050,
2003-10,14.446,
2003-11,15.471,
2003-12,15.423,
2004-01,15.431,
2004-02,15.405,
2004-03,15.694,
2004-04,15.927,
2004-05,16.364,
2004-06,16.138,
2004-07,16.375,
2004-08,16.294,
2004-09,16.608,
2004-10,16.693,
2004-11,17.177,
2004-12,17.052,
2005-01,17.321,
2005-02,17.092,
2005-03,17.517,
2005-04,17.981,
2005-05,17.721,
2005-06,18.124,
2005-07,18.264,
2005-08,18.671,
2005-09,18.356,
2005-10,18.934,
2005-11,20.039,
2005-12,20.346,
2006-01,20.915,
2006-02,21.528,
2006-03,21.768,
2006-04,21.784,
2006-05,21.834,
2006-06,22.036,
2006-07,22.332,
2006-08,22.701,
2006-09,22.074,
2006-10,22.060,
2006-11,22.434,
2006-12,22.665,
2007-01,22.130,
2007-02,21.968,
2007-03,21.621,
2007-04,21.680,
2007-05,21.485,
2007-06,21.330,
2007-07,21.217,
2007-08,20.686,
2007-09,20.887,
2007-10,20.721,
2007-11,20.367,
2007-12,19.979,
2008-01,18.902,
2008-02,18.302,
2008-03,18.135,
2008-04,18.320,
2008-05,18.096,
2008-06,18.104,
2008-07,17.956,
2008-08,17.757,
2008-09,17.450,
2008-10,17.731,
2008-11,17.764,
2008-12,17.508,
2009-01,18.000,
2009-02,17.630,
2009-03,18.046,
2009-04,19.790,
2009-05,20.254,
2009-06,20.513,
2009-07,20.886,
2009-08,21.272,
2009-09,22.093,
2009-10,22.961,
2009-11,23.830,
2009-12,24.533,
2010-01,25.143,
2010-02,25.916,
2010-03,26.708,
2010-04,26.830,
2010-05,28.651,
2010-06,29.002,
2010-07,29.153,
2010-08,29.420,
2010-09,29.866,
2010-10,30.158,
2010-11,30.514,
2010-12,30.725,
2011-01,30.188,
2011-02,30.016,
2011-03,29.976,
2011-04,30.142,
2011-05,30.356,
2011-06,30.553,
2011-07,31.087,
2011-08,31.161,
2011-09,31.292,
2011-10,31.659,
2011-11,32.142,
2011-12,32.344,
2012-01,32.891,
2012-02,34.325,
2012-03,35.076,
2012-04,35.380,
2012-05,35.590,
2012-06,35.414,
2012-07,36.120,
2012-08,36.541,
2012-09,36.581,
2012-10,37.835,
2012-11,38.883,
2012-12,38.975,
2013-01,39.371,
2013-02,40.123,
2013-03,40.283,
2013-04,40.436,
2013-05,40.736,
2013-06,40.725,
2013-07,41.101,
2013-08,41.833,
2013-09,41.887,
2013-10,42.058,
2013-11,42.575,
2013-12,42.922,
2014-01,42.927,
2014-02,43.386,
2014-03,43.887,
2014-04,44.069,
2014-05,44.566,
2014-06,45.091,
2014-07,46.026,
2014-08,46.511,
2014-09,46.809,
2014-10,47.477,
2014-11,48.000,
2014-12,48.626,Provisional value
