"",BBK01.SU1012,BBK01.SU1012_FLAGS
"",Lending to non-banks (non-MFIs) / Building loans / Interim and bridging loans / All building and loan associations,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:44:25,
1955-01,0.157,
1955-02,0.152,
1955-03,0.146,
1955-04,0.150,
1955-05,0.163,
1955-06,0.169,
1955-07,0.189,
1955-08,0.210,
1955-09,0.214,
1955-10,0.222,
1955-11,0.239,
1955-12,0.245,
1956-01,0.254,
1956-02,0.254,
1956-03,0.232,
1956-04,0.236,
1956-05,0.239,
1956-06,0.253,
1956-07,0.265,
1956-08,0.281,
1956-09,0.269,
1956-10,0.283,
1956-11,0.280,
1956-12,0.288,
1957-01,0.279,
1957-02,0.283,
1957-03,0.251,
1957-04,0.259,
1957-05,0.253,
1957-06,0.260,
1957-07,0.257,
1957-08,0.273,
1957-09,0.270,
1957-10,0.284,
1957-11,0.276,
1957-12,0.291,
1958-01,0.282,
1958-02,0.286,
1958-03,0.251,
1958-04,0.249,
1958-05,0.242,
1958-06,0.252,
1958-07,0.261,
1958-08,0.280,
1958-09,0.273,
1958-10,0.290,
1958-11,0.281,
1958-12,0.286,
1959-01,0.276,
1959-02,0.279,
1959-03,0.257,
1959-04,0.250,
1959-05,0.251,
1959-06,0.269,
1959-07,0.276,
1959-08,0.288,
1959-09,0.290,
1959-10,0.319,
1959-11,0.318,
1959-12,0.341,
1960-01,0.331,
1960-02,0.343,
1960-03,0.330,
1960-04,0.363,
1960-05,0.389,
1960-06,0.423,
1960-07,0.443,
1960-08,0.487,
1960-09,0.506,
1960-10,0.558,
1960-11,0.571,
1960-12,0.610,
1961-01,0.615,
1961-02,0.639,
1961-03,0.636,
1961-04,0.670,
1961-05,0.700,
1961-06,0.748,
1961-07,0.769,
1961-08,0.820,
1961-09,0.825,
1961-10,0.877,
1961-11,0.877,
1961-12,0.894,
1962-01,0.873,
1962-02,0.898,
1962-03,0.868,
1962-04,0.893,
1962-05,0.884,
1962-06,0.911,
1962-07,0.888,
1962-08,0.948,
1962-09,0.936,
1962-10,0.994,
1962-11,0.972,
1962-12,0.972,
1963-01,0.926,
1963-02,0.943,
1963-03,0.907,
1963-04,0.955,
1963-05,0.978,
1963-06,0.999,
1963-07,1.005,
1963-08,1.061,
1963-09,1.072,
1963-10,1.152,
1963-11,1.143,
1963-12,1.149,
1964-01,1.113,
1964-02,1.141,
1964-03,1.127,
1964-04,1.168,
1964-05,1.165,
1964-06,1.224,
1964-07,1.279,
1964-08,1.329,
1964-09,1.301,
1964-10,1.369,
1964-11,1.335,
1964-12,1.553,
1965-01,1.531,
1965-02,1.574,
1965-03,1.567,
1965-04,1.636,
1965-05,1.603,
1965-06,1.667,
1965-07,1.740,
1965-08,1.839,
1965-09,1.863,
1965-10,1.997,
1965-11,1.952,
1965-12,2.087,
1966-01,2.120,
1966-02,2.160,
1966-03,2.243,
1966-04,2.350,
1966-05,2.378,
1966-06,2.502,
1966-07,2.632,
1966-08,2.805,
1966-09,2.876,
1966-10,3.003,
1966-11,2.993,
1966-12,3.085,
1967-01,3.138,
1967-02,3.149,
1967-03,3.194,
1967-04,3.258,
1967-05,3.061,
1967-06,3.101,
1967-07,3.148,
1967-08,3.226,
1967-09,3.072,
1967-10,3.085,
1967-11,2.942,
1967-12,2.832,
1968-01,2.839,
1968-02,2.864,
1968-03,2.644,
1968-04,2.683,
1968-05,2.525,
1968-06,2.546,
1968-07,2.596,
1968-08,2.617,
1968-09,2.397,
1968-10,2.460,
1968-11,2.388,
1968-12,2.370,
1969-01,2.428,
1969-02,2.494,
1969-03,2.485,
1969-04,2.585,
1969-05,2.534,
1969-06,2.669,
1969-07,2.878,
1969-08,3.006,
1969-09,3.032,
1969-10,3.267,
1969-11,3.269,
1969-12,3.494,
1970-01,3.578,
1970-02,3.714,
1970-03,3.829,
1970-04,4.012,
1970-05,4.103,
1970-06,4.364,
1970-07,4.660,
1970-08,4.690,
1970-09,4.812,
1970-10,4.904,
1970-11,4.999,
1970-12,5.112,
1971-01,5.149,
1971-02,4.967,
1971-03,4.993,
1971-04,4.938,
1971-05,4.863,
1971-06,4.934,
1971-07,5.082,
1971-08,5.024,
1971-09,5.140,
1971-10,4.963,
1971-11,5.004,
1971-12,5.147,
1972-01,5.240,
1972-02,5.146,
1972-03,5.126,
1972-04,4.887,
1972-05,4.595,
1972-06,4.674,
1972-07,4.805,
1972-08,4.734,
1972-09,4.829,
1972-10,4.904,
1972-11,5.051,
1972-12,5.135,
1973-01,5.372,
1973-02,5.137,
1973-03,5.282,
1973-04,5.339,
1973-05,5.703,
1973-06,6.080,
1973-07,6.519,
1973-08,6.671,
1973-09,6.793,
1973-10,6.749,
1973-11,6.826,
1973-12,6.652,
1974-01,6.598,
1974-02,6.328,
1974-03,6.230,
1974-04,6.002,
1974-05,5.990,
1974-06,6.039,
1974-07,6.242,
1974-08,5.872,
1974-09,5.767,
1974-10,5.610,
1974-11,5.544,
1974-12,5.536,
1975-01,5.617,
1975-02,5.370,
1975-03,5.309,
1975-04,5.326,
1975-05,5.364,
1975-06,5.483,
1975-07,5.578,
1975-08,5.501,
1975-09,5.450,
1975-10,5.490,
1975-11,5.561,
1975-12,5.748,
1976-01,5.900,
1976-02,5.923,
1976-03,5.812,
1976-04,5.920,
1976-05,6.046,
1976-06,6.275,
1976-07,6.575,
1976-08,6.537,
1976-09,6.686,
1976-10,6.687,
1976-11,6.718,
1976-12,6.931,
1977-01,7.070,
1977-02,6.979,
1977-03,7.099,
1977-04,7.087,
1977-05,7.169,
1977-06,7.420,
1977-07,7.699,
1977-08,7.823,
1977-09,7.953,
