"",BBK01.TVD426,BBK01.TVD426_FLAGS
"",Other assets / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:21:02,
1980-01,0,
1980-02,969,
1980-03,-554,
1980-04,-910,
1980-05,884,
1980-06,951,
1980-07,-1279,
1980-08,-168,
1980-09,601,
1980-10,-1107,
1980-11,1722,
1980-12,-1485,
1981-01,338,
1981-02,969,
1981-03,-1484,
1981-04,44,
1981-05,1385,
1981-06,-612,
1981-07,-174,
1981-08,618,
1981-09,499,
1981-10,-154,
1981-11,1046,
1981-12,-1079,
1982-01,1322,
1982-02,343,
1982-03,-935,
1982-04,-1414,
1982-05,1368,
1982-06,-346,
1982-07,402,
1982-08,450,
1982-09,756,
1982-10,-65,
1982-11,1307,
1982-12,449,
1983-01,602,
1983-02,-206,
1983-03,-1220,
1983-04,-517,
1983-05,647,
1983-06,520,
1983-07,114,
1983-08,749,
1983-09,-189,
1983-10,308,
1983-11,1308,
1983-12,1453,
1984-01,702,
1984-02,898,
1984-03,-1250,
1984-04,-338,
1984-05,851,
1984-06,-543,
1984-07,-637,
1984-08,629,
1984-09,1553,
1984-10,-1096,
1984-11,1273,
1984-12,607,
1985-01,1263,
1985-02,1362,
1985-03,-723,
1985-04,-2647,
1985-05,1559,
1985-06,44,
1985-07,-858,
1985-08,-146,
1985-09,1577,
1985-10,-618,
1985-11,1464,
1985-12,1143,
1986-01,1271,
1986-02,1039,
1986-03,-264,
1986-04,-2391,
1986-05,1361,
1986-06,-70,
1986-07,-979,
1986-08,461,
1986-09,935,
1986-10,-455,
1986-11,2057,
1986-12,568,
1987-01,-1100,
1987-02,612,
1987-03,-1443,
1987-04,-1751,
1987-05,916,
1987-06,836,
1987-07,-444,
1987-08,1470,
1987-09,229,
1987-10,370,
1987-11,908,
1987-12,147,
1988-01,320,
1988-02,-176,
1988-03,-1894,
1988-04,-572,
1988-05,1637,
1988-06,-429,
1988-07,40,
1988-08,889,
1988-09,432,
1988-10,-134,
1988-11,1907,
