"",BBK01.OUC110,BBK01.OUC110_FLAGS
"",Participating interests / in foreign banks / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:53:11,
1983-06,-,Nothing exists
1983-07,0.426,
1983-08,0.425,
1983-09,0.421,
1983-10,0.419,
1983-11,0.419,
1983-12,0.401,
1984-01,0.421,
1984-02,0.416,
1984-03,0.413,
1984-04,0.411,
1984-05,0.402,
1984-06,0.399,
1984-07,0.428,
1984-08,0.424,
1984-09,0.396,
1984-10,0.394,
1984-11,0.394,
1984-12,0.402,
1985-01,0.423,
1985-02,0.422,
1985-03,0.406,
1985-04,0.522,
1985-05,0.516,
1985-06,0.513,
1985-07,0.507,
1985-08,0.518,
1985-09,0.512,
1985-10,0.509,
1985-11,0.509,
1985-12,0.456,
1986-01,0.479,
1986-02,0.474,
1986-03,0.477,
1986-04,0.472,
1986-05,0.478,
1986-06,0.475,
1986-07,0.430,
1986-08,0.426,
1986-09,0.412,
1986-10,0.412,
1986-11,0.408,
1986-12,0.405,
1987-01,0.398,
1987-02,0.409,
1987-03,0.403,
1987-04,0.402,
1987-05,0.400,
1987-06,0.398,
1987-07,0.398,
1987-08,0.396,
1987-09,0.402,
1987-10,0.403,
1987-11,0.401,
1987-12,0.409,
1988-01,0.410,
1988-02,0.410,
1988-03,0.420,
1988-04,0.586,
1988-05,0.588,
1988-06,0.597,
1988-07,0.606,
1988-08,0.600,
1988-09,0.612,
1988-10,0.889,
1988-11,0.888,
1988-12,0.758,
1989-01,0.775,
1989-02,0.769,
1989-03,0.771,
1989-04,0.807,
1989-05,0.705,
1989-06,0.699,
1989-07,0.700,
1989-08,0.704,
1989-09,0.695,
1989-10,0.692,
1989-11,0.694,
1989-12,0.684,
1990-01,0.684,
1990-02,0.680,
1990-03,0.700,
1990-04,0.698,
1990-05,0.708,
1990-06,0.714,
1990-07,0.708,
1990-08,0.704,
1990-09,0.705,
1990-10,0.702,
1990-11,0.699,
1990-12,0.728,
1991-01,0.738,
1991-02,0.784,
