"",BBK01.OUN013,BBK01.OUN013_FLAGS
"",Lending to foreign banks (MFIs) / total / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:39,
1958-12,0.006,
1959-01,-,Nothing exists
1959-02,-,Nothing exists
1959-03,-,Nothing exists
1959-04,-,Nothing exists
1959-05,-,Nothing exists
1959-06,0.049,
1959-07,-,Nothing exists
1959-08,-,Nothing exists
1959-09,-,Nothing exists
1959-10,-,Nothing exists
1959-11,-,Nothing exists
1959-12,0.007,
1960-01,-,Nothing exists
1960-02,-,Nothing exists
1960-03,-,Nothing exists
1960-04,-,Nothing exists
1960-05,-,Nothing exists
1960-06,0.008,
1960-07,-,Nothing exists
1960-08,-,Nothing exists
1960-09,-,Nothing exists
1960-10,-,Nothing exists
1960-11,-,Nothing exists
1960-12,0.011,
1961-01,-,Nothing exists
1961-02,-,Nothing exists
1961-03,-,Nothing exists
1961-04,-,Nothing exists
1961-05,-,Nothing exists
1961-06,0.025,
1961-07,-,Nothing exists
1961-08,-,Nothing exists
1961-09,-,Nothing exists
1961-10,-,Nothing exists
1961-11,-,Nothing exists
1961-12,0.033,
1962-01,-,Nothing exists
1962-02,-,Nothing exists
1962-03,-,Nothing exists
1962-04,-,Nothing exists
1962-05,-,Nothing exists
1962-06,0.050,
1962-07,-,Nothing exists
1962-08,-,Nothing exists
1962-09,-,Nothing exists
1962-10,-,Nothing exists
1962-11,-,Nothing exists
1962-12,0.053,
1963-01,-,Nothing exists
1963-02,-,Nothing exists
1963-03,-,Nothing exists
1963-04,-,Nothing exists
1963-05,-,Nothing exists
1963-06,0.054,
1963-07,-,Nothing exists
1963-08,-,Nothing exists
1963-09,-,Nothing exists
1963-10,-,Nothing exists
1963-11,-,Nothing exists
1963-12,0.059,
1964-01,-,Nothing exists
1964-02,-,Nothing exists
1964-03,-,Nothing exists
1964-04,-,Nothing exists
1964-05,-,Nothing exists
1964-06,0.067,
1964-07,-,Nothing exists
1964-08,-,Nothing exists
1964-09,-,Nothing exists
1964-10,-,Nothing exists
1964-11,-,Nothing exists
1964-12,0.077,
1965-01,0.080,
1965-02,0.079,
1965-03,0.078,
1965-04,0.081,
1965-05,0.081,
1965-06,0.083,
1965-07,0.083,
1965-08,0.080,
1965-09,0.084,
1965-10,0.084,
1965-11,0.089,
1965-12,0.089,
1966-01,0.089,
1966-02,0.092,
1966-03,0.112,
1966-04,0.097,
1966-05,0.099,
1966-06,0.101,
1966-07,0.102,
1966-08,0.102,
1966-09,0.103,
1966-10,0.105,
1966-11,0.107,
1966-12,0.106,
1967-01,0.109,
1967-02,0.112,
1967-03,0.125,
1967-04,0.133,
1967-05,0.143,
1967-06,0.135,
1967-07,0.135,
1967-08,0.145,
1967-09,0.143,
1967-10,0.156,
1967-11,0.151,
1967-12,0.187,
1968-01,0.187,
1968-02,0.206,
1968-03,0.213,
1968-04,0.224,
1968-05,0.218,
1968-06,0.213,
1968-07,0.187,
1968-08,0.208,
1968-09,0.207,
1968-10,0.210,
1968-11,0.201,
1968-12,0.670,
1969-01,0.684,
1969-02,0.690,
1969-03,0.699,
1969-04,0.702,
1969-05,0.719,
1969-06,0.714,
1969-07,0.714,
1969-08,0.706,
1969-09,0.725,
1969-10,0.784,
1969-11,0.782,
1969-12,0.768,
1970-01,0.785,
1970-02,0.776,
1970-03,0.829,
1970-04,0.856,
1970-05,0.834,
1970-06,1.010,
1970-07,1.011,
1970-08,1.018,
1970-09,1.015,
1970-10,1.041,
1970-11,0.898,
1970-12,0.900,
1971-01,0.905,
1971-02,0.910,
1971-03,0.911,
1971-04,0.923,
1971-05,0.925,
1971-06,0.944,
1971-07,0.976,
1971-08,0.977,
1971-09,0.980,
1971-10,0.985,
1971-11,0.993,
1971-12,1.012,
1972-01,1.070,
1972-02,1.080,
1972-03,1.088,
1972-04,1.046,
1972-05,1.119,
1972-06,1.124,
1972-07,1.110,
1972-08,1.119,
1972-09,1.121,
1972-10,1.147,
1972-11,1.159,
1972-12,1.165,
1973-01,1.226,
1973-02,1.222,
1973-03,1.242,
1973-04,1.296,
1973-05,1.376,
1973-06,1.458,
1973-07,1.518,
1973-08,1.530,
1973-09,1.529,
1973-10,1.547,
1973-11,1.593,
1973-12,1.552,
1974-01,1.596,
1974-02,1.611,
1974-03,1.593,
1974-04,1.570,
1974-05,1.542,
1974-06,1.545,
1974-07,1.568,
1974-08,1.553,
1974-09,1.586,
1974-10,1.592,
1974-11,1.603,
1974-12,1.774,
1975-01,1.782,
1975-02,1.886,
1975-03,1.929,
1975-04,2.025,
1975-05,2.058,
1975-06,2.130,
1975-07,2.203,
1975-08,2.241,
1975-09,2.285,
1975-10,2.283,
1975-11,2.518,
1975-12,2.490,
1976-01,2.521,
1976-02,2.588,
1976-03,2.599,
1976-04,2.524,
1976-05,2.561,
1976-06,2.566,
1976-07,2.587,
1976-08,2.597,
1976-09,2.661,
1976-10,2.824,
1976-11,2.909,
1976-12,2.895,
1977-01,2.835,
1977-02,2.760,
1977-03,2.932,
1977-04,2.931,
1977-05,2.908,
1977-06,2.916,
1977-07,2.954,
1977-08,2.953,
1977-09,2.959,
1977-10,2.955,
1977-11,3.118,
1977-12,3.110,
1978-01,3.146,
1978-02,3.162,
1978-03,3.195,
1978-04,3.184,
1978-05,3.266,
1978-06,3.254,
1978-07,3.260,
1978-08,3.286,
1978-09,3.320,
1978-10,3.293,
1978-11,3.308,
1978-12,3.311,
1979-01,3.233,
1979-02,3.287,
1979-03,3.264,
1979-04,3.257,
1979-05,3.258,
1979-06,3.282,
1979-07,3.255,
1979-08,3.290,
1979-09,3.246,
1979-10,3.261,
1979-11,3.303,
1979-12,3.324,
1980-01,3.258,
1980-02,3.375,
1980-03,3.438,
1980-04,3.396,
1980-05,3.423,
1980-06,3.371,
1980-07,3.344,
1980-08,3.337,
1980-09,3.426,
1980-10,3.425,
1980-11,3.384,
1980-12,3.538,
1981-01,3.393,
1981-02,3.325,
1981-03,3.423,
1981-04,3.432,
1981-05,3.566,
1981-06,3.573,
1981-07,4.092,
1981-08,4.023,
1981-09,3.799,
1981-10,4.221,
1981-11,4.285,
1981-12,4.675,
1982-01,4.417,
1982-02,4.162,
1982-03,4.327,
1982-04,4.168,
1982-05,4.241,
1982-06,4.311,
1982-07,4.501,
1982-08,4.540,
1982-09,4.476,
1982-10,4.657,
1982-11,4.865,
1982-12,5.092,
1983-01,4.741,
1983-02,4.623,
1983-03,4.479,
1983-04,4.595,
1983-05,4.706,
1983-06,4.843,
1983-07,4.816,
1983-08,4.870,
1983-09,5.067,
1983-10,4.812,
1983-11,4.943,
1983-12,5.505,
1984-01,5.043,
1984-02,4.955,
1984-03,5.492,
1984-04,5.141,
1984-05,5.327,
1984-06,5.156,
1984-07,5.214,
1984-08,5.229,
1984-09,5.341,
1984-10,5.279,
1984-11,5.485,
1984-12,5.683,
1985-01,5.541,
1985-02,5.545,
1985-03,5.754,
1985-04,5.474,
1985-05,5.641,
1985-06,6.140,
1985-07,5.675,
1985-08,5.774,
1985-09,5.679,
1985-10,5.784,
1985-11,5.853,
1985-12,6.375,
1986-01,6.179,
1986-02,6.252,
1986-03,7.115,
1986-04,6.930,
1986-05,7.294,
1986-06,7.553,
1986-07,7.802,
1986-08,7.807,
1986-09,7.965,
1986-10,7.669,
1986-11,8.182,
1986-12,9.203,
1987-01,9.079,
1987-02,8.493,
1987-03,9.590,
1987-04,9.009,
1987-05,9.012,
1987-06,9.157,
1987-07,9.354,
1987-08,9.007,
1987-09,9.281,
1987-10,8.962,
1987-11,9.035,
1987-12,8.853,
1988-01,8.383,
1988-02,8.222,
1988-03,8.958,
1988-04,8.551,
1988-05,8.474,
1988-06,8.828,
1988-07,9.183,
1988-08,9.319,
1988-09,10.332,
1988-10,9.924,
1988-11,10.137,
1988-12,9.383,
1989-01,9.750,
1989-02,8.923,
1989-03,9.842,
1989-04,10.073,
1989-05,10.005,
1989-06,9.957,
1989-07,10.315,
1989-08,10.426,
1989-09,10.646,
1989-10,10.856,
1989-11,11.101,
1989-12,11.730,
1990-01,12.219,
1990-02,11.774,
1990-03,12.453,
1990-04,12.497,
1990-05,13.249,
1990-06,17.398,
1990-07,18.015,
1990-08,19.563,
1990-09,21.045,
1990-10,21.997,
1990-11,22.417,
1990-12,23.501,
1991-01,23.233,
1991-02,25.585,
1991-03,25.434,
1991-04,25.535,
1991-05,26.250,
1991-06,26.515,
1991-07,26.381,
1991-08,25.987,
1991-09,26.462,
1991-10,26.684,
1991-11,27.685,
1991-12,28.608,
1992-01,28.056,
1992-02,27.762,
1992-03,28.201,
1992-04,28.393,
1992-05,28.271,
1992-06,28.459,
1992-07,28.770,
1992-08,28.542,
1992-09,28.134,
1992-10,28.407,
1992-11,28.899,
1992-12,29.927,
1993-01,28.851,
1993-02,30.202,
1993-03,31.209,
1993-04,31.376,
1993-05,31.109,
1993-06,33.879,
1993-07,36.848,
1993-08,34.832,
1993-09,34.746,
1993-10,35.166,
1993-11,35.236,
1993-12,37.917,
1994-01,38.288,
1994-02,38.127,
1994-03,37.649,
1994-04,35.964,
1994-05,35.820,
1994-06,36.411,
1994-07,34.178,
1994-08,35.852,
1994-09,36.102,
1994-10,35.439,
1994-11,36.941,
1994-12,36.935,
1995-01,35.618,
1995-02,35.916,
1995-03,36.215,
1995-04,35.952,
1995-05,35.682,
1995-06,36.816,
1995-07,36.243,
1995-08,37.742,
1995-09,37.535,
1995-10,38.249,
1995-11,37.672,
1995-12,38.651,
1996-01,38.643,
1996-02,41.824,
1996-03,41.851,
1996-04,40.135,
1996-05,39.458,
1996-06,40.699,
1996-07,40.274,
1996-08,41.071,
1996-09,41.400,
1996-10,40.931,
1996-11,42.313,
1996-12,40.715,
1997-01,41.247,
1997-02,42.843,
1997-03,43.418,
1997-04,43.699,
1997-05,44.051,
1997-06,43.909,
1997-07,43.811,
1997-08,44.664,
1997-09,46.021,
1997-10,45.915,
1997-11,47.942,
1997-12,47.436,
1998-01,46.374,
1998-02,45.584,
1998-03,47.050,
1998-04,45.256,
1998-05,44.176,
1998-06,44.383,
1998-07,43.581,
1998-08,45.040,
1998-09,45.965,
1998-10,44.876,
1998-11,46.078,
1998-12,43.379,
1999-01,34.604,
1999-02,33.385,
1999-03,34.468,
1999-04,36.832,
1999-05,38.426,
1999-06,39.113,
1999-07,39.174,
1999-08,41.053,
1999-09,42.381,
1999-10,44.221,
1999-11,44.844,
1999-12,44.263,
2000-01,45.898,
2000-02,43.746,
2000-03,46.169,
2000-04,45.715,
2000-05,37.322,
2000-06,39.187,
2000-07,39.996,
2000-08,41.294,
2000-09,45.020,
2000-10,43.402,
2000-11,44.735,
2000-12,40.021,
2001-01,41.922,
2001-02,40.618,
2001-03,45.015,
2001-04,44.302,
2001-05,42.995,
2001-06,45.097,
2001-07,44.515,
2001-08,44.680,
2001-09,46.386,
2001-10,48.426,
2001-11,48.841,
2001-12,46.931,
2002-01,48.674,
2002-02,48.852,
2002-03,50.786,
2002-04,53.374,
2002-05,55.671,
2002-06,51.040,
2002-07,51.530,
2002-08,54.532,
2002-09,51.746,
2002-10,54.734,
2002-11,54.068,
2002-12,47.226,
2003-01,54.141,
2003-02,62.552,
2003-03,62.374,
2003-04,60.590,
2003-05,61.434,
2003-06,69.241,
2003-07,65.360,
2003-08,64.300,
2003-09,68.476,
2003-10,67.812,
2003-11,64.640,
2003-12,58.447,
2004-01,61.790,
2004-02,62.183,
2004-03,69.855,
2004-04,71.800,
2004-05,69.047,
2004-06,74.953,
2004-07,75.227,
2004-08,75.491,
2004-09,74.663,
2004-10,83.385,
2004-11,83.132,
2004-12,75.300,
2005-01,85.807,
2005-02,86.192,
2005-03,89.388,
