"",BBK01.OUL048,BBK01.OUL048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:52,
1968-12,0.126,
1969-01,0.131,
1969-02,0.135,
1969-03,0.138,
1969-04,0.139,
1969-05,0.143,
1969-06,0.142,
1969-07,0.143,
1969-08,0.150,
1969-09,0.152,
1969-10,0.153,
1969-11,0.155,
1969-12,0.168,
1970-01,0.179,
1970-02,0.200,
1970-03,0.215,
1970-04,0.235,
1970-05,0.255,
1970-06,0.279,
1970-07,0.316,
1970-08,0.336,
1970-09,0.340,
1970-10,0.345,
1970-11,0.353,
1970-12,0.367,
1971-01,0.382,
1971-02,0.397,
1971-03,0.407,
1971-04,0.413,
1971-05,0.414,
1971-06,0.422,
1971-07,0.444,
1971-08,0.467,
1971-09,0.477,
1971-10,0.500,
1971-11,0.503,
1971-12,0.515,
1972-01,0.539,
1972-02,0.552,
1972-03,0.540,
1972-04,0.548,
1972-05,0.553,
1972-06,0.558,
1972-07,0.580,
1972-08,0.600,
1972-09,0.600,
1972-10,0.628,
1972-11,0.653,
1972-12,0.693,
1973-01,0.738,
1973-02,0.772,
1973-03,0.799,
1973-04,0.875,
1973-05,0.970,
1973-06,1.093,
1973-07,1.292,
1973-08,1.468,
1973-09,1.538,
1973-10,1.644,
1973-11,1.731,
1973-12,1.965,
1974-01,2.138,
1974-02,2.178,
1974-03,2.243,
1974-04,2.295,
1974-05,2.329,
1974-06,2.343,
1974-07,2.385,
1974-08,2.376,
1974-09,2.346,
1974-10,2.352,
1974-11,2.353,
1974-12,2.339,
1975-01,2.381,
1975-02,2.282,
1975-03,2.024,
1975-04,1.645,
1975-05,1.431,
1975-06,1.294,
1975-07,1.205,
1975-08,1.126,
1975-09,1.033,
1975-10,0.957,
1975-11,0.897,
1975-12,0.863,
1976-01,0.825,
1976-02,0.804,
1976-03,0.769,
1976-04,0.740,
1976-05,0.722,
1976-06,0.716,
1976-07,0.725,
1976-08,0.732,
1976-09,0.734,
1976-10,0.747,
1976-11,0.764,
1976-12,0.801,
1977-01,0.863,
1977-02,0.893,
1977-03,0.908,
1977-04,0.920,
1977-05,0.944,
1977-06,0.945,
1977-07,0.993,
1977-08,1.009,
1977-09,1.013,
1977-10,1.026,
1977-11,1.049,
1977-12,1.096,
1978-01,1.151,
1978-02,1.170,
1978-03,1.168,
1978-04,1.178,
1978-05,1.197,
1978-06,1.211,
1978-07,1.249,
1978-08,1.296,
1978-09,1.311,
1978-10,1.362,
1978-11,1.396,
1978-12,1.506,
1979-01,1.615,
1979-02,1.676,
1979-03,1.729,
1979-04,1.787,
1979-05,1.884,
1979-06,1.951,
1979-07,2.091,
1979-08,2.253,
1979-09,2.385,
1979-10,2.640,
1979-11,2.910,
1979-12,3.263,
1980-01,3.679,
1980-02,3.928,
1980-03,4.222,
1980-04,4.450,
1980-05,4.625,
1980-06,4.790,
1980-07,5.093,
1980-08,5.286,
1980-09,5.376,
1980-10,5.537,
1980-11,5.721,
1980-12,6.189,
1981-01,6.692,
1981-02,7.096,
1981-03,7.553,
1981-04,7.974,
1981-05,8.342,
1981-06,8.695,
1981-07,9.349,
1981-08,9.750,
1981-09,9.957,
1981-10,10.195,
1981-11,10.393,
1981-12,10.764,
1982-01,11.425,
1982-02,11.773,
1982-03,11.882,
1982-04,12.053,
1982-05,12.072,
1982-06,12.086,
1982-07,12.388,
1982-08,12.571,
1982-09,12.515,
1982-10,12.467,
1982-11,12.366,
1982-12,12.308,
1983-01,12.283,
1983-02,12.174,
1983-03,11.860,
1983-04,11.572,
1983-05,11.364,
1983-06,11.208,
1983-07,11.226,
1983-08,11.263,
1983-09,11.184,
1983-10,11.185,
1983-11,11.140,
1983-12,11.336,
1984-01,11.609,
1984-02,11.777,
1984-03,11.756,
1984-04,11.720,
1984-05,11.767,
1984-06,11.747,
1984-07,11.887,
1984-08,11.975,
1984-09,11.951,
1984-10,12.021,
1984-11,12.031,
1984-12,12.172,
1985-01,12.493,
1985-02,12.683,
1985-03,12.792,
1985-04,12.830,
1985-05,12.846,
1985-06,12.856,
1985-07,12.930,
1985-08,12.904,
1985-09,12.736,
1985-10,12.697,
1985-11,12.632,
1985-12,14.579,
1986-01,14.846,
1986-02,14.898,
1986-03,14.801,
1986-04,14.696,
1986-05,14.631,
1986-06,14.560,
1986-07,13.884,
1986-08,13.949,
1986-09,13.906,
1986-10,13.900,
1986-11,13.968,
1986-12,14.056,
1987-01,14.378,
1987-02,14.399,
1987-03,14.209,
1987-04,14.094,
1987-05,14.018,
1987-06,13.852,
1987-07,13.946,
1987-08,14.006,
1987-09,13.949,
1987-10,13.976,
1987-11,13.844,
1987-12,13.848,
1988-01,13.880,
1988-02,13.776,
1988-03,13.618,
1988-04,13.420,
1988-05,13.271,
1988-06,13.162,
1988-07,13.308,
1988-08,13.533,
1988-09,13.582,
1988-10,13.585,
1988-11,13.560,
1988-12,12.884,
1989-01,13.390,
1989-02,13.726,
1989-03,13.883,
1989-04,14.137,
1989-05,14.433,
1989-06,14.780,
1989-07,15.395,
1989-08,15.926,
1989-09,16.380,
1989-10,17.060,
1989-11,17.746,
1989-12,18.548,
1990-01,20.150,
1990-02,20.979,
1990-03,21.480,
1990-04,21.919,
1990-05,22.391,
1990-06,22.747,
1990-07,23.284,
1990-08,23.851,
1990-09,24.274,
1990-10,24.834,
1990-11,25.481,
1990-12,26.074,
1991-01,27.622,
1991-02,28.376,
1991-03,28.924,
1991-04,29.342,
1991-05,29.747,
1991-06,30.078,
1991-07,30.915,
1991-08,31.820,
1991-09,32.414,
1991-10,33.200,
1991-11,33.966,
1991-12,34.956,
1992-01,36.863,
1992-02,38.041,
1992-03,38.619,
1992-04,39.384,
1992-05,40.019,
1992-06,40.498,
1992-07,41.761,
1992-08,42.740,
1992-09,43.434,
1992-10,43.656,
1992-11,43.579,
1992-12,42.440,
1993-01,44.211,
1993-02,45.198,
1993-03,45.665,
1993-04,46.058,
1993-05,46.469,
1993-06,46.630,
1993-07,47.225,
1993-08,47.338,
1993-09,47.182,
1993-10,47.305,
1993-11,47.277,
1993-12,48.006,
1994-01,49.097,
1994-02,49.823,
1994-03,49.834,
1994-04,49.801,
1994-05,49.236,
1994-06,48.324,
1994-07,47.656,
1994-08,46.914,
1994-09,45.803,
1994-10,44.629,
1994-11,43.440,
1994-12,42.181,
1995-01,41.902,
1995-02,41.524,
1995-03,40.763,
1995-04,39.990,
1995-05,39.296,
1995-06,38.534,
1995-07,38.149,
1995-08,37.877,
1995-09,37.236,
1995-10,36.632,
1995-11,36.015,
1995-12,35.380,
1996-01,35.385,
1996-02,35.122,
1996-03,34.494,
1996-04,33.826,
1996-05,33.257,
1996-06,32.740,
1996-07,32.254,
1996-08,31.958,
1996-09,31.273,
1996-10,30.728,
1996-11,30.149,
1996-12,29.580,
1997-01,29.604,
1997-02,29.472,
1997-03,29.159,
1997-04,28.777,
1997-05,28.599,
1997-06,28.245,
1997-07,27.960,
1997-08,27.876,
1997-09,27.584,
1997-10,27.473,
1997-11,27.322,
1997-12,27.256,
1998-01,27.470,
1998-02,27.632,
1998-03,27.415,
1998-04,27.286,
1998-05,27.180,
1998-06,26.946,
1998-07,26.990,
1998-08,26.916,
1998-09,26.756,
1998-10,26.831,
1998-11,26.810,
1998-12,27.185,
1999-01,27.852,
1999-02,28.003,
1999-03,27.826,
1999-04,27.514,
1999-05,27.161,
1999-06,26.778,
1999-07,26.652,
1999-08,26.641,
1999-09,26.473,
1999-10,26.367,
1999-11,26.271,
1999-12,26.273,
2000-01,25.972,
2000-02,25.908,
2000-03,25.530,
2000-04,25.452,
2000-05,25.267,
2000-06,25.205,
2000-07,25.526,
2000-08,25.770,
2000-09,26.050,
2000-10,26.499,
2000-11,27.138,
2000-12,27.750,
2001-01,28.722,
2001-02,29.319,
2001-03,29.703,
2001-04,30.045,
2001-05,30.403,
2001-06,30.651,
2001-07,31.084,
2001-08,31.451,
2001-09,31.559,
2001-10,31.556,
2001-11,31.618,
2001-12,31.661,
2002-01,31.751,
2002-02,31.628,
2002-03,31.415,
2002-04,31.089,
2002-05,30.921,
2002-06,30.786,
2002-07,30.811,
2002-08,30.862,
2002-09,30.810,
2002-10,30.963,
2002-11,31.048,
2002-12,30.957,
2003-01,30.983,
2003-02,30.923,
2003-03,30.566,
2003-04,30.218,
2003-05,29.946,
2003-06,29.445,
2003-07,29.121,
2003-08,28.875,
2003-09,28.659,
2003-10,28.685,
2003-11,28.693,
2003-12,28.520,
2004-01,28.390,
2004-02,28.203,
2004-03,27.894,
2004-04,27.607,
2004-05,27.387,
2004-06,27.111,
2004-07,26.903,
2004-08,26.690,
2004-09,26.518,
2004-10,26.517,
2004-11,26.429,
2004-12,26.659,
2005-01,26.700,
2005-02,26.699,
2005-03,26.583,
2005-04,26.598,
2005-05,26.487,
2005-06,26.408,
2005-07,26.397,
2005-08,26.378,
2005-09,26.337,
2005-10,26.413,
2005-11,26.595,
2005-12,26.751,
2006-01,27.122,
2006-02,27.375,
2006-03,27.385,
2006-04,27.313,
2006-05,27.344,
2006-06,27.362,
2006-07,27.567,
2006-08,27.883,
2006-09,28.054,
2006-10,28.490,
2006-11,28.538,
2006-12,28.662,
2007-01,29.265,
2007-02,29.720,
2007-03,30.140,
2007-04,30.565,
2007-05,31.020,
2007-06,31.621,
2007-07,32.380,
2007-08,33.233,
2007-09,33.883,
2007-10,34.862,
2007-11,36.003,
2007-12,37.207,
2008-01,38.704,
2008-02,39.334,
2008-03,39.771,
2008-04,40.994,
2008-05,41.916,
2008-06,42.653,
2008-07,44.126,
2008-08,45.381,
2008-09,46.471,
2008-10,52.179,
2008-11,54.094,
2008-12,54.477,
2009-01,52.363,
2009-02,50.200,
2009-03,47.897,
2009-04,44.952,
2009-05,42.855,
2009-06,40.883,
2009-07,38.467,
2009-08,36.315,
2009-09,34.454,
2009-10,32.559,
2009-11,31.574,
2009-12,30.208,
2010-01,29.204,
2010-02,28.779,
2010-03,27.985,
2010-04,27.438,
2010-05,26.944,
2010-06,26.555,
2010-07,26.064,
2010-08,25.720,
2010-09,25.421,
2010-10,25.616,
2010-11,25.831,
2010-12,25.686,
2011-01,25.629,
2011-02,25.711,
2011-03,25.834,
2011-04,26.026,
2011-05,26.316,
2011-06,26.466,
2011-07,26.789,
2011-08,27.052,
2011-09,27.115,
2011-10,27.531,
2011-11,28.012,
2011-12,28.051,
2012-01,27.940,
2012-02,27.760,
2012-03,27.422,
2012-04,26.885,
2012-05,26.527,
2012-06,26.235,
2012-07,25.755,
2012-08,25.131,
2012-09,24.672,
2012-10,24.194,
2012-11,23.624,
2012-12,22.925,
2013-01,22.222,
2013-02,21.702,
2013-03,21.188,
2013-04,20.586,
2013-05,20.288,
2013-06,19.861,
2013-07,19.434,
2013-08,19.172,
2013-09,18.949,
2013-10,18.833,
2013-11,18.674,
2013-12,18.247,
2014-01,18.061,
2014-02,17.830,
2014-03,17.622,
2014-04,17.481,
2014-05,17.366,
2014-06,17.246,
2014-07,17.057,
2014-08,16.872,
2014-09,16.696,
2014-10,16.513,
2014-11,16.357,
2014-12,15.869,Provisional value
