"",BBK01.OUB077,BBK01.OUB077_FLAGS
"","Securities portfolios / Shares, mutual fund shares and other securities / Commercial banks",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:49:07,
1965-01,1.731,
1965-02,1.751,
1965-03,1.786,
1965-04,1.846,
1965-05,2.118,
1965-06,2.210,
1965-07,2.095,
1965-08,1.877,
1965-09,1.850,
1965-10,1.885,
1965-11,1.916,
1965-12,1.991,
1966-01,2.097,
1966-02,1.992,
1966-03,2.002,
1966-04,1.967,
1966-05,2.092,
1966-06,2.126,
1966-07,2.050,
1966-08,2.049,
1966-09,2.081,
1966-10,2.064,
1966-11,2.078,
1966-12,2.157,
1967-01,2.069,
1967-02,2.013,
1967-03,1.998,
1967-04,1.973,
1967-05,1.985,
1967-06,1.985,
1967-07,1.973,
1967-08,1.958,
1967-09,1.949,
1967-10,1.941,
1967-11,1.993,
1967-12,1.994,
1968-01,2.303,
1968-02,2.249,
1968-03,2.196,
1968-04,2.200,
1968-05,2.364,
1968-06,2.313,
1968-07,2.286,
1968-08,2.378,
1968-09,2.476,
1968-10,2.508,
1968-11,2.564,
1968-12,2.464,
1969-01,2.491,
1969-02,2.527,
1969-03,2.651,
1969-04,2.530,
1969-05,2.441,
1969-06,2.585,
1969-07,2.617,
1969-08,2.550,
1969-09,2.598,
1969-10,2.795,
1969-11,2.774,
1969-12,2.779,
1970-01,2.848,
1970-02,2.899,
1970-03,2.911,
1970-04,2.856,
1970-05,2.917,
1970-06,2.906,
1970-07,2.930,
1970-08,2.890,
1970-09,2.895,
1970-10,2.949,
1970-11,3.157,
1970-12,3.050,
1971-01,2.925,
1971-02,2.944,
1971-03,3.045,
1971-04,3.006,
1971-05,3.107,
1971-06,3.085,
1971-07,3.071,
1971-08,3.130,
1971-09,3.137,
1971-10,3.137,
1971-11,3.126,
1971-12,3.066,
1972-01,3.093,
1972-02,3.008,
1972-03,3.022,
1972-04,3.070,
1972-05,3.175,
1972-06,3.215,
1972-07,3.194,
1972-08,3.242,
1972-09,3.181,
1972-10,3.174,
1972-11,3.201,
1972-12,3.215,
1973-01,3.110,
1973-02,3.016,
1973-03,3.252,
1973-04,3.252,
1973-05,3.343,
1973-06,3.309,
1973-07,3.302,
1973-08,3.283,
1973-09,3.269,
1973-10,3.299,
1973-11,3.346,
1973-12,3.371,
1974-01,3.391,
1974-02,3.314,
1974-03,3.078,
1974-04,3.036,
1974-05,3.155,
