"",BBK01.OUC031,BBK01.OUC031_FLAGS
"",Time deposits of foreign banks (MFIs) / short-therm / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:08,
1968-12,0.283,
1969-01,0.244,
1969-02,0.278,
1969-03,0.291,
1969-04,0.275,
1969-05,0.632,
1969-06,0.630,
1969-07,0.555,
1969-08,0.339,
1969-09,0.346,
1969-10,0.308,
1969-11,0.372,
1969-12,0.714,
1970-01,1.473,
1970-02,1.257,
1970-03,1.335,
1970-04,1.445,
1970-05,1.311,
1970-06,1.484,
1970-07,1.513,
1970-08,1.634,
1970-09,1.735,
1970-10,1.878,
1970-11,2.046,
1970-12,2.199,
1971-01,1.464,
1971-02,1.670,
1971-03,1.737,
1971-04,1.654,
1971-05,1.439,
1971-06,1.277,
1971-07,1.191,
1971-08,1.048,
1971-09,1.230,
1971-10,1.513,
1971-11,1.504,
1971-12,1.855,
1972-01,1.767,
1972-02,1.777,
1972-03,1.735,
1972-04,1.713,
1972-05,1.736,
1972-06,1.711,
1972-07,1.603,
1972-08,1.608,
1972-09,1.583,
1972-10,1.690,
1972-11,1.762,
1972-12,1.806,
1973-01,1.729,
1973-02,1.676,
1973-03,1.908,
1973-04,2.023,
1973-05,1.974,
1973-06,1.927,
1973-07,1.820,
1973-08,2.020,
1973-09,2.078,
1973-10,2.114,
1973-11,1.952,
1973-12,2.021,
1974-01,1.697,
1974-02,2.101,
1974-03,2.444,
1974-04,2.751,
1974-05,2.819,
1974-06,2.859,
1974-07,2.753,
1974-08,2.821,
1974-09,2.825,
1974-10,3.072,
1974-11,3.112,
1974-12,3.228,
1975-01,3.392,
1975-02,3.721,
1975-03,3.781,
1975-04,3.578,
1975-05,3.548,
1975-06,3.474,
1975-07,3.605,
1975-08,3.654,
1975-09,3.621,
1975-10,3.786,
1975-11,3.814,
1975-12,4.299,
1976-01,4.052,
1976-02,3.704,
1976-03,3.619,
1976-04,3.868,
1976-05,4.067,
1976-06,4.362,
1976-07,4.226,
1976-08,4.265,
1976-09,4.381,
1976-10,4.308,
1976-11,4.068,
1976-12,6.284,
1977-01,4.869,
1977-02,4.757,
1977-03,4.642,
1977-04,4.432,
1977-05,4.528,
1977-06,4.255,
1977-07,4.363,
1977-08,4.795,
1977-09,5.294,
1977-10,5.604,
1977-11,6.620,
1977-12,6.947,
1978-01,6.379,
1978-02,6.274,
1978-03,5.960,
1978-04,5.638,
1978-05,5.999,
1978-06,6.316,
1978-07,6.252,
1978-08,6.820,
1978-09,6.695,
1978-10,6.368,
1978-11,6.328,
1978-12,6.848,
1979-01,6.403,
1979-02,5.747,
1979-03,5.698,
1979-04,5.244,
1979-05,5.254,
1979-06,5.115,
1979-07,5.142,
1979-08,5.238,
1979-09,5.734,
1979-10,5.644,
1979-11,6.466,
