"",BBK01.TVD406,BBK01.TVD406_FLAGS
"",Lending to banks (MFIS) in the euro area / in the home country / Securities issued by banks / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:43,
1980-01,0,
1980-02,-854,
1980-03,-446,
1980-04,108,
1980-05,959,
1980-06,589,
1980-07,1285,
1980-08,128,
1980-09,980,
1980-10,1315,
1980-11,1394,
1980-12,538,
1981-01,53,
1981-02,1152,
1981-03,-195,
1981-04,-323,
1981-05,3464,
1981-06,-1982,
1981-07,720,
1981-08,194,
1981-09,1579,
1981-10,787,
1981-11,2232,
1981-12,1005,
1982-01,274,
1982-02,149,
1982-03,2122,
1982-04,1081,
1982-05,678,
1982-06,172,
1982-07,121,
1982-08,497,
1982-09,2667,
1982-10,2670,
1982-11,2428,
1982-12,2182,
1983-01,2991,
1983-02,822,
1983-03,788,
1983-04,1848,
1983-05,3043,
1983-06,2024,
1983-07,-476,
1983-08,311,
1983-09,68,
1983-10,1287,
1983-11,374,
1983-12,1204,
1984-01,-2357,
1984-02,-1256,
1984-03,1089,
1984-04,64,
1984-05,43,
1984-06,498,
1984-07,230,
1984-08,1149,
1984-09,3251,
1984-10,1459,
1984-11,3111,
1984-12,227,
1985-01,-1575,
1985-02,84,
1985-03,948,
1985-04,-1885,
1985-05,1152,
1985-06,1177,
1985-07,3553,
1985-08,1103,
1985-09,1292,
1985-10,1457,
1985-11,365,
1985-12,3036,
1986-01,3330,
1986-02,-344,
1986-03,1380,
1986-04,-418,
1986-05,832,
1986-06,127,
1986-07,1651,
1986-08,2046,
1986-09,2334,
1986-10,-2395,
1986-11,2168,
1986-12,-467,
1987-01,3433,
1987-02,2271,
1987-03,-2094,
1987-04,962,
1987-05,2813,
1987-06,-162,
1987-07,805,
1987-08,1595,
1987-09,1119,
1987-10,2095,
1987-11,1827,
1987-12,126,
1988-01,2577,
1988-02,-241,
1988-03,-912,
1988-04,-268,
1988-05,796,
1988-06,-186,
1988-07,11,
1988-08,1790,
1988-09,661,
1988-10,1840,
1988-11,2079,
1988-12,-2161,
1989-01,-613,
1989-02,405,
1989-03,3684,
1989-04,-4034,
1989-05,267,
1989-06,1332,
1989-07,129,
1989-08,-396,
1989-09,1089,
1989-10,2817,
1989-11,1824,
1989-12,-2446,
1990-01,3034,
1990-02,-754,
1990-03,3211,
1990-04,-4738,
1990-05,291,
1990-06,-1306,
1990-07,382,
1990-08,3007,
1990-09,5887,
1990-10,11557,
1990-11,5899,
1990-12,1930,
1991-01,-235,
1991-02,1395,
1991-03,2136,
1991-04,1870,
1991-05,1702,
1991-06,-1576,
1991-07,-437,
1991-08,1305,
1991-09,31,
1991-10,3476,
1991-11,1499,
1991-12,2256,
1992-01,103,
1992-02,-470,
1992-03,1170,
1992-04,-756,
1992-05,-82,
1992-06,933,
1992-07,1935,
1992-08,1643,
