"",BBK01.TVD406,BBK01.TVD406_FLAGS
1992-09,6542,
1992-10,-3447,
1992-11,780,
1992-12,58,
1993-01,2322,
1993-02,3268,
1993-03,9884,
1993-04,-437,
1993-05,209,
1993-06,1556,
1993-07,1572,
1993-08,2776,
1993-09,1206,
1993-10,4108,
1993-11,4813,
1993-12,6804,
1994-01,4862,
1994-02,1599,
1994-03,3617,
1994-04,251,
1994-05,3210,
1994-06,-1687,
1994-07,2252,
1994-08,1971,
1994-09,-1428,
1994-10,118,
1994-11,-953,
1994-12,-1438,
1995-01,-4215,
1995-02,214,
1995-03,-1763,
1995-04,1304,
1995-05,2456,
1995-06,370,
1995-07,1055,
1995-08,4766,
1995-09,5410,
1995-10,3231,
1995-11,10123,
1995-12,4978,
1996-01,5197,
1996-02,1904,
1996-03,7345,
1996-04,5239,
1996-05,3267,
1996-06,212,
1996-07,1690,
1996-08,2607,
1996-09,9501,
1996-10,3955,
1996-11,7152,
1996-12,1070,
1997-01,6128,
1997-02,6242,
1997-03,10070,
1997-04,3657,
1997-05,4346,
1997-06,3717,
1997-07,9548,
1997-08,4526,
1997-09,2900,
1997-10,3383,
1997-11,2052,
1997-12,-1466,
1998-01,7524,
1998-02,4608,
1998-03,4359,
1998-04,7896,
1998-05,6428,
1998-06,3188,
1998-07,11274,
1998-08,10606,
1998-09,61,
1998-10,10650,
1998-11,5430,
1998-12,-120,
1999-01,5585,
1999-02,5491,
1999-03,9725,
1999-04,9013,
1999-05,4904,
1999-06,4818,
1999-07,1140,
1999-08,4891,
1999-09,7430,
1999-10,6281,
1999-11,4372,
1999-12,-4854,
2000-01,6288,
2000-02,6200,
2000-03,14861,
2000-04,10046,
2000-05,12191,
2000-06,-2911,
2000-07,10724,
2000-08,2614,
2000-09,1980,
2000-10,1921,
2000-11,-1401,
2000-12,1109,
2001-01,10104,
2001-02,5597,
2001-03,7714,
2001-04,10736,
2001-05,1315,
2001-06,-9362,
2001-07,6647,
2001-08,-8842,
2001-09,-2956,
2001-10,2780,
2001-11,-3348,
2001-12,54,
2002-01,-114,
2002-02,6707,
2002-03,7078,
2002-04,2352,
2002-05,1760,
2002-06,-4542,
2002-07,-10864,
2002-08,-3093,
2002-09,-1908,
2002-10,-8580,
2002-11,6735,
2002-12,-12993,
2003-01,-2681,
2003-02,-2735,
2003-03,2764,
2003-04,-752,
2003-05,-329,
2003-06,-2380,
2003-07,7290,
2003-08,-2651,
2003-09,1178,
2003-10,3306,
2003-11,5128,
2003-12,-9616,
2004-01,-2583,
2004-02,8561,
2004-03,6037,
2004-04,7736,
2004-05,9372,
2004-06,-10352,
2004-07,1183,
2004-08,-1500,
2004-09,2860,
2004-10,-4326,
2004-11,2677,
2004-12,-6581,
2005-01,-2886,
2005-02,3819,
2005-03,5570,
2005-04,5693,
2005-05,1637,
2005-06,6047,
2005-07,1165,
2005-08,-4275,
2005-09,-3449,
2005-10,-9032,
2005-11,-3849,
2005-12,-12901,
2006-01,-2258,
2006-02,2372,
2006-03,251,
2006-04,-1669,
2006-05,4840,
2006-06,-8794,
2006-07,-7519,
2006-08,-3221,
2006-09,1697,
2006-10,-3863,
2006-11,-3035,
2006-12,-6355,
2007-01,-5495,
2007-02,-1930,
2007-03,-1571,
2007-04,-623,
2007-05,7195,
2007-06,-9025,
2007-07,-5447,
2007-08,-5275,
2007-09,-1410,
2007-10,7453,
2007-11,2669,
2007-12,-7297,
2008-01,1974,
2008-02,-1627,
2008-03,-136,
2008-04,5186,
2008-05,10233,
2008-06,6816,
2008-07,-222,
2008-08,5102,
2008-09,-9702,
2008-10,-4628,
2008-11,24309,
2008-12,-434,
2009-01,6388,
2009-02,1219,
2009-03,17195,
2009-04,-3604,
2009-05,4556,
2009-06,4920,
2009-07,3322,
2009-08,2502,
2009-09,-6503,
2009-10,-4170,
2009-11,-3148,
2009-12,-6909,
2010-01,-8860,
2010-02,-5594,
2010-03,2897,
2010-04,-2067,
2010-05,-9070,
2010-06,-13134,
2010-07,-15022,
2010-08,-2360,
2010-09,-5146,
2010-10,-21408,
2010-11,11199,
2010-12,-5521,
2011-01,-1213,
2011-02,-485,
2011-03,-2638,
2011-04,-2517,
2011-05,1625,
2011-06,-18718,
2011-07,-4366,
2011-08,-1144,
2011-09,-3601,
2011-10,882,
2011-11,-3210,
2011-12,2360,
2012-01,-4660,
2012-02,4388,
2012-03,-3265,
2012-04,-2739,
2012-05,-1694,
2012-06,-4574,
2012-07,-600,
2012-08,-368,
2012-09,-2061,
2012-10,-5252,
2012-11,-4300,
2012-12,-6281,
2013-01,-2784,
2013-02,-2680,
2013-03,-6477,
2013-04,-3074,
2013-05,-455,
2013-06,-1103,
2013-07,-5387,
2013-08,-1640,
2013-09,-1154,
2013-10,-5443,
2013-11,-183,
2013-12,-2301,
2014-01,-3133,
2014-02,-3734,
2014-03,-3268,
2014-04,-1201,
2014-05,-1568,
2014-06,-3492,
2014-07,-2729,
2014-08,-1819,
2014-09,-912,
2014-10,-4029,
2014-11,-1521,
2014-12,-5515,
2015-01,888,
