"",BBDE1.M.DE.Y.AED5.A2P300000.F.V.I10.A,BBDE1.M.DE.Y.AED5.A2P300000.F.V.I10.A_FLAGS
"","Orders received from abroad, Non-euro-area countries / At current prices / Germany / Industry / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:24,
2003-01,67.2,
2003-02,67.0,
2003-03,67.6,
2003-04,66.7,
2003-05,66.1,
2003-06,67.9,
2003-07,68.4,
2003-08,70.5,
2003-09,73.0,
2003-10,72.3,
2003-11,72.4,
2003-12,75.3,
2004-01,70.8,
2004-02,71.3,
2004-03,75.6,
2004-04,77.7,
2004-05,79.5,
2004-06,76.4,
2004-07,75.0,
2004-08,74.0,
2004-09,76.3,
2004-10,73.4,
2004-11,75.2,
2004-12,81.7,
2005-01,79.8,
2005-02,77.3,
2005-03,79.4,
2005-04,78.2,
2005-05,78.9,
2005-06,84.4,
2005-07,86.0,
2005-08,81.8,
2005-09,87.6,
2005-10,88.5,
2005-11,89.2,
2005-12,85.0,
2006-01,91.6,
2006-02,90.6,
2006-03,90.4,
2006-04,93.5,
2006-05,92.9,
2006-06,92.9,
2006-07,99.7,
2006-08,101.6,
2006-09,94.9,
2006-10,98.0,
2006-11,98.0,
2006-12,97.7,
2007-01,99.1,
2007-02,103.9,
2007-03,103.3,
2007-04,102.2,
2007-05,107.2,
2007-06,104.2,
2007-07,105.4,
2007-08,107.2,
2007-09,105.2,
2007-10,110.4,
2007-11,109.1,
2007-12,107.9,
2008-01,109.6,
2008-02,110.8,
2008-03,108.2,
2008-04,112.5,
2008-05,105.3,
2008-06,101.6,
2008-07,98.6,
2008-08,107.3,
2008-09,96.2,
2008-10,91.2,
2008-11,85.2,
2008-12,79.0,
2009-01,64.3,
2009-02,64.7,
2009-03,68.6,
2009-04,67.2,
2009-05,70.8,
2009-06,74.5,
2009-07,75.0,
2009-08,78.7,
2009-09,82.4,
2009-10,79.4,
2009-11,84.2,
2009-12,84.3,
2010-01,85.7,
2010-02,88.0,
2010-03,90.4,
2010-04,95.3,
2010-05,99.2,
2010-06,100.7,
2010-07,100.8,
2010-08,102.9,
2010-09,102.4,
2010-10,102.1,
2010-11,118.2,
2010-12,109.3,
2011-01,112.9,
2011-02,113.2,
2011-03,107.8,
2011-04,109.4,
2011-05,107.8,
2011-06,117.5,
2011-07,109.5,
2011-08,108.0,
2011-09,106.8,
2011-10,109.9,
2011-11,103.4,
2011-12,117.1,
2012-01,109.1,
2012-02,113.3,
2012-03,120.4,
2012-04,115.8,
2012-05,116.3,
2012-06,115.7,
2012-07,117.2,
2012-08,116.3,
2012-09,114.4,
2012-10,123.8,
2012-11,116.1,
2012-12,117.5,
2013-01,114.0,
2013-02,117.7,
2013-03,119.4,
2013-04,118.4,
2013-05,120.8,
2013-06,123.7,
2013-07,120.4,
2013-08,120.3,
2013-09,124.3,
2013-10,124.9,
2013-11,124.7,
2013-12,123.1,
2014-01,127.6,
2014-02,124.3,
2014-03,123.3,
2014-04,125.9,
2014-05,120.5,
2014-06,121.8,
2014-07,132.8,
2014-08,123.0,
2014-09,128.6,
2014-10,130.6,
2014-11,127.1,
2014-12,132.2,Provisional value
