"",BBK01.TU2007,BBK01.TU2007_FLAGS
"",Foreign branches: Lending to foreign banks (MFIs) (Credit balances and loans),
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 10:35:06,
1973-06,2.793,
1973-07,3.516,
1973-08,4.520,
1973-09,4.759,
1973-10,5.294,
1973-11,5.377,
1973-12,6.254,
1974-01,6.339,
1974-02,5.986,
1974-03,6.449,
1974-04,6.280,
1974-05,6.501,
1974-06,6.576,
1974-07,6.828,
1974-08,7.374,
1974-09,7.291,
1974-10,6.736,
1974-11,6.662,
1974-12,5.896,
1975-01,5.606,
1975-02,6.080,
1975-03,5.589,
1975-04,6.011,
1975-05,5.758,
1975-06,5.918,
1975-07,6.354,
1975-08,6.889,
1975-09,7.000,
1975-10,6.093,
1975-11,6.542,
1975-12,7.306,
1976-01,7.135,
1976-02,7.688,
1976-03,7.556,
1976-04,8.016,
1976-05,8.587,
1976-06,8.185,
1976-07,8.386,
1976-08,8.411,
1976-09,9.295,
1976-10,9.574,
1976-11,9.201,
1976-12,10.402,
1977-01,10.801,
1977-02,11.001,
1977-03,11.491,
1977-04,12.046,
1977-05,12.799,
1977-06,13.135,
1977-07,13.849,
1977-08,13.594,
1977-09,14.516,
1977-10,14.691,
1977-11,14.206,
1977-12,14.828,
1978-01,14.054,
1978-02,14.904,
1978-03,15.955,
1978-04,15.978,
1978-05,15.605,
1978-06,16.526,
1978-07,17.533,
1978-08,17.577,
1978-09,18.428,
1978-10,17.803,
1978-11,20.307,
1978-12,20.288,
1979-01,21.534,
1979-02,21.171,
1979-03,23.361,
1979-04,24.746,
1979-05,24.702,
1979-06,23.624,
1979-07,22.534,
1979-08,24.905,
1979-09,23.946,
1979-10,24.255,
1979-11,24.543,
1979-12,24.928,
1980-01,25.570,
1980-02,27.598,
1980-03,31.436,
1980-04,26.480,
1980-05,26.568,
1980-06,27.523,
1980-07,27.558,
1980-08,28.406,
1980-09,27.881,
1980-10,29.118,
1980-11,28.468,
1980-12,27.292,
1981-01,29.715,
1981-02,30.262,
1981-03,32.558,
1981-04,31.600,
1981-05,33.175,
1981-06,34.019,
1981-07,34.934,
1981-08,34.362,
1981-09,34.101,
1981-10,34.471,
1981-11,33.660,
1981-12,33.835,
1982-01,34.619,
1982-02,35.456,
1982-03,37.848,
1982-04,35.532,
1982-05,37.302,
1982-06,37.689,
1982-07,39.445,
1982-08,39.974,
1982-09,39.562,
1982-10,40.234,
1982-11,39.379,
1982-12,38.424,
1983-01,37.034,
1983-02,36.355,
1983-03,39.107,
1983-04,37.910,
1983-05,38.794,
1983-06,40.683,
1983-07,42.655,
1983-08,42.944,
1983-09,43.413,
1983-10,42.011,
1983-11,44.834,
1983-12,42.294,
1984-01,44.052,
1984-02,42.930,
1984-03,44.484,
1984-04,44.331,
1984-05,45.698,
1984-06,47.079,
1984-07,45.761,
1984-08,46.137,
1984-09,48.144,
1984-10,48.578,
1984-11,49.460,
1984-12,50.697,
1985-01,50.144,
1985-02,51.691,
1985-03,53.440,
1985-04,50.847,
1985-05,51.559,
1985-06,56.907,
1985-07,54.246,
1985-08,55.662,
1985-09,53.940,
1985-10,52.403,
1985-11,52.158,
1985-12,53.643,
1986-01,53.189,
1986-02,52.125,
1986-03,58.262,
1986-04,58.073,
1986-05,57.461,
1986-06,55.840,
1986-07,55.437,
1986-08,55.549,
1986-09,59.165,
1986-10,57.999,
1986-11,56.159,
1986-12,57.870,
1987-01,58.729,
1987-02,58.664,
1987-03,61.796,
1987-04,61.258,
1987-05,62.874,
1987-06,64.120,
1987-07,65.825,
1987-08,65.402,
1987-09,69.339,
1987-10,69.351,
1987-11,67.380,
1987-12,65.674,
1988-01,70.121,
1988-02,68.234,
1988-03,68.177,
1988-04,66.985,
1988-05,69.758,
1988-06,75.139,
1988-07,78.069,
1988-08,77.476,
1988-09,80.638,
1988-10,77.013,
1988-11,76.121,
1988-12,77.406,
1989-01,85.144,
1989-02,83.126,
1989-03,90.230,
1989-04,86.401,
1989-05,89.127,
1989-06,87.010,
1989-07,83.191,
1989-08,83.664,
1989-09,83.235,
1989-10,86.003,
1989-11,83.154,
1989-12,81.469,
1990-01,83.532,
1990-02,89.751,
1990-03,88.721,
1990-04,88.446,
1990-05,90.958,
1990-06,89.479,
1990-07,89.557,
1990-08,88.206,
1990-09,90.462,
1990-10,88.101,
1990-11,92.002,
1990-12,91.078,
1991-01,92.909,
1991-02,94.178,
1991-03,98.421,
1991-04,94.346,
1991-05,92.957,
1991-06,94.469,
1991-07,94.020,
1991-08,95.705,
1991-09,95.492,
1991-10,96.103,
1991-11,98.641,
1991-12,94.927,
1992-01,99.798,
1992-02,98.618,
1992-03,100.789,
1992-04,102.839,
1992-05,104.780,
1992-06,101.700,
1992-07,102.808,
1992-08,101.644,
1992-09,111.296,
1992-10,119.679,
1992-11,119.311,
1992-12,114.197,
1993-01,117.429,
1993-02,119.601,
1993-03,127.481,
1993-04,124.245,
1993-05,127.538,
1993-06,129.052,
1993-07,131.216,
1993-08,128.931,
1993-09,128.056,
1993-10,128.729,
1993-11,130.190,
1993-12,156.563,
1994-01,163.904,
1994-02,165.945,
1994-03,169.806,
1994-04,168.572,
1994-05,167.426,
1994-06,163.840,
1994-07,171.637,
1994-08,173.417,
1994-09,173.352,
1994-10,176.118,
1994-11,179.402,
1994-12,187.528,
1995-01,188.658,
1995-02,187.457,
1995-03,189.060,
1995-04,191.317,
1995-05,198.967,
1995-06,208.435,
1995-07,208.032,
1995-08,215.265,
1995-09,214.574,
1995-10,222.062,
1995-11,236.670,
1995-12,236.586,
1996-01,246.687,
1996-02,244.575,
1996-03,254.220,
1996-04,259.944,
1996-05,260.892,
1996-06,261.936,
1996-07,256.325,
1996-08,258.972,
1996-09,261.671,
1996-10,270.305,
1996-11,275.281,
1996-12,270.801,
1997-01,286.400,
1997-02,302.158,
1997-03,305.631,
1997-04,312.947,
1997-05,317.526,
1997-06,315.162,
1997-07,333.778,
1997-08,329.666,
1997-09,321.594,
1997-10,331.991,
1997-11,362.271,
1997-12,367.848,
1998-01,377.821,
1998-02,363.357,
1998-03,390.923,
1998-04,386.819,
1998-05,386.440,
1998-06,386.409,
1998-07,367.660,
1998-08,375.255,
1998-09,374.996,
1998-10,410.645,
1998-11,428.533,
1998-12,403.877,
1999-01,401.395,
1999-02,411.786,
1999-03,419.153,
1999-04,426.896,
1999-05,443.185,
1999-06,452.446,
1999-07,431.046,
1999-08,441.268,
1999-09,444.871,
1999-10,455.364,
1999-11,474.351,
1999-12,437.206,
2000-01,484.761,
2000-02,490.457,
2000-03,492.975,
2000-04,516.464,
2000-05,482.532,
2000-06,471.475,
2000-07,483.900,
2000-08,486.367,
2000-09,496.697,
2000-10,532.349,
2000-11,539.550,
2000-12,511.112,
2001-01,511.463,
2001-02,523.829,
2001-03,530.249,
2001-04,545.508,
2001-05,572.930,
2001-06,548.308,
2001-07,573.664,
2001-08,589.606,
2001-09,577.888,
2001-10,587.624,
2001-11,618.268,
2001-12,548.007,
2002-01,594.626,
2002-02,582.045,
2002-03,572.258,
2002-04,534.292,
2002-05,518.006,
2002-06,466.452,
2002-07,453.874,
2002-08,439.511,
2002-09,444.394,
2002-10,433.918,
2002-11,429.139,
2002-12,374.017,
2003-01,420.265,
2003-02,394.813,
2003-03,378.549,
2003-04,361.387,
2003-05,367.608,
2003-06,389.469,
2003-07,377.928,
2003-08,373.535,
2003-09,389.573,
2003-10,372.468,
2003-11,365.634,
2003-12,337.309,
2004-01,374.816,
2004-02,397.217,
2004-03,409.116,
2004-04,423.607,
2004-05,392.264,
2004-06,398.512,
2004-07,411.647,
2004-08,414.313,
2004-09,418.039,
2004-10,405.944,
2004-11,425.351,
2004-12,425.568,
2005-01,432.972,
2005-02,438.888,
2005-03,442.603,
2005-04,442.131,
2005-05,451.952,
2005-06,491.253,
2005-07,476.812,
2005-08,470.866,
2005-09,461.703,
2005-10,471.916,
2005-11,523.834,
2005-12,460.664,
2006-01,460.549,
2006-02,465.651,
2006-03,462.367,
2006-04,441.896,
2006-05,441.238,
2006-06,407.949,
2006-07,449.563,
2006-08,463.617,
2006-09,430.134,
2006-10,449.063,
2006-11,445.135,
2006-12,441.406,
2007-01,471.506,
2007-02,469.018,
2007-03,436.522,
2007-04,432.710,
2007-05,451.763,
2007-06,489.958,
2007-07,502.990,
2007-08,509.924,
2007-09,477.111,
2007-10,498.199,
2007-11,493.850,
2007-12,504.500,
2008-01,509.413,
2008-02,500.399,
2008-03,489.598,
2008-04,472.210,
2008-05,481.900,
2008-06,494.455,
2008-07,467.308,
2008-08,473.135,
2008-09,479.573,
2008-10,530.416,
2008-11,494.690,
2008-12,424.214,
2009-01,443.783,
2009-02,416.162,
2009-03,402.006,
2009-04,422.295,
2009-05,403.537,
2009-06,405.688,
2009-07,384.352,
2009-08,369.035,
2009-09,352.001,
2009-10,339.920,
2009-11,334.359,
2009-12,328.903,
2010-01,355.643,
2010-02,354.256,
2010-03,359.388,
2010-04,374.584,
2010-05,425.728,
2010-06,420.991,
2010-07,372.334,
2010-08,397.443,
2010-09,376.713,
2010-10,386.395,
2010-11,388.089,
2010-12,332.772,
2011-01,336.264,
2011-02,335.091,
2011-03,323.473,
2011-04,330.563,
2011-05,352.219,
2011-06,332.723,
2011-07,320.976,
2011-08,346.767,
2011-09,398.119,
2011-10,358.060,
2011-11,373.578,
2011-12,385.771,
2012-01,390.962,
2012-02,422.370,
2012-03,354.438,
2012-04,377.220,
2012-05,410.213,
2012-06,362.267,
2012-07,333.381,
2012-08,332.216,
2012-09,360.844,
2012-10,352.528,
2012-11,359.426,
2012-12,358.365,
2013-01,357.223,
2013-02,365.992,
2013-03,362.883,
2013-04,359.110,
2013-05,358.167,
2013-06,350.641,
2013-07,340.260,
2013-08,344.635,
2013-09,314.266,
2013-10,316.962,
2013-11,325.301,
2013-12,280.324,
2014-01,320.729,
2014-02,324.269,
2014-03,296.304,
2014-04,301.744,
2014-05,310.873,
2014-06,320.683,
2014-07,358.608,
2014-08,354.524,
2014-09,334.366,
2014-10,354.850,
2014-11,352.057,
