"",BBK01.OUP322,BBK01.OUP322_FLAGS
"",Time deposits of foreign non-banks / for more than one year up to and including two years / Foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:27:35,
1999-01,0.070,
1999-02,0.070,
1999-03,0.076,
1999-04,0.066,
1999-05,0.070,
1999-06,0.093,
1999-07,0.099,
1999-08,0.109,
1999-09,0.115,
1999-10,0.116,
1999-11,0.107,
1999-12,0.096,
2000-01,0.091,
2000-02,0.094,
2000-03,0.103,
2000-04,0.097,
2000-05,0.104,
2000-06,0.109,
2000-07,0.081,
2000-08,0.094,
2000-09,0.099,
2000-10,0.103,
2000-11,0.097,
2000-12,0.083,
2001-01,0.092,
2001-02,0.099,
2001-03,0.094,
2001-04,0.089,
2001-05,0.098,
2001-06,0.080,
2001-07,0.078,
2001-08,0.106,
2001-09,0.107,
2001-10,0.189,
2001-11,0.192,
2001-12,0.191,
2002-01,0.194,
2002-02,0.195,
2002-03,0.156,
2002-04,0.149,
2002-05,0.160,
2002-06,0.168,
2002-07,0.158,
2002-08,0.188,
2002-09,0.175,
2002-10,0.165,
2002-11,0.161,
2002-12,0.181,
2003-01,0.182,
2003-02,0.181,
2003-03,0.176,
2003-04,0.163,
2003-05,0.161,
2003-06,0.153,
2003-07,0.158,
2003-08,0.160,
2003-09,0.155,
2003-10,0.156,
2003-11,0.160,
2003-12,0.153,
2004-01,0.156,
2004-02,0.157,
2004-03,0.163,
2004-04,0.171,
2004-05,0.175,
2004-06,0.079,
2004-07,0.076,
2004-08,0.045,
2004-09,0.045,
2004-10,0.045,
2004-11,0.048,
2004-12,0.050,
2005-01,0.057,
2005-02,0.061,
2005-03,0.051,
2005-04,0.045,
2005-05,0.045,
2005-06,0.044,
2005-07,0.053,
2005-08,0.055,
2005-09,0.056,
2005-10,0.060,
2005-11,0.034,
2005-12,0.067,
2006-01,0.081,
2006-02,0.080,
2006-03,0.081,
2006-04,0.084,
2006-05,0.099,
2006-06,0.105,
2006-07,0.103,
2006-08,0.108,
2006-09,0.110,
2006-10,0.116,
2006-11,0.109,
2006-12,0.133,
2007-01,0.134,
2007-02,0.134,
2007-03,0.136,
2007-04,0.135,
2007-05,0.137,
2007-06,0.120,
2007-07,0.122,
2007-08,0.119,
2007-09,0.119,
2007-10,0.119,
2007-11,0.130,
2007-12,0.125,
2008-01,0.087,
2008-02,0.087,
2008-03,0.084,
2008-04,0.088,
2008-05,0.225,
2008-06,0.348,
2008-07,0.344,
2008-08,0.394,
2008-09,0.431,
2008-10,0.440,
2008-11,0.464,
2008-12,0.434,
2009-01,0.441,
2009-02,0.424,
2009-03,0.415,
2009-04,0.426,
2009-05,0.292,
2009-06,0.145,
2009-07,0.129,
2009-08,0.125,
2009-09,0.110,
2009-10,0.125,
2009-11,0.103,
2009-12,0.101,
2010-01,0.103,
2010-02,0.104,
2010-03,0.157,
2010-04,0.162,
2010-05,0.133,
2010-06,0.141,
2010-07,0.133,
2010-08,0.119,
2010-09,0.116,
2010-10,0.107,
2010-11,0.109,
2010-12,0.102,
2011-01,0.102,
2011-02,0.125,
2011-03,0.130,
2011-04,0.153,
2011-05,0.134,
2011-06,0.155,
2011-07,0.163,
2011-08,0.171,
2011-09,0.178,
2011-10,0.187,
2011-11,0.195,
2011-12,0.210,
2012-01,0.528,
2012-02,0.515,
2012-03,0.510,
2012-04,0.504,
2012-05,0.494,
2012-06,0.490,
2012-07,0.490,
2012-08,0.489,
2012-09,0.475,
2012-10,0.473,
2012-11,0.480,
2012-12,0.527,
2013-01,0.502,
2013-02,0.511,
2013-03,0.529,
2013-04,0.557,
2013-05,0.590,
2013-06,0.577,
2013-07,0.328,
2013-08,0.325,
2013-09,0.309,
2013-10,0.327,
2013-11,0.508,
2013-12,0.481,
2014-01,0.468,
2014-02,0.464,
2014-03,0.461,
2014-04,0.479,
2014-05,0.466,
2014-06,0.372,
2014-07,0.373,
2014-08,0.522,
2014-09,0.581,
2014-10,0.560,
2014-11,0.567,
2014-12,0.769,Provisional value
