"",BBK01.OUH246,BBK01.OUH246_FLAGS
"",Deposits and borrowing from other domestic households / Time deposits / for more than 2 years / Savings banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:35:05,
1999-01,0.047,
1999-02,0.047,
1999-03,0.077,
1999-04,0.054,
1999-05,0.056,
1999-06,0.069,
1999-07,0.050,
1999-08,0.050,
1999-09,0.052,
1999-10,0.065,
1999-11,0.068,
1999-12,0.053,
2000-01,0.047,
2000-02,0.046,
2000-03,0.059,
2000-04,0.051,
2000-05,0.052,
2000-06,0.055,
2000-07,0.194,
2000-08,0.155,
2000-09,0.079,
2000-10,0.082,
2000-11,0.092,
2000-12,0.084,
2001-01,0.093,
2001-02,0.088,
2001-03,0.091,
2001-04,0.095,
2001-05,0.159,
2001-06,0.133,
2001-07,0.103,
2001-08,0.106,
2001-09,0.102,
2001-10,0.110,
2001-11,0.103,
2001-12,0.167,
2002-01,0.103,
2002-02,0.107,
2002-03,0.106,
2002-04,0.124,
2002-05,0.106,
2002-06,0.107,
2002-07,0.106,
2002-08,0.109,
2002-09,0.112,
2002-10,0.122,
2002-11,0.129,
2002-12,0.124,
2003-01,0.123,
2003-02,0.122,
2003-03,0.119,
2003-04,0.122,
2003-05,0.135,
2003-06,0.120,
2003-07,0.119,
2003-08,0.116,
2003-09,0.116,
2003-10,0.116,
2003-11,0.116,
2003-12,0.118,
2004-01,0.115,
2004-02,0.113,
2004-03,0.111,
2004-04,0.109,
2004-05,0.108,
2004-06,0.104,
2004-07,0.120,
2004-08,0.102,
2004-09,0.124,
2004-10,0.102,
2004-11,0.106,
2004-12,0.105,
2005-01,0.100,
2005-02,0.095,
2005-03,0.070,
2005-04,0.072,
2005-05,0.071,
2005-06,0.068,
2005-07,0.074,
2005-08,0.070,
2005-09,0.064,
2005-10,0.067,
2005-11,0.064,
2005-12,0.066,
2006-01,0.063,
2006-02,0.062,
2006-03,0.065,
2006-04,0.064,
2006-05,0.066,
2006-06,0.073,
2006-07,0.071,
2006-08,0.071,
2006-09,0.073,
2006-10,0.072,
2006-11,0.068,
2006-12,0.068,
2007-01,0.066,
2007-02,0.073,
2007-03,0.068,
2007-04,0.070,
2007-05,0.064,
2007-06,0.066,
2007-07,0.066,
2007-08,0.065,
2007-09,0.063,
2007-10,0.063,
2007-11,0.065,
2007-12,0.067,
2008-01,0.070,
2008-02,0.071,
2008-03,0.076,
2008-04,0.065,
2008-05,0.066,
2008-06,0.068,
2008-07,0.071,
2008-08,0.073,
2008-09,0.074,
2008-10,0.071,
2008-11,0.073,
2008-12,0.075,
2009-01,0.079,
2009-02,0.073,
2009-03,0.071,
2009-04,0.066,
2009-05,0.069,
2009-06,0.064,
2009-07,0.067,
2009-08,0.065,
2009-09,0.067,
2009-10,0.069,
2009-11,0.070,
2009-12,0.062,
2010-01,0.065,
2010-02,0.064,
2010-03,0.065,
2010-04,0.062,
2010-05,0.062,
2010-06,0.059,
2010-07,0.062,
2010-08,0.061,
2010-09,0.061,
2010-10,0.060,
2010-11,0.059,
2010-12,0.063,
2011-01,0.066,
2011-02,0.063,
2011-03,0.064,
2011-04,0.067,
2011-05,0.065,
2011-06,0.063,
2011-07,0.063,
2011-08,0.056,
2011-09,0.056,
2011-10,0.052,
2011-11,0.051,
2011-12,0.051,
2012-01,0.046,
2012-02,0.046,
2012-03,0.044,
2012-04,0.043,
2012-05,0.045,
2012-06,0.046,
2012-07,0.044,
2012-08,0.040,
2012-09,0.045,
2012-10,0.038,
2012-11,0.043,
2012-12,0.040,
2013-01,0.039,
2013-02,0.042,
2013-03,0.040,
2013-04,0.038,
2013-05,0.037,
2013-06,0.041,
2013-07,0.037,
2013-08,0.038,
2013-09,0.038,
2013-10,0.035,
2013-11,0.034,
2013-12,0.038,
2014-01,0.037,
2014-02,0.034,
2014-03,0.036,
2014-04,0.035,
2014-05,0.032,
2014-06,0.031,
2014-07,0.031,
2014-08,0.032,
2014-09,0.028,
2014-10,0.027,
2014-11,0.028,
2014-12,0.008,Provisional value
