"",BBK01.WZ3401,BBK01.WZ3401_FLAGS
"","Yields, derived from the term structure of interest rates, on listed Federal securities with annual coupon payments / residual maturity of 2.0 years / end of month",
unit,Prozent (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-02 10:10:29,
1972-09,6.27,
1972-10,7.66,
1972-11,7.93,
1972-12,8.02,
1973-01,7.29,
1973-02,7.24,
1973-03,7.79,
1973-04,8.67,
1973-05,9.32,
1973-06,9.16,
1973-07,10.25,
1973-08,9.29,
1973-09,9.47,
1973-10,9.22,
1973-11,9.62,
1973-12,9.52,
1974-01,9.26,
1974-02,10.16,
1974-03,9.99,
1974-04,10.02,
1974-05,9.82,
1974-06,9.58,
1974-07,9.62,
1974-08,9.78,
1974-09,9.78,
1974-10,9.62,
1974-11,8.83,
1974-12,8.76,
1975-01,7.55,
1975-02,6.92,
1975-03,6.93,
1975-04,6.57,
1975-05,6.28,
1975-06,6.46,
1975-07,6.30,
1975-08,6.35,
1975-09,6.40,
1975-10,6.47,
1975-11,6.49,
1975-12,6.38,
1976-01,6.03,
1976-02,5.62,
1976-03,5.56,
1976-04,5.56,
1976-05,6.08,
1976-06,6.10,
1976-07,6.71,
1976-08,6.74,
1976-09,6.48,
1976-10,6.44,
1976-11,5.91,
1976-12,6.06,
1977-01,5.96,
1977-02,5.89,
1977-03,5.39,
1977-04,5.12,
1977-05,5.01,
1977-06,4.92,
1977-07,4.91,
1977-08,4.76,
1977-09,4.70,
1977-10,4.74,
1977-11,4.76,
1977-12,4.68,
1978-01,4.31,
1978-02,4.23,
1978-03,4.20,
1978-04,4.17,
1978-05,4.33,
1978-06,4.66,
1978-07,5.07,
1978-08,5.27,
1978-09,5.11,
1978-10,5.08,
1978-11,5.10,
1978-12,5.26,
1979-01,5.56,
1979-02,5.79,
1979-03,6.01,
1979-04,6.80,
1979-05,7.34,
1979-06,7.51,
1979-07,7.59,
1979-08,7.54,
1979-09,7.78,
1979-10,8.26,
1979-11,8.20,
1979-12,8.20,
1980-01,8.39,
1980-02,9.05,
1980-03,10.03,
1980-04,9.25,
1980-05,8.83,
1980-06,8.25,
1980-07,7.93,
1980-08,7.99,
1980-09,8.27,
1980-10,8.47,
1980-11,8.81,
1980-12,9.16,
1981-01,9.24,
1981-02,10.77,
1981-03,10.70,
1981-04,10.92,
1981-05,12.27,
1981-06,11.88,
1981-07,11.96,
1981-08,12.38,
1981-09,11.68,
1981-10,10.86,
1981-11,9.89,
1981-12,10.13,
