"",BBK01.OUU032,BBK01.OUU032_FLAGS
"",Time deposits of foreign banks (MFIs) / medium- and longtherm / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:11:31,
1999-01,0.038,
1999-02,0.036,
1999-03,0.036,
1999-04,0.036,
1999-05,0.039,
1999-06,0.036,
1999-07,0.031,
1999-08,0.061,
1999-09,0.055,
1999-10,0.065,
1999-11,0.055,
1999-12,0.063,
2000-01,0.066,
2000-02,0.063,
2000-03,0.063,
2000-04,0.063,
2000-05,0.063,
2000-06,0.061,
2000-07,0.060,
2000-08,0.060,
2000-09,0.670,
2000-10,0.670,
2000-11,0.670,
2000-12,0.678,
2001-01,0.758,
2001-02,0.758,
2001-03,0.758,
2001-04,0.758,
2001-05,0.758,
2001-06,0.915,
2001-07,0.915,
2001-08,0.925,
2001-09,0.925,
2001-10,0.940,
2001-11,0.940,
2001-12,0.927,
2002-01,0.903,
2002-02,0.898,
2002-03,0.898,
2002-04,0.893,
2002-05,0.893,
2002-06,0.893,
2002-07,0.893,
2002-08,0.883,
2002-09,0.883,
2002-10,0.933,
2002-11,0.933,
2002-12,0.933,
2003-01,0.933,
2003-02,1.033,
2003-03,1.023,
2003-04,1.023,
2003-05,1.023,
2003-06,1.021,
2003-07,1.021,
2003-08,1.021,
2003-09,0.314,
2003-10,0.314,
2003-11,0.510,
2003-12,0.785,
2004-01,1.075,
2004-02,1.110,
2004-03,1.120,
2004-04,1.120,
2004-05,1.120,
2004-06,1.120,
2004-07,1.100,
2004-08,1.100,
2004-09,1.085,
2004-10,1.085,
2004-11,1.116,
2004-12,1.138,
2005-01,1.143,
2005-02,1.133,
2005-03,1.128,
2005-04,1.128,
2005-05,1.113,
2005-06,1.142,
2005-07,1.160,
2005-08,1.110,
2005-09,1.095,
2005-10,1.095,
2005-11,1.095,
2005-12,1.086,
2006-01,1.086,
2006-02,0.386,
2006-03,0.402,
2006-04,0.397,
2006-05,0.387,
2006-06,0.308,
2006-07,0.348,
2006-08,0.348,
2006-09,0.348,
2006-10,0.348,
2006-11,0.298,
2006-12,0.295,
2007-01,0.290,
2007-02,0.290,
2007-03,0.280,
2007-04,0.280,
2007-05,0.275,
2007-06,0.275,
2007-07,0.250,
2007-08,0.250,
2007-09,0.230,
2007-10,0.237,
2007-11,0.219,
2007-12,0.219,
2008-01,0.219,
2008-02,0.224,
2008-03,0.245,
2008-04,0.240,
2008-05,0.240,
2008-06,0.231,
2008-07,0.231,
2008-08,0.236,
2008-09,0.232,
2008-10,0.225,
2008-11,0.225,
2008-12,0.224,
2009-01,0.224,
2009-02,0.224,
2009-03,0.204,
2009-04,0.204,
2009-05,0.204,
2009-06,0.189,
2009-07,0.189,
2009-08,0.184,
2009-09,0.184,
2009-10,0.174,
2009-11,0.174,
2009-12,0.169,
2010-01,0.169,
2010-02,0.169,
2010-03,0.169,
2010-04,0.169,
2010-05,0.169,
2010-06,0.169,
2010-07,0.169,
2010-08,0.169,
2010-09,0.174,
2010-10,0.174,
2010-11,0.174,
2010-12,0.174,
2011-01,0.121,
2011-02,0.121,
2011-03,0.121,
2011-04,0.121,
2011-05,0.121,
2011-06,0.121,
2011-07,0.122,
2011-08,0.121,
2011-09,0.106,
2011-10,0.106,
2011-11,0.106,
2011-12,0.106,
2012-01,0.106,
2012-02,0.106,
2012-03,0.106,
2012-04,0.106,
2012-05,0.050,
2012-06,0.050,
2012-07,0.050,
2012-08,0.050,
2012-09,0.050,
2012-10,0.050,
2012-11,0.050,
2012-12,0.050,
2013-01,0.050,
2013-02,0.050,
2013-03,0.050,
2013-04,0.050,
2013-05,0.050,
2013-06,0.050,
2013-07,0.050,
2013-08,0.050,
2013-09,0.050,
2013-10,0.050,
2013-11,0.050,
2013-12,0.050,
2014-01,0.050,
2014-02,0.015,
2014-03,0.015,
2014-04,0.015,
2014-05,0.015,
2014-06,0.015,
2014-07,0.015,
2014-08,0.015,
2014-09,0.015,
2014-10,0.015,
2014-11,0.015,
2014-12,0.015,Provisional value
