"",BBK01.CEB302,BBK01.CEB302_FLAGS
"",Securities other than shares debtor: All sectors                    creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:18:29,
1991-01,414.4,
1991-04,419.1,
1991-07,426.0,
1991-10,533.9,
1992-01,451.2,
1992-04,463.3,
1992-07,500.1,
1992-10,642.6,
1993-01,577.0,
1993-04,692.5,
1993-07,731.9,
1993-10,777.9,
1994-01,785.5,
1994-04,778.2,
1994-07,789.7,
1994-10,801.0,
1995-01,793.2,
1995-04,815.9,
1995-07,847.3,
1995-10,896.8,
1996-01,918.1,
1996-04,939.1,
1996-07,968.5,
1996-10,999.4,
1997-01,1058.0,
1997-04,1091.9,
1997-07,1110.3,
1997-10,1103.0,
1998-01,1174.9,
1998-04,1235.0,
1998-07,1272.2,
1998-10,1326.0,
1999-01,1328.0,
1999-04,1359.9,
1999-07,1344.8,
1999-10,1342.9,
2000-01,1392.1,
2000-04,1416.2,
2000-07,1442.8,
2000-10,1445.3,
2001-01,1503.7,
2001-04,1517.8,
2001-07,1524.9,
2001-10,1540.8,
2002-01,1543.8,
2002-04,1559.0,
2002-07,1622.4,
2002-10,1617.0,
2003-01,1676.6,
2003-04,1726.3,
2003-07,1692.8,
2003-10,1700.6,
2004-01,1800.5,
2004-04,1800.0,
2004-07,1849.7,
2004-10,1874.6,
2005-01,1926.6,
2005-04,2027.1,
2005-07,2031.2,
2005-10,2004.3,
2006-01,1998.5,
2006-04,2008.3,
2006-07,2030.2,
2006-10,2040.9,
2007-01,2080.8,
2007-04,2070.3,
2007-07,2059.7,
2007-10,2074.5,
2008-01,2118.5,
2008-04,2106.7,
2008-07,2123.8,
2008-10,2229.2,
2009-01,2257.8,
2009-04,2284.3,
2009-07,2350.8,
2009-10,2352.0,
2010-01,2405.9,
2010-04,2460.9,
2010-07,2461.4,
2010-10,2351.3,
2011-01,2288.9,
2011-04,2294.9,
2011-07,2359.7,
2011-10,2346.7,
2012-01,2410.2,
2012-04,2457.6,
2012-07,2487.2,
2012-10,2501.0,
2013-01,2483.3,
2013-04,2451.5,
2013-07,2415.5,
2013-10,2430.3,
2014-01,2496.9,
