"",BBK01.QUX849,BBK01.QUX849_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Columbia / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:40,
2002-03,0.278,
2002-04,0.166,
2002-05,0.154,
2002-06,0.155,
2002-07,0.154,
2002-08,0.146,
2002-09,0.146,
2002-10,0.151,
2002-11,0.144,
2002-12,0.142,
2003-01,0.145,
2003-02,0.147,
2003-03,0.158,
2003-04,0.156,
2003-05,0.172,
2003-06,0.140,
2003-07,0.226,
2003-08,0.253,
2003-09,0.263,
2003-10,0.260,
2003-11,0.237,
2003-12,0.280,
2004-01,0.258,
2004-02,0.237,
2004-03,0.240,
2004-04,0.244,
2004-05,0.248,
2004-06,0.243,
2004-07,0.244,
2004-08,0.241,
2004-09,0.152,
2004-10,0.244,
2004-11,0.231,
2004-12,0.239,
2005-01,0.244,
2005-02,0.240,
2005-03,0.236,
2005-04,0.224,
2005-05,0.220,
2005-06,0.212,
2005-07,0.211,
2005-08,0.258,
2005-09,0.129,
2005-10,0.108,
2005-11,0.148,
2005-12,0.149,
2006-01,0.138,
2006-02,0.141,
2006-03,0.122,
2006-04,0.120,
2006-05,0.121,
2006-06,0.117,
2006-07,0.120,
2006-08,0.127,
2006-09,0.127,
2006-10,0.124,
2006-11,0.131,
2006-12,0.131,
2007-01,0.130,
2007-02,0.125,
2007-03,0.121,
2007-04,0.123,
2007-05,0.121,
2007-06,0.115,
2007-07,0.116,
2007-08,0.117,
2007-09,0.112,
2007-10,0.116,
2007-11,0.120,
2007-12,0.114,
2008-01,0.078,
2008-02,0.081,
2008-03,0.080,
2008-04,0.080,
2008-05,0.080,
2008-06,0.076,
2008-07,0.076,
2008-08,0.081,
2008-09,0.079,
2008-10,0.075,
2008-11,0.076,
2008-12,0.061,
2009-01,0.070,
2009-02,0.072,
2009-03,0.072,
2009-04,0.073,
2009-05,0.073,
2009-06,0.068,
2009-07,0.066,
2009-08,0.009,
2009-09,0.009,
2009-10,0.010,
2009-11,0.015,
2009-12,0.015,
2010-01,0.013,
2010-02,0.012,
2010-03,0.013,
2010-04,0.014,
2010-05,0.014,
2010-06,0.014,
2010-07,0.019,
2010-08,0.019,
2010-09,0.020,
2010-10,0.020,
2010-11,0.019,
2010-12,0.018,
2011-01,0.031,
2011-02,0.030,
2011-03,0.028,
2011-04,0.029,
2011-05,0.010,
2011-06,0.010,
2011-07,0.010,
2011-08,0.008,
2011-09,0.009,
2011-10,0.012,
2011-11,0.012,
2011-12,0.011,
2012-01,0.012,
2012-02,0.014,
2012-03,0.013,
2012-04,0.013,
2012-05,0.015,
2012-06,0.041,
2012-07,0.042,
2012-08,0.040,
2012-09,0.039,
2012-10,0.039,
2012-11,0.040,
2012-12,0.039,
2013-01,0.044,
2013-02,0.038,
2013-03,0.040,
2013-04,0.043,
2013-05,0.042,
2013-06,0.043,
2013-07,0.045,
2013-08,0.040,
2013-09,0.042,
2013-10,0.040,
2013-11,0.040,
2013-12,0.040,
2014-01,0.039,
2014-02,0.039,
2014-03,0.038,
2014-04,0.037,
2014-05,0.040,
2014-06,0.038,
2014-07,0.038,
2014-08,0.040,
2014-09,0.037,
2014-10,0.039,
