"",BBK01.WXI029,BBK01.WXI029_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:40:15,
2009-01,476,
2009-02,652,
2009-03,365,
2009-04,376,
2009-05,453,
2009-06,351,
2009-07,413,
2009-08,791,
2009-09,625,
2009-10,572,
2009-11,885,
2009-12,579,
2010-01,823,
2010-02,864,
2010-03,963,
2010-04,891,
2010-05,1432,
2010-06,1035,
2010-07,944,
2010-08,731,
2010-09,733,
2010-10,784,
2010-11,824,
2010-12,710,
2011-01,566,
2011-02,737,
2011-03,629,
2011-04,806,
2011-05,707,
2011-06,1248,
2011-07,813,
2011-08,831,
2011-09,1065,
2011-10,737,
2011-11,743,
2011-12,656,
2012-01,510,
2012-02,634,
2012-03,531,
2012-04,534,
2012-05,588,
2012-06,480,
2012-07,588,
2012-08,503,
2012-09,487,
2012-10,456,
2012-11,492,
2012-12,496,
2013-01,574,
2013-02,615,
2013-03,433,
2013-04,756,
2013-05,647,
2013-06,606,
2013-07,493,
2013-08,449,
2013-09,520,
2013-10,430,
2013-11,514,
2013-12,1087,
2014-01,622,
2014-02,540,
2014-03,492,
2014-04,492,
2014-05,490,
2014-06,493,
2014-07,534,
2014-08,360,
2014-09,735,
2014-10,443,
2014-11,774,
