"",BBK01.QUV702,BBK01.QUV702_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / Mexico / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:21:25,
2001-12,0.069,
2002-01,0.066,
2002-02,0.091,
2002-03,0.056,
2002-04,0.068,
2002-05,0.057,
2002-06,0.043,
2002-07,0.052,
2002-08,0.049,
2002-09,0.057,
2002-10,0.047,
2002-11,0.051,
2002-12,0.031,
2003-01,0.047,
2003-02,0.094,
2003-03,0.087,
2003-04,0.090,
2003-05,0.256,
2003-06,0.297,
2003-07,0.256,
2003-08,0.291,
2003-09,0.241,
2003-10,0.221,
2003-11,0.220,
2003-12,0.205,
2004-01,0.204,
2004-02,0.211,
2004-03,0.227,
2004-04,0.317,
2004-05,0.340,
2004-06,0.365,
2004-07,0.348,
2004-08,0.301,
2004-09,0.333,
2004-10,0.347,
2004-11,0.366,
2004-12,0.125,
2005-01,0.122,
2005-02,0.054,
2005-03,0.056,
2005-04,0.054,
2005-05,0.078,
2005-06,0.098,
2005-07,0.124,
2005-08,0.074,
2005-09,0.073,
2005-10,0.034,
2005-11,0.062,
2005-12,0.065,
2006-01,0.054,
2006-02,0.058,
2006-03,0.069,
2006-04,0.061,
2006-05,0.081,
2006-06,0.099,
2006-07,0.125,
2006-08,0.129,
2006-09,0.106,
2006-10,0.070,
2006-11,0.039,
2006-12,0.140,
2007-01,0.226,
2007-02,0.228,
2007-03,0.226,
2007-04,0.176,
2007-05,0.175,
2007-06,0.178,
2007-07,0.166,
2007-08,0.206,
2007-09,0.258,
2007-10,0.217,
2007-11,0.216,
2007-12,0.208,
2008-01,0.203,
2008-02,0.170,
2008-03,0.165,
2008-04,0.276,
2008-05,0.266,
2008-06,0.328,
2008-07,0.301,
2008-08,0.330,
2008-09,0.365,
2008-10,0.211,
2008-11,0.212,
2008-12,0.122,
2009-01,0.147,
2009-02,0.123,
2009-03,0.089,
2009-04,0.068,
2009-05,0.061,
2009-06,0.086,
2009-07,0.064,
2009-08,0.037,
2009-09,0.035,
2009-10,0.070,
2009-11,0.105,
2009-12,0.125,
2010-01,0.123,
2010-02,0.155,
2010-03,0.218,
2010-04,0.121,
2010-05,0.137,
2010-06,0.091,
2010-07,0.100,
2010-08,0.126,
2010-09,0.190,
2010-10,0.118,
2010-11,0.128,
2010-12,0.456,
2011-01,0.124,
2011-02,0.118,
2011-03,0.127,
2011-04,0.117,
2011-05,0.184,
2011-06,0.192,
2011-07,0.179,
2011-08,0.193,
2011-09,0.187,
2011-10,0.138,
2011-11,0.055,
2011-12,0.080,
2012-01,0.045,
2012-02,0.047,
2012-03,0.051,
2012-04,0.075,
2012-05,0.076,
2012-06,0.074,
2012-07,0.076,
2012-08,0.074,
2012-09,0.087,
2012-10,0.105,
2012-11,0.096,
2012-12,0.086,
2013-01,0.069,
2013-02,0.085,
2013-03,0.070,
2013-04,0.047,
2013-05,0.063,
2013-06,0.107,
2013-07,0.101,
2013-08,0.100,
2013-09,0.129,
2013-10,0.156,
2013-11,0.149,
2013-12,0.184,
2014-01,0.133,
2014-02,0.112,
2014-03,0.113,
2014-04,0.123,
2014-05,0.125,
2014-06,0.092,
2014-07,0.093,
2014-08,0.153,
2014-09,0.104,
2014-10,0.072,
2014-11,0.149,
2014-12,0.169,
