"",BBK01.OUN048,BBK01.OUN048_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / Total / Special purpose banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:33:55,
1968-12,0.027,
1969-01,0.027,
1969-02,0.028,
1969-03,0.028,
1969-04,0.028,
1969-05,0.030,
1969-06,0.030,
1969-07,0.030,
1969-08,0.030,
1969-09,0.030,
1969-10,0.030,
1969-11,0.030,
1969-12,0.031,
1970-01,0.033,
1970-02,0.032,
1970-03,0.033,
1970-04,0.034,
1970-05,0.032,
1970-06,0.033,
1970-07,0.033,
1970-08,0.034,
1970-09,0.035,
1970-10,0.036,
1970-11,0.036,
1970-12,0.036,
1971-01,0.037,
1971-02,0.036,
1971-03,0.036,
1971-04,0.036,
1971-05,0.036,
1971-06,0.036,
1971-07,0.035,
1971-08,0.035,
1971-09,0.036,
1971-10,0.034,
1971-11,0.035,
1971-12,0.038,
1972-01,0.038,
1972-02,0.038,
1972-03,0.039,
1972-04,0.040,
1972-05,0.043,
1972-06,0.040,
1972-07,0.041,
1972-08,0.042,
1972-09,0.042,
1972-10,0.042,
1972-11,0.048,
1972-12,0.050,
1973-01,0.054,
1973-02,0.053,
1973-03,0.067,
1973-04,0.050,
1973-05,0.052,
1973-06,0.050,
1973-07,0.053,
1973-08,0.056,
1973-09,0.052,
1973-10,0.057,
1973-11,0.060,
1973-12,0.061,
1974-01,0.059,
1974-02,0.060,
1974-03,0.059,
1974-04,0.057,
1974-05,0.053,
1974-06,0.054,
1974-07,0.058,
1974-08,0.059,
1974-09,0.059,
1974-10,0.061,
1974-11,0.063,
1974-12,0.051,
1975-01,0.078,
1975-02,0.075,
1975-03,0.073,
1975-04,0.074,
1975-05,0.075,
1975-06,0.073,
1975-07,0.074,
1975-08,0.080,
1975-09,0.081,
1975-10,0.080,
1975-11,0.084,
1975-12,0.093,
1976-01,0.103,
1976-02,0.125,
1976-03,0.129,
1976-04,0.128,
1976-05,0.133,
1976-06,0.133,
1976-07,0.135,
1976-08,0.142,
1976-09,0.138,
1976-10,0.136,
1976-11,0.142,
1976-12,0.166,
1977-01,0.171,
1977-02,0.170,
1977-03,0.171,
1977-04,0.168,
1977-05,0.168,
1977-06,0.170,
1977-07,0.175,
1977-08,0.175,
1977-09,0.177,
1977-10,0.178,
1977-11,0.179,
1977-12,0.179,
1978-01,0.183,
1978-02,0.183,
1978-03,0.187,
1978-04,0.182,
1978-05,0.192,
1978-06,0.189,
1978-07,0.192,
1978-08,0.191,
1978-09,0.192,
1978-10,0.194,
1978-11,0.191,
1978-12,0.188,
1979-01,0.198,
1979-02,0.198,
1979-03,0.199,
1979-04,0.196,
1979-05,0.197,
1979-06,0.198,
1979-07,0.198,
1979-08,0.199,
1979-09,0.207,
1979-10,0.202,
1979-11,0.205,
1979-12,0.206,
1980-01,0.204,
1980-02,0.204,
1980-03,0.205,
1980-04,0.205,
1980-05,0.207,
1980-06,0.206,
1980-07,0.208,
1980-08,0.209,
1980-09,0.210,
1980-10,0.211,
1980-11,0.214,
1980-12,0.226,
1981-01,0.228,
1981-02,0.226,
1981-03,0.231,
1981-04,0.231,
1981-05,0.234,
1981-06,0.235,
1981-07,0.239,
1981-08,0.240,
1981-09,0.242,
1981-10,0.243,
1981-11,0.248,
1981-12,0.258,
1982-01,0.258,
1982-02,0.260,
1982-03,0.261,
1982-04,0.260,
1982-05,0.260,
1982-06,0.261,
1982-07,0.263,
1982-08,0.265,
1982-09,0.267,
1982-10,0.269,
1982-11,0.275,
1982-12,0.282,
1983-01,0.280,
1983-02,0.280,
1983-03,0.281,
1983-04,0.278,
1983-05,0.280,
1983-06,0.281,
1983-07,0.282,
1983-08,0.285,
1983-09,0.286,
1983-10,0.290,
1983-11,0.300,
1983-12,0.321,
1984-01,0.318,
1984-02,0.318,
1984-03,0.321,
1984-04,0.321,
1984-05,0.321,
1984-06,0.322,
1984-07,0.324,
1984-08,0.329,
1984-09,0.335,
1984-10,0.338,
1984-11,0.349,
1984-12,0.372,
1985-01,0.369,
1985-02,0.369,
1985-03,0.366,
1985-04,0.366,
1985-05,0.370,
1985-06,0.374,
1985-07,0.379,
1985-08,0.382,
1985-09,0.389,
1985-10,0.386,
1985-11,0.388,
1985-12,0.409,
1986-01,0.411,
1986-02,0.416,
1986-03,0.420,
1986-04,0.420,
1986-05,0.421,
1986-06,0.423,
1986-07,0.425,
1986-08,0.429,
1986-09,0.437,
1986-10,0.436,
1986-11,0.443,
1986-12,0.473,
1987-01,0.478,
1987-02,0.484,
1987-03,0.490,
1987-04,0.490,
1987-05,0.491,
1987-06,0.492,
1987-07,0.495,
1987-08,0.499,
1987-09,0.505,
1987-10,0.511,
1987-11,0.518,
1987-12,0.549,
1988-01,0.567,
1988-02,0.599,
1988-03,0.615,
1988-04,0.598,
1988-05,0.595,
1988-06,0.601,
1988-07,0.575,
1988-08,0.584,
1988-09,0.594,
1988-10,0.602,
1988-11,0.618,
1988-12,0.666,
1989-01,0.696,
1989-02,0.699,
1989-03,0.711,
1989-04,0.707,
1989-05,0.707,
1989-06,0.712,
1989-07,0.723,
1989-08,0.726,
1989-09,0.731,
1989-10,0.729,
1989-11,0.750,
1989-12,0.813,
1990-01,0.845,
1990-02,0.848,
1990-03,0.850,
1990-04,0.861,
1990-05,0.869,
1990-06,0.879,
1990-07,0.885,
1990-08,0.933,
1990-09,0.957,
1990-10,1.001,
1990-11,1.058,
1990-12,1.126,
1991-01,1.055,
1991-02,1.062,
1991-03,1.104,
1991-04,1.119,
1991-05,1.141,
1991-06,1.232,
1991-07,1.282,
1991-08,1.302,
1991-09,1.307,
1991-10,1.300,
1991-11,1.294,
1991-12,1.298,
1992-01,1.289,
1992-02,1.291,
1992-03,1.297,
1992-04,1.282,
1992-05,1.291,
1992-06,1.282,
1992-07,1.280,
1992-08,1.284,
1992-09,1.292,
1992-10,1.281,
1992-11,1.270,
1992-12,1.246,
1993-01,1.251,
1993-02,1.254,
1993-03,1.260,
1993-04,1.246,
1993-05,1.238,
1993-06,1.234,
1993-07,1.233,
1993-08,1.234,
1993-09,1.203,
1993-10,1.196,
1993-11,1.183,
1993-12,1.161,
1994-01,1.166,
1994-02,1.166,
1994-03,1.168,
1994-04,1.163,
1994-05,1.148,
1994-06,1.142,
1994-07,1.143,
1994-08,1.132,
1994-09,0.771,
1994-10,0.766,
1994-11,0.757,
1994-12,0.716,
1995-01,0.714,
1995-02,0.718,
1995-03,0.705,
1995-04,0.696,
1995-05,0.689,
1995-06,0.663,
1995-07,0.661,
1995-08,0.665,
1995-09,0.667,
1995-10,0.663,
1995-11,0.655,
1995-12,0.648,
1996-01,0.646,
1996-02,0.661,
1996-03,0.670,
1996-04,0.708,
1996-05,0.700,
1996-06,0.670,
1996-07,0.687,
1996-08,0.716,
1996-09,0.718,
1996-10,0.723,
1996-11,0.707,
1996-12,0.694,
1997-01,0.712,
1997-02,0.707,
1997-03,0.700,
1997-04,0.699,
1997-05,0.694,
1997-06,0.665,
1997-07,0.659,
1997-08,0.661,
1997-09,0.662,
1997-10,0.662,
1997-11,0.654,
1997-12,0.651,
1998-01,0.667,
1998-02,0.674,
1998-03,0.704,
1998-04,0.703,
1998-05,0.725,
1998-06,0.704,
1998-07,0.707,
1998-08,0.714,
1998-09,0.709,
1998-10,0.716,
1998-11,0.793,
1998-12,0.717,
1999-01,0.810,
1999-02,0.807,
1999-03,0.805,
1999-04,0.801,
1999-05,0.798,
1999-06,0.782,
1999-07,0.782,
1999-08,0.782,
1999-09,0.782,
1999-10,0.782,
1999-11,0.781,
1999-12,0.775,
2000-01,0.772,
2000-02,0.772,
2000-03,0.772,
2000-04,0.771,
2000-05,0.770,
2000-06,0.770,
2000-07,0.770,
2000-08,0.770,
2000-09,0.768,
2000-10,0.767,
2000-11,0.766,
2000-12,0.764,
2001-01,0.763,
2001-02,0.763,
2001-03,0.763,
2001-04,0.762,
2001-05,0.761,
2001-06,0.760,
2001-07,0.760,
2001-08,0.760,
2001-09,0.760,
2001-10,0.754,
2001-11,0.752,
2001-12,0.752,
2002-01,0.762,
2002-02,0.759,
2002-03,0.759,
2002-04,0.758,
2002-05,0.754,
2002-06,0.752,
2002-07,0.754,
2002-08,0.753,
2002-09,0.748,
2002-10,0.753,
2002-11,0.753,
2002-12,0.752,
2003-01,0.751,
2003-02,0.751,
2003-03,0.751,
2003-04,0.751,
2003-05,0.750,
2003-06,0.748,
2003-07,0.748,
2003-08,0.748,
2003-09,0.748,
2003-10,0.748,
2003-11,0.748,
2003-12,0.748,
2004-01,0.747,
2004-02,0.747,
2004-03,0.747,
2004-04,0.747,
2004-05,0.748,
2004-06,0.748,
2004-07,0.747,
2004-08,0.747,
2004-09,1.536,
2004-10,1.537,
2004-11,1.095,
2004-12,1.094,
2005-01,1.092,
2005-02,1.091,
2005-03,1.090,
2005-04,1.090,
2005-05,0.765,
2005-06,0.765,
2005-07,0.765,
2005-08,0.765,
2005-09,0.765,
2005-10,0.765,
2005-11,0.759,
2005-12,0.757,
2006-01,0.757,
2006-02,0.757,
2006-03,0.757,
2006-04,0.757,
2006-05,0.711,
2006-06,0.711,
2006-07,0.700,
2006-08,0.694,
2006-09,0.688,
2006-10,0.679,
2006-11,0.651,
2006-12,0.608,
2007-01,0.607,
2007-02,0.607,
2007-03,0.607,
2007-04,0.606,
2007-05,0.603,
2007-06,0.586,
2007-07,0.576,
2007-08,0.579,
2007-09,0.572,
2007-10,0.559,
2007-11,0.527,
2007-12,0.397,
2008-01,0.397,
2008-02,0.360,
2008-03,0.360,
2008-04,0.349,
2008-05,0.340,
2008-06,0.340,
2008-07,0.322,
2008-08,0.270,
2008-09,0.270,
2008-10,0.205,
2008-11,0.189,
2008-12,0.010,
2009-01,0.009,
2009-02,0.009,
2009-03,0.009,
2009-04,0.006,
2009-05,0.006,
2009-06,0.009,
2009-07,0.009,
2009-08,0.009,
2009-09,0.009,
2009-10,0.011,
2009-11,0.011,
2009-12,0.011,
2010-01,0.011,
2010-02,0.010,
2010-03,0.010,
2010-04,0.012,
2010-05,0.013,
2010-06,0.016,
2010-07,0.056,
2010-08,0.053,
2010-09,0.052,
2010-10,0.051,
2010-11,0.050,
2010-12,0.049,
2011-01,0.047,
2011-02,0.047,
2011-03,0.065,
2011-04,0.090,
2011-05,0.197,
2011-06,0.291,
2011-07,0.388,
2011-08,0.526,
2011-09,0.681,
2011-10,0.876,
2011-11,1.097,
2011-12,1.337,
2012-01,1.713,
2012-02,2.148,
2012-03,2.301,
2012-04,2.378,
2012-05,2.390,
2012-06,2.367,
2012-07,2.354,
2012-08,2.334,
2012-09,2.374,
2012-10,2.503,
2012-11,2.862,
2012-12,2.848,
2013-01,2.748,
2013-02,2.654,
2013-03,2.437,
2013-04,2.448,
2013-05,2.436,
2013-06,2.434,
2013-07,2.418,
2013-08,2.378,
2013-09,2.343,
2013-10,2.315,
2013-11,2.294,
2013-12,2.354,
2014-01,2.433,
2014-02,2.421,
2014-03,2.426,
2014-04,2.392,
2014-05,2.370,
2014-06,2.379,
2014-07,2.367,
2014-08,2.358,
2014-09,2.301,
2014-10,2.222,
2014-11,2.080,
2014-12,1.948,Provisional value
