"",BBK01.QX8645,BBK01.QX8645_FLAGS
"","All foreign subsidiaries: Claims on non-residents, total / Other EU member states / US dollars",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:16:54,
1995-12,7.785,
1996-01,.,No value available
1996-02,.,No value available
1996-03,.,No value available
1996-04,.,No value available
1996-05,.,No value available
1996-06,.,No value available
1996-07,.,No value available
1996-08,.,No value available
1996-09,.,No value available
1996-10,.,No value available
1996-11,.,No value available
1996-12,11.125,
1997-01,12.988,
1997-02,13.584,
1997-03,12.184,
1997-04,13.853,
1997-05,12.767,
1997-06,16.204,
1997-07,14.665,
1997-08,13.265,
1997-09,17.058,
1997-10,14.304,
1997-11,14.927,
1997-12,14.708,
1998-01,13.283,
1998-02,14.114,
1998-03,17.146,
1998-04,14.117,
1998-05,14.663,
1998-06,14.505,
1998-07,12.972,
1998-08,14.206,
1998-09,12.603,
1998-10,12.812,
1998-11,12.045,
1998-12,13.295,
1999-01,13.066,
1999-02,12.519,
1999-03,13.500,
1999-04,13.079,
1999-05,14.267,
1999-06,26.481,
1999-07,25.626,
1999-08,20.181,
1999-09,20.249,
1999-10,19.625,
1999-11,18.143,
1999-12,15.116,
2000-01,17.352,
2000-02,17.340,
2000-03,18.050,
2000-04,20.829,
2000-05,20.840,
2000-06,18.107,
2000-07,17.404,
2000-08,17.891,
2000-09,17.135,
2000-10,19.109,
2000-11,18.926,
2000-12,15.530,
2001-01,18.729,
2001-02,17.580,
2001-03,18.823,
2001-04,19.751,
2001-05,20.171,
2001-06,22.615,
2001-07,25.498,
2001-08,25.413,
2001-09,29.214,
2001-10,30.545,
2001-11,30.904,
2001-12,27.242,
2002-01,27.932,
2002-02,28.483,
2002-03,21.152,
2002-04,25.312,
2002-05,21.203,
2002-06,19.049,
2002-07,19.907,
2002-08,21.812,
2002-09,20.610,
2002-10,25.861,
2002-11,30.365,
2002-12,30.912,
2003-01,13.918,
2003-02,16.439,
2003-03,14.620,
2003-04,14.980,
2003-05,15.981,
2003-06,14.754,
2003-07,23.231,
2003-08,22.660,
2003-09,24.081,
2003-10,17.914,
2003-11,20.794,
2003-12,18.587,
2004-01,17.479,
2004-02,19.290,
2004-03,12.929,
2004-04,17.797,
2004-05,15.111,
2004-06,16.463,
2004-07,18.472,
2004-08,19.094,
2004-09,20.580,
2004-10,19.827,
2004-11,19.166,
2004-12,18.339,
2005-01,19.790,
2005-02,17.490,
2005-03,17.176,
2005-04,16.225,
2005-05,15.284,
2005-06,14.880,
2005-07,15.191,
2005-08,14.645,
2005-09,13.655,
2005-10,16.008,
2005-11,16.604,
2005-12,15.366,
2006-01,13.076,
2006-02,15.134,
2006-03,14.157,
2006-04,14.115,
2006-05,15.911,
2006-06,14.373,
2006-07,15.172,
2006-08,14.498,
2006-09,16.151,
2006-10,16.634,
2006-11,16.341,
2006-12,17.621,
2007-01,16.876,
2007-02,13.122,
2007-03,9.515,
2007-04,9.595,
2007-05,10.898,
2007-06,10.666,
2007-07,9.545,
2007-08,11.852,
2007-09,10.571,
2007-10,9.997,
2007-11,9.116,
2007-12,9.076,
2008-01,9.094,
2008-02,9.578,
2008-03,8.700,
2008-04,10.169,
2008-05,9.206,
2008-06,9.425,
2008-07,12.090,
2008-08,12.169,
2008-09,11.715,
2008-10,14.259,
2008-11,9.708,
2008-12,7.612,
2009-01,9.802,
2009-02,8.269,
2009-03,6.560,
2009-04,8.280,
2009-05,7.495,
2009-06,6.684,
2009-07,6.056,
2009-08,5.810,
2009-09,4.852,
2009-10,5.248,
2009-11,5.089,
2009-12,5.023,
2010-01,4.056,
2010-02,3.887,
2010-03,3.766,
2010-04,3.679,
2010-05,4.354,
2010-06,4.296,
2010-07,3.956,
2010-08,3.770,
2010-09,3.238,
2010-10,3.398,
2010-11,2.952,
2010-12,2.453,
2011-01,3.593,
2011-02,2.874,
2011-03,2.461,
2011-04,2.287,
2011-05,2.592,
2011-06,2.399,
2011-07,3.076,
2011-08,2.967,
2011-09,2.708,
2011-10,2.089,
2011-11,2.589,
2011-12,3.245,
2012-01,2.708,
2012-02,3.163,
2012-03,3.294,
2012-04,3.490,
2012-05,3.423,
2012-06,4.158,
2012-07,2.741,
2012-08,3.249,
2012-09,3.402,
2012-10,4.217,
2012-11,5.273,
2012-12,5.710,
2013-01,5.773,
2013-02,5.839,
2013-03,7.026,
2013-04,5.454,
2013-05,6.790,
2013-06,6.615,
2013-07,5.765,
2013-08,7.627,
2013-09,5.799,
2013-10,5.291,
2013-11,5.733,
2013-12,5.806,
2014-01,4.189,
2014-02,4.686,
2014-03,5.130,
2014-04,4.505,
2014-05,4.461,
2014-06,4.413,
2014-07,4.709,
2014-08,3.963,
2014-09,3.852,
2014-10,3.793,
2014-11,3.885,
