"",BBK01.OUE375,BBK01.OUE375_FLAGS
"",Lending to the foreign general government / Total / Branches of foreign banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:00:37,
1999-01,0.788,
1999-02,1.500,
1999-03,1.242,
1999-04,1.809,
1999-05,1.785,
1999-06,1.856,
1999-07,1.989,
1999-08,1.840,
1999-09,1.543,
1999-10,1.845,
1999-11,2.082,
1999-12,2.145,
2000-01,1.496,
2000-02,1.021,
2000-03,0.809,
2000-04,0.895,
2000-05,0.818,
2000-06,1.013,
2000-07,0.975,
2000-08,0.991,
2000-09,0.775,
2000-10,0.793,
2000-11,0.768,
2000-12,0.889,
2001-01,0.845,
2001-02,0.794,
2001-03,0.775,
2001-04,0.707,
2001-05,0.720,
2001-06,0.641,
2001-07,0.601,
2001-08,0.591,
2001-09,0.578,
2001-10,0.611,
2001-11,0.439,
2001-12,0.636,
2002-01,1.298,
2002-02,0.791,
2002-03,0.800,
2002-04,0.876,
2002-05,1.421,
2002-06,1.041,
2002-07,0.853,
2002-08,0.878,
2002-09,0.911,
2002-10,0.973,
2002-11,0.959,
2002-12,1.008,
2003-01,0.736,
2003-02,0.743,
2003-03,0.772,
2003-04,0.839,
2003-05,0.760,
2003-06,0.525,
2003-07,1.204,
2003-08,1.043,
2003-09,1.150,
2003-10,1.236,
2003-11,1.598,
2003-12,2.247,
2004-01,2.354,
2004-02,2.352,
2004-03,2.326,
2004-04,1.864,
2004-05,1.822,
2004-06,1.659,
2004-07,1.362,
2004-08,1.333,
2004-09,0.948,
2004-10,1.009,
2004-11,1.113,
2004-12,1.098,
2005-01,0.540,
2005-02,0.289,
2005-03,0.190,
2005-04,0.187,
2005-05,0.191,
2005-06,0.264,
2005-07,0.203,
2005-08,0.200,
2005-09,0.200,
2005-10,0.199,
2005-11,0.200,
2005-12,0.206,
2006-01,0.201,
2006-02,0.263,
2006-03,0.256,
2006-04,0.252,
2006-05,0.232,
2006-06,0.187,
2006-07,0.267,
2006-08,0.291,
2006-09,0.262,
2006-10,0.213,
2006-11,0.213,
2006-12,0.223,
2007-01,0.260,
2007-02,0.305,
2007-03,0.258,
2007-04,0.258,
2007-05,0.259,
2007-06,0.255,
2007-07,0.227,
2007-08,0.207,
2007-09,0.227,
2007-10,0.222,
2007-11,0.201,
2007-12,0.169,
2008-01,0.325,
2008-02,0.227,
2008-03,0.331,
2008-04,0.298,
2008-05,0.287,
2008-06,0.275,
2008-07,0.265,
2008-08,0.283,
2008-09,0.296,
2008-10,0.325,
2008-11,0.320,
2008-12,0.299,
2009-01,0.293,
2009-02,0.314,
2009-03,0.312,
2009-04,0.299,
2009-05,0.257,
2009-06,0.251,
2009-07,0.250,
2009-08,0.250,
2009-09,0.246,
2009-10,0.245,
2009-11,0.245,
2009-12,0.249,
2010-01,0.242,
2010-02,0.237,
2010-03,0.397,
2010-04,0.415,
2010-05,0.415,
2010-06,0.393,
2010-07,0.392,
2010-08,0.383,
2010-09,0.706,
2010-10,0.217,
2010-11,0.208,
2010-12,0.220,
2011-01,0.213,
2011-02,0.210,
2011-03,0.192,
2011-04,0.197,
2011-05,0.212,
2011-06,0.228,
2011-07,0.226,
2011-08,0.195,
2011-09,0.213,
2011-10,0.237,
2011-11,0.233,
2011-12,0.444,
2012-01,0.376,
2012-02,0.376,
2012-03,0.359,
2012-04,0.351,
2012-05,0.344,
2012-06,0.338,
2012-07,0.337,
2012-08,0.338,
2012-09,0.340,
2012-10,0.332,
2012-11,0.325,
2012-12,0.330,
2013-01,0.312,
2013-02,0.319,
2013-03,0.427,
2013-04,0.413,
2013-05,0.408,
2013-06,0.410,
2013-07,0.385,
2013-08,0.389,
2013-09,0.357,
2013-10,0.354,
2013-11,0.351,
2013-12,0.651,
2014-01,0.878,
2014-02,1.138,
2014-03,1.385,
2014-04,1.657,
2014-05,1.725,
2014-06,2.522,
2014-07,4.055,
2014-08,4.244,
2014-09,4.204,
2014-10,3.933,
2014-11,3.831,
2014-12,2.901,Provisional value
