"",BBK01.QUX137,BBK01.QUX137_FLAGS
"",All foreign subsidiaries: Long-term loans and advances to non-residents / EU member states / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:13:59,
2001-12,98.730,
2002-01,99.843,
2002-02,99.729,
2002-03,101.531,
2002-04,88.064,
2002-05,88.442,
2002-06,87.390,
2002-07,88.033,
2002-08,86.560,
2002-09,86.694,
2002-10,86.822,
2002-11,86.680,
2002-12,85.020,
2003-01,82.344,
2003-02,83.165,
2003-03,83.551,
2003-04,83.424,
2003-05,83.194,
2003-06,83.264,
2003-07,83.092,
2003-08,85.181,
2003-09,83.793,
2003-10,81.483,
2003-11,81.175,
2003-12,81.654,
2004-01,81.767,
2004-02,81.504,
2004-03,82.699,
2004-04,83.934,
2004-05,102.685,
2004-06,103.643,
2004-07,104.488,
2004-08,103.604,
2004-09,104.129,
2004-10,104.476,
2004-11,106.881,
2004-12,109.477,
2005-01,108.274,
2005-02,109.166,
2005-03,109.066,
2005-04,108.599,
2005-05,108.766,
2005-06,108.990,
2005-07,109.803,
2005-08,113.356,
2005-09,114.132,
2005-10,114.834,
2005-11,114.449,
2005-12,115.190,
2006-01,113.934,
2006-02,115.241,
2006-03,115.144,
2006-04,116.395,
2006-05,125.806,
2006-06,122.430,
2006-07,122.260,
2006-08,122.833,
2006-09,124.838,
2006-10,126.301,
2006-11,122.923,
2006-12,125.683,
2007-01,63.136,
2007-02,63.563,
2007-03,64.009,
2007-04,64.271,
2007-05,64.790,
2007-06,66.826,
2007-07,67.080,
2007-08,67.262,
2007-09,69.010,
2007-10,69.377,
2007-11,70.378,
2007-12,84.312,
2008-01,85.465,
2008-02,86.891,
2008-03,86.862,
2008-04,88.286,
2008-05,89.502,
2008-06,91.388,
2008-07,94.142,
2008-08,94.536,
2008-09,96.895,
2008-10,98.930,
2008-11,101.175,
2008-12,100.719,
2009-01,100.604,
2009-02,100.910,
2009-03,101.367,
2009-04,102.515,
2009-05,101.201,
2009-06,101.124,
2009-07,99.943,
2009-08,99.066,
2009-09,97.633,
2009-10,97.409,
2009-11,97.686,
2009-12,76.825,
2010-01,78.978,
2010-02,78.773,
2010-03,79.123,
2010-04,82.991,
2010-05,85.377,
2010-06,84.775,
2010-07,89.455,
2010-08,89.428,
2010-09,88.892,
2010-10,88.966,
2010-11,90.187,
2010-12,90.899,
2011-01,89.978,
2011-02,88.842,
2011-03,87.602,
2011-04,88.745,
2011-05,92.865,
2011-06,92.676,
2011-07,92.579,
2011-08,89.876,
2011-09,88.959,
2011-10,88.235,
2011-11,87.962,
2011-12,89.496,
2012-01,90.026,
2012-02,91.073,
2012-03,91.162,
2012-04,91.863,
2012-05,90.815,
2012-06,89.796,
2012-07,89.233,
2012-08,91.953,
2012-09,90.138,
2012-10,86.408,
2012-11,85.433,
2012-12,87.031,
2013-01,86.769,
2013-02,86.529,
2013-03,85.049,
2013-04,84.700,
2013-05,81.777,
2013-06,81.096,
2013-07,80.057,
2013-08,79.628,
2013-09,79.703,
2013-10,79.425,
2013-11,79.224,
2013-12,78.721,
2014-01,76.822,
2014-02,76.444,
2014-03,77.424,
2014-04,76.459,
2014-05,76.605,
2014-06,74.627,
2014-07,74.702,
2014-08,74.347,
2014-09,70.440,
2014-10,70.741,
2014-11,64.469,
