"",BBK01.BQ1614,BBK01.BQ1614_FLAGS
"",Debt of the ERP Special Fund - bonds,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:35:58,
1991-01,-,Nothing exists
1991-04,-,Nothing exists
1991-07,-,Nothing exists
1991-10,-,Nothing exists
1992-01,-,Nothing exists
1992-04,1740.4,
1992-07,2419.9,
1992-10,2369.0,
1993-01,2400.7,
1993-04,4702.0,
1993-07,4729.2,
1993-10,4764.1,
1994-01,4786.2,
1994-04,4848.0,
1994-07,5013.4,
1994-10,5265.4,
1995-01,5421.7,
1995-04,5434.8,
1995-07,5467.9,
1995-10,5493.8,
1996-01,5516.2,
1996-04,5517.3,
1996-07,5476.0,
1996-10,5496.2,
1997-01,5470.6,
1997-04,5524.3,
1997-07,5494.3,
1997-10,5526.9,
1998-01,5527.3,
1998-04,5470.9,
1998-07,6095.3,
1998-10,6106.7,
1999-01,6425.8,
1999-04,6408.1,
1999-07,6330.8,
1999-10,6249.7,
2000-01,6428.9,
2000-04,6604.5,
2000-07,7035.6,
2000-10,7585.1,
2001-01,7972.4,
2001-04,8419.7,
2001-07,9441.8,
2001-10,9462.4,
2002-01,9701.1,
2002-04,10051.7,
2002-07,10045.0,
2002-10,10143.9,
2003-01,10138.3,
2003-04,10168.5,
2003-07,10168.5,
2003-10,10168.5,
2004-01,10168.6,
2004-04,10168.6,
2004-07,10168.6,
2004-10,10168.6,
2005-01,10168.6,
2005-04,10168.6,
2005-07,10168.6,
2005-10,10168.6,
2006-01,10168.6,
2006-04,10168.6,
2006-07,10168.6,
2006-10,10168.6,
2007-01,10168.6,
2007-04,10168.6,comment
2007-07,-,Nothing exists
2007-10,-,Nothing exists
2008-01,-,Nothing exists
2008-04,-,Nothing exists
2008-07,-,Nothing exists
2008-10,-,Nothing exists
2009-01,-,Nothing exists
2009-04,-,Nothing exists
2009-07,-,Nothing exists
2009-10,-,Nothing exists
2010-01,-,Nothing exists
2010-04,-,Nothing exists
2010-07,-,Nothing exists
2010-10,-,Nothing exists
2011-01,-,Nothing exists
2011-04,-,Nothing exists
2011-07,-,Nothing exists
2011-10,-,Nothing exists
2012-01,-,Nothing exists
2012-04,-,Nothing exists
2012-07,-,Nothing exists
2012-10,-,Nothing exists
2013-01,-,Nothing exists
2013-04,-,Nothing exists
2013-07,-,Nothing exists
2013-10,-,Nothing exists
2014-01,-,Nothing exists
2014-04,-,Nothing exists
2014-07,-,Nothing exists
"","General: On 1 July 2007, central government assumed joint responsibility for the debts of the ERP Special Fund.",
