"",BBK01.TUD414,BBK01.TUD414_FLAGS
"",Lending to non-banks (non-MFIs) in the euro area / in the home country / Enterprises and households / Securities / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:00,
1979-12,12008,
1980-01,12138,
1980-02,12209,
1980-03,12227,
1980-04,12212,
1980-05,12245,
1980-06,12247,
1980-07,12125,
1980-08,12306,
1980-09,12151,
1980-10,12388,
1980-11,12579,
1980-12,12589,
1981-01,12308,
1981-02,12361,
1981-03,12104,
1981-04,12175,
1981-05,12221,
1981-06,12286,
1981-07,12303,
1981-08,12463,
1981-09,12386,
1981-10,12812,
1981-11,12760,
1981-12,12286,
1982-01,12663,
1982-02,12722,
1982-03,12587,
1982-04,12580,
1982-05,12943,
1982-06,13548,
1982-07,13480,
1982-08,13498,
1982-09,13773,
1982-10,14077,
1982-11,13751,
1982-12,13428,
1983-01,13418,
1983-02,13284,
1983-03,13446,
1983-04,13457,
1983-05,13401,
1983-06,13505,
1983-07,13515,
1983-08,13723,
1983-09,14071,
1983-10,14115,
1983-11,14192,
1983-12,14382,
1984-01,14478,
1984-02,14718,
1984-03,14922,
1984-04,14845,
1984-05,15151,
1984-06,15127,
1984-07,15217,
1984-08,15112,
1984-09,15285,
1984-10,15243,
1984-11,15225,
1984-12,15876,
1985-01,16389,
1985-02,16474,
1985-03,16328,
1985-04,16230,
1985-05,16645,
1985-06,16876,
1985-07,17008,
1985-08,16720,
1985-09,17457,
1985-10,17749,
1985-11,17707,
1985-12,17899,
1986-01,18265,
1986-02,17916,
1986-03,18197,
1986-04,18822,
1986-05,19070,
1986-06,19954,
1986-07,20467,
1986-08,19981,
1986-09,19902,
1986-10,20202,
1986-11,20699,
1986-12,20055,
1987-01,20262,
1987-02,20924,
1987-03,21321,
1987-04,20878,
1987-05,20879,
1987-06,21813,
1987-07,22352,
1987-08,23205,
1987-09,23709,
1987-10,24131,
1987-11,24399,
1987-12,24797,
1988-01,23711,
1988-02,24342,
1988-03,24368,
1988-04,24811,
1988-05,24979,
1988-06,24979,
1988-07,25153,
1988-08,25077,
1988-09,25412,
1988-10,25512,
1988-11,26795,
1988-12,26795,
1989-01,26931,
1989-02,27234,
1989-03,27664,
1989-04,27904,
1989-05,27683,
1989-06,27659,
1989-07,27906,
1989-08,27907,
1989-09,28514,
1989-10,29578,
1989-11,29466,
1989-12,30699,
1990-01,32671,
1990-02,32854,
1990-03,34107,
1990-04,34780,
1990-05,34761,
1990-06,34831,
1990-07,35873,
1990-08,36682,
