"",BBK01.TS1384,BBK01.TS1384_FLAGS
"",Credit to households and non-profit institutions serving households / Loans / Consumer credit / All maturities / Domestic / Outstanding amounts at the end of the month (stocks) / Seasonally adjusted,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-27 09:16:27,
2003-01,199.4,
2003-02,195.1,
2003-03,201.8,
2003-04,199.6,
2003-05,199.1,
2003-06,201.2,
2003-07,200.8,
2003-08,185.8,
2003-09,174.0,
2003-10,174.9,
2003-11,173.5,
2003-12,174.0,
2004-01,172.5,
2004-02,172.4,
2004-03,171.4,
2004-04,171.5,
2004-05,170.9,
2004-06,174.1,
2004-07,174.2,
2004-08,174.2,
2004-09,174.3,
2004-10,173.9,
2004-11,173.1,
2004-12,173.5,
2005-01,173.8,
2005-02,172.8,
2005-03,172.3,
2005-04,172.0,
2005-05,172.2,
2005-06,172.1,
2005-07,171.5,
2005-08,171.8,
2005-09,171.9,
2005-10,171.8,
2005-11,171.0,
2005-12,170.1,
2006-01,170.3,
2006-02,170.5,
2006-03,169.1,
2006-04,169.2,
2006-05,170.1,
2006-06,169.6,
2006-07,170.2,
2006-08,170.3,
2006-09,169.1,
2006-10,168.9,
2006-11,168.5,
2006-12,166.7,
2007-01,166.9,
2007-02,166.6,
2007-03,166.1,
2007-04,165.9,
2007-05,165.7,
2007-06,165.8,
2007-07,167.6,
2007-08,166.5,
2007-09,166.7,
2007-10,167.7,
2007-11,168.1,
2007-12,167.9,
2008-01,168.0,
2008-02,168.3,
2008-03,168.8,
2008-04,168.7,
2008-05,169.3,
2008-06,169.9,
2008-07,169.3,
2008-08,168.7,
2008-09,169.6,
2008-10,170.0,
2008-11,169.9,
2008-12,172.2,
2009-01,172.4,
2009-02,173.6,
2009-03,174.6,
2009-04,175.1,
2009-05,175.1,
2009-06,175.7,
2009-07,176.2,
2009-08,175.0,
2009-09,176.4,
2009-10,176.4,
2009-11,176.5,
2009-12,177.8,
2010-01,176.5,
2010-02,176.5,
2010-03,176.8,
2010-04,177.9,
2010-05,179.2,
2010-06,183.9,
2010-07,183.6,
2010-08,183.2,
2010-09,182.4,
2010-10,182.9,
2010-11,185.0,
2010-12,184.4,
2011-01,182.3,
2011-02,181.9,
2011-03,181.8,
2011-04,182.4,
2011-05,183.5,
2011-06,181.9,
2011-07,181.5,
2011-08,184.6,
2011-09,184.1,
2011-10,184.5,
2011-11,184.7,
2011-12,185.2,
2012-01,186.1,
2012-02,186.6,
2012-03,185.7,
2012-04,187.0,
2012-05,187.1,
2012-06,184.6,
2012-07,185.3,
2012-08,184.4,
2012-09,182.8,
2012-10,182.7,
2012-11,181.4,
2012-12,179.6,
2013-01,178.9,
2013-02,178.4,
2013-03,177.9,
2013-04,178.0,
2013-05,178.1,
2013-06,177.5,
2013-07,177.3,
2013-08,177.4,
2013-09,174.7,
2013-10,174.3,
2013-11,174.2,
2013-12,174.7,
2014-01,174.5,
2014-02,174.9,
2014-03,175.8,
2014-04,175.0,
2014-05,173.2,
2014-06,174.1,
2014-07,174.1,
2014-08,173.3,
2014-09,173.7,
2014-10,174.2,
2014-11,172.9,
2014-12,172.8,Provisional value
2015-01,172.3,
