"",BBK01.QUX103,BBK01.QUX103_FLAGS
"",All foreign subsidiaries: Short-term loans and advances to foreign banks / Russian Federation / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:18:45,
2001-12,0.132,
2002-01,0.135,
2002-02,0.147,
2002-03,0.151,
2002-04,0.125,
2002-05,0.141,
2002-06,0.198,
2002-07,0.217,
2002-08,0.205,
2002-09,0.188,
2002-10,0.204,
2002-11,0.242,
2002-12,0.179,
2003-01,0.170,
2003-02,0.322,
2003-03,0.211,
2003-04,0.208,
2003-05,0.440,
2003-06,0.459,
2003-07,0.367,
2003-08,0.397,
2003-09,0.288,
2003-10,0.347,
2003-11,0.349,
2003-12,1.064,
2004-01,1.047,
2004-02,0.840,
2004-03,0.640,
2004-04,0.547,
2004-05,0.471,
2004-06,0.416,
2004-07,0.510,
2004-08,0.527,
2004-09,0.501,
2004-10,0.748,
2004-11,0.956,
2004-12,0.973,
2005-01,0.794,
2005-02,0.791,
2005-03,0.838,
2005-04,0.772,
2005-05,0.985,
2005-06,0.818,
2005-07,0.867,
2005-08,0.867,
2005-09,0.826,
2005-10,1.271,
2005-11,1.633,
2005-12,1.030,
2006-01,0.955,
2006-02,1.129,
2006-03,1.104,
2006-04,1.076,
2006-05,1.227,
2006-06,1.105,
2006-07,1.265,
2006-08,1.670,
2006-09,1.613,
2006-10,1.363,
2006-11,1.673,
2006-12,1.660,
2007-01,0.392,
2007-02,0.587,
2007-03,0.525,
2007-04,0.664,
2007-05,0.505,
2007-06,0.889,
2007-07,0.480,
2007-08,0.484,
2007-09,0.475,
2007-10,0.426,
2007-11,0.474,
2007-12,0.940,
2008-01,0.722,
2008-02,0.492,
2008-03,0.793,
2008-04,0.801,
2008-05,0.529,
2008-06,0.870,
2008-07,1.455,
2008-08,0.860,
2008-09,0.963,
2008-10,0.578,
2008-11,2.094,
2008-12,2.158,
2009-01,1.085,
2009-02,1.061,
2009-03,0.501,
2009-04,0.335,
2009-05,0.291,
2009-06,1.016,
2009-07,0.258,
2009-08,0.293,
2009-09,0.433,
2009-10,0.281,
2009-11,0.309,
2009-12,0.310,
2010-01,0.393,
2010-02,0.304,
2010-03,0.411,
2010-04,0.267,
2010-05,0.377,
2010-06,0.335,
2010-07,0.272,
2010-08,0.561,
2010-09,0.656,
2010-10,0.546,
2010-11,0.298,
2010-12,0.679,
2011-01,0.373,
2011-02,0.450,
2011-03,0.519,
2011-04,0.464,
2011-05,0.421,
2011-06,0.424,
2011-07,0.484,
2011-08,0.522,
2011-09,0.394,
2011-10,0.316,
2011-11,0.335,
2011-12,0.330,
2012-01,0.509,
2012-02,0.518,
2012-03,0.513,
2012-04,0.499,
2012-05,0.618,
2012-06,0.643,
2012-07,0.385,
2012-08,0.460,
2012-09,0.488,
2012-10,0.329,
2012-11,0.281,
2012-12,0.279,
2013-01,0.253,
2013-02,0.302,
2013-03,0.279,
2013-04,0.228,
2013-05,0.180,
2013-06,0.235,
2013-07,0.238,
2013-08,0.171,
2013-09,0.182,
2013-10,0.156,
2013-11,0.131,
2013-12,0.348,
2014-01,0.174,
2014-02,0.233,
2014-03,0.217,
2014-04,0.147,
2014-05,0.206,
2014-06,0.275,
2014-07,0.226,
2014-08,0.226,
2014-09,0.182,
2014-10,0.339,
2014-11,0.474,
