"",BBK01.OEHB13H,BBK01.OEHB13H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:14,
2002-01,26.694,
2002-04,26.651,
2002-07,26.592,
2002-10,26.545,
2003-01,26.230,
2003-04,26.144,
2003-07,26.021,
2003-10,25.939,
2004-01,25.679,
2004-04,25.712,
2004-07,25.628,
2004-10,25.483,
2005-01,25.212,
2005-04,25.110,
2005-07,25.073,
2005-10,25.137,
2006-01,25.027,
2006-04,25.107,
2006-07,25.300,
2006-10,25.312,
2007-01,25.237,
2007-04,25.400,
2007-07,25.656,
2007-10,25.724,
2008-01,25.565,
2008-04,25.572,
2008-07,25.511,
2008-10,25.402,
2009-01,25.066,
2009-04,25.138,
2009-07,25.332,
2009-10,25.375,
2010-01,25.402,
2010-04,25.834,
2010-07,26.004,
2010-10,26.034,
2011-01,25.980,
2011-04,26.046,
2011-07,26.099,
2011-10,26.200,
2012-01,26.147,
2012-04,26.316,
2012-07,26.458,
2012-10,26.598,
2013-01,26.555,
2013-04,26.572,
2013-07,26.621,
2013-10,26.552,
2014-01,26.512,
2014-04,26.637,
2014-07,26.701,
