"",BBK01.OUL353,BBK01.OUL353_FLAGS
"",Loans to the federal states for up to and including one year / Credit cooperatives,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:56:35,
1999-01,0.053,
1999-02,0.052,
1999-03,0.148,
1999-04,0.086,
1999-05,0.111,
1999-06,0.056,
1999-07,0.055,
1999-08,0.100,
1999-09,0.053,
1999-10,0.051,
1999-11,0.065,
1999-12,0.026,
2000-01,0.018,
2000-02,0.061,
2000-03,0.103,
2000-04,0.008,
2000-05,0.009,
2000-06,0.009,
2000-07,0.090,
2000-08,0.110,
2000-09,0.014,
2000-10,0.015,
2000-11,0.013,
2000-12,0.060,
2001-01,0.005,
2001-02,0.056,
2001-03,0.051,
2001-04,0.001,
2001-05,-,Nothing exists
2001-06,0.001,
2001-07,0.004,
2001-08,-,Nothing exists
2001-09,-,Nothing exists
2001-10,0.002,
2001-11,0.007,
2001-12,0.008,
2002-01,0.006,
2002-02,0.006,
2002-03,0.001,
2002-04,0.121,
2002-05,0.001,
2002-06,0.001,
2002-07,0.004,
2002-08,0.005,
2002-09,0.004,
2002-10,0.074,
2002-11,0.074,
2002-12,0.020,
2003-01,0.015,
2003-02,0.016,
2003-03,0.018,
2003-04,0.017,
2003-05,0.021,
2003-06,0.023,
2003-07,0.024,
2003-08,0.015,
2003-09,0.018,
2003-10,0.071,
2003-11,0.046,
2003-12,0.257,
2004-01,0.054,
2004-02,0.053,
2004-03,0.009,
2004-04,0.009,
2004-05,0.003,
2004-06,0.003,
2004-07,0.006,
2004-08,0.007,
2004-09,0.007,
2004-10,0.015,
2004-11,0.018,
2004-12,0.113,
2005-01,0.024,
2005-02,0.017,
2005-03,0.016,
2005-04,0.017,
2005-05,0.016,
2005-06,0.014,
2005-07,0.014,
2005-08,0.014,
2005-09,0.013,
2005-10,0.011,
2005-11,0.012,
2005-12,0.095,
2006-01,0.105,
2006-02,0.007,
2006-03,0.007,
2006-04,0.007,
2006-05,0.007,
2006-06,0.003,
2006-07,0.005,
2006-08,0.003,
2006-09,0.004,
2006-10,0.028,
2006-11,0.027,
2006-12,0.052,
2007-01,0.053,
2007-02,0.027,
2007-03,0.029,
2007-04,0.032,
2007-05,0.131,
2007-06,0.031,
2007-07,0.031,
2007-08,0.028,
2007-09,0.028,
2007-10,0.003,
2007-11,0.016,
2007-12,0.071,
2008-01,0.016,
2008-02,0.013,
2008-03,0.013,
2008-04,0.011,
2008-05,0.010,
2008-06,0.010,
2008-07,0.010,
2008-08,0.015,
2008-09,0.012,
2008-10,0.315,
2008-11,0.329,
2008-12,0.341,
2009-01,0.252,
2009-02,0.042,
2009-03,0.020,
2009-04,0.010,
2009-05,0.004,
2009-06,0.004,
2009-07,0.005,
2009-08,0.006,
2009-09,0.006,
2009-10,-,Nothing exists
2009-11,0.151,
2009-12,0.025,
2010-01,0.012,
2010-02,0.263,
2010-03,0.013,
2010-04,0.312,
2010-05,0.011,
2010-06,0.001,
2010-07,0.301,
2010-08,0.001,
2010-09,0.001,
2010-10,0.011,
2010-11,0.001,
2010-12,0.001,
2011-01,-,Nothing exists
2011-02,-,Nothing exists
2011-03,-,Nothing exists
2011-04,-,Nothing exists
2011-05,-,Nothing exists
2011-06,-,Nothing exists
2011-07,0.012,
2011-08,0.001,
2011-09,-,Nothing exists
2011-10,0.002,
2011-11,0.002,
2011-12,0.002,
2012-01,0.004,
2012-02,-,Nothing exists
2012-03,-,Nothing exists
2012-04,-,Nothing exists
2012-05,-,Nothing exists
2012-06,-,Nothing exists
2012-07,-,Nothing exists
2012-08,-,Nothing exists
2012-09,-,Nothing exists
2012-10,-,Nothing exists
2012-11,-,Nothing exists
2012-12,0.010,
2013-01,-,Nothing exists
2013-02,-,Nothing exists
2013-03,-,Nothing exists
2013-04,0.001,
2013-05,0.001,
2013-06,-,Nothing exists
2013-07,-,Nothing exists
2013-08,-,Nothing exists
2013-09,-,Nothing exists
2013-10,-,Nothing exists
2013-11,-,Nothing exists
2013-12,-,Nothing exists
2014-01,-,Nothing exists
2014-02,-,Nothing exists
2014-03,-,Nothing exists
2014-04,0.003,
2014-05,0.004,
2014-06,0.005,
2014-07,0.016,
2014-08,0.016,
2014-09,0.017,
2014-10,0.019,
2014-11,0.018,
2014-12,0.036,Provisional value
