"",BBK01.QUK917,BBK01.QUK917_FLAGS
"",Consolidated German banks: Loans and advances to foreign general government / Other European countries / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:32:52,
2002-03,12.956,
2002-04,11.537,
2002-05,11.956,
2002-06,11.725,
2002-07,11.640,
2002-08,11.651,
2002-09,11.782,
2002-10,11.971,
2002-11,12.009,
2002-12,12.264,
2003-01,12.683,
2003-02,12.962,
2003-03,12.155,
2003-04,12.118,
2003-05,12.173,
2003-06,12.684,
2003-07,13.594,
2003-08,13.695,
2003-09,13.287,
2003-10,13.562,
2003-11,13.181,
2003-12,13.452,
2004-01,13.234,
2004-02,13.474,
2004-03,13.257,
2004-04,13.318,
2004-05,11.481,
2004-06,11.311,
2004-07,11.240,
2004-08,11.409,
2004-09,11.361,
2004-10,11.927,
2004-11,12.163,
2004-12,12.031,
2005-01,11.979,
2005-02,12.086,
2005-03,12.209,
2005-04,12.120,
2005-05,13.776,
2005-06,13.984,
2005-07,13.665,
2005-08,13.264,
2005-09,13.809,
2005-10,13.557,
2005-11,13.821,
2005-12,11.594,
2006-01,11.662,
2006-02,11.502,
2006-03,11.349,
2006-04,11.353,
2006-05,11.151,
2006-06,11.575,
2006-07,11.324,
2006-08,11.520,
2006-09,11.137,
2006-10,11.567,
2006-11,12.018,
2006-12,11.863,
2007-01,11.239,
2007-02,11.661,
2007-03,12.161,
2007-04,12.816,
2007-05,13.704,
2007-06,14.111,
2007-07,19.182,
2007-08,19.379,
2007-09,19.972,
2007-10,19.283,
2007-11,18.203,
2007-12,14.845,
2008-01,16.805,
2008-02,17.931,
2008-03,17.692,
2008-04,19.653,
2008-05,21.316,
2008-06,14.594,
2008-07,16.174,
2008-08,15.544,
2008-09,14.810,
2008-10,15.276,
2008-11,16.625,
2008-12,11.960,
2009-01,14.550,
2009-02,12.305,
2009-03,9.779,
2009-04,11.758,
2009-05,10.809,
2009-06,9.684,
2009-07,14.271,
2009-08,10.182,
2009-09,9.396,
2009-10,10.109,
2009-11,8.422,
2009-12,7.577,
2010-01,7.725,
2010-02,7.476,
2010-03,7.545,
2010-04,7.237,
2010-05,7.064,
2010-06,7.400,
2010-07,7.633,
2010-08,8.583,
2010-09,8.645,
2010-10,9.480,
2010-11,8.792,
2010-12,8.422,
2011-01,8.564,
2011-02,8.412,
2011-03,8.645,
2011-04,8.410,
2011-05,8.742,
2011-06,10.004,
2011-07,9.237,
2011-08,8.989,
2011-09,8.364,
2011-10,5.942,
2011-11,5.844,
2011-12,5.774,
2012-01,5.550,
2012-02,5.525,
2012-03,5.390,
2012-04,5.334,
2012-05,5.053,
2012-06,4.812,
2012-07,4.889,
2012-08,4.879,
2012-09,4.837,
2012-10,4.353,
2012-11,4.653,
2012-12,4.424,
2013-01,4.622,
2013-02,4.503,
2013-03,4.335,
2013-04,4.112,
2013-05,4.063,
2013-06,4.101,
2013-07,4.090,
2013-08,3.936,
2013-09,3.924,
2013-10,3.859,
2013-11,4.133,
2013-12,4.010,
2014-01,4.112,
2014-02,4.131,
2014-03,4.057,
2014-04,3.606,
2014-05,3.937,
2014-06,4.283,
2014-07,4.453,
2014-08,4.458,
2014-09,4.643,
2014-10,4.364,
