"",BBK01.XS8856,BBK01.XS8856_FLAGS
"",Exports / Product Classification for Production Statistics from 2002 / 34 vehicles / Seasonally adjusted,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-28 07:39:12,
1995-01,4.88,
1995-02,4.70,
1995-03,4.68,
1995-04,5.02,
1995-05,4.96,
1995-06,4.85,
1995-07,4.44,
1995-08,4.50,
1995-09,5.00,
1995-10,4.81,
1995-11,4.87,
1995-12,5.17,
1996-01,5.22,
1996-02,5.10,
1996-03,5.37,
1996-04,5.30,
1996-05,5.19,
1996-06,5.11,
1996-07,5.32,
1996-08,5.74,
1996-09,5.55,
1996-10,5.82,
1996-11,5.86,
1996-12,5.79,
1997-01,5.94,
1997-02,5.93,
1997-03,6.21,
1997-04,5.95,
1997-05,6.23,
1997-06,6.31,
1997-07,6.74,
1997-08,6.29,
1997-09,6.66,
1997-10,6.66,
1997-11,6.20,
1997-12,7.39,
1998-01,6.55,
1998-02,7.29,
1998-03,6.92,
1998-04,7.17,
1998-05,7.36,
1998-06,7.35,
1998-07,7.62,
1998-08,7.01,
1998-09,7.08,
1998-10,7.53,
1998-11,7.55,
1998-12,7.42,
1999-01,7.54,
1999-02,6.87,
1999-03,7.55,
1999-04,7.78,
1999-05,7.64,
1999-06,7.76,
1999-07,7.59,
1999-08,8.09,
1999-09,7.73,
1999-10,7.72,
1999-11,8.20,
1999-12,7.55,
2000-01,7.74,
2000-02,8.58,
2000-03,8.78,
2000-04,8.76,
2000-05,8.93,
2000-06,8.68,
2000-07,9.28,
2000-08,9.14,
2000-09,8.60,
2000-10,9.48,
2000-11,9.30,
2000-12,9.28,
2001-01,10.23,
2001-02,9.86,
2001-03,9.64,
2001-04,9.60,
2001-05,9.72,
2001-06,10.04,
2001-07,9.86,
2001-08,10.47,
2001-09,9.98,
2001-10,9.94,
2001-11,9.59,
2001-12,10.22,
2002-01,10.48,
2002-02,10.02,
2002-03,10.13,
2002-04,10.23,
2002-05,9.86,
2002-06,10.91,
2002-07,10.32,
2002-08,12.50,
2002-09,11.52,
2002-10,11.02,
2002-11,11.08,
2002-12,10.91,
2003-01,11.02,
2003-02,10.87,
2003-03,10.88,
2003-04,10.38,
2003-05,10.56,
2003-06,10.40,
2003-07,10.79,
2003-08,10.51,
2003-09,11.28,
2003-10,11.13,
2003-11,11.55,
2003-12,12.01,
2004-01,10.78,
2004-02,11.36,
2004-03,11.50,
2004-04,11.86,
2004-05,11.88,
2004-06,11.53,
2004-07,11.74,
2004-08,11.64,
2004-09,11.05,
2004-10,11.32,
2004-11,11.34,
2004-12,10.82,
2005-01,11.97,
2005-02,11.66,
2005-03,12.15,
2005-04,12.57,
2005-05,12.34,
2005-06,12.92,
2005-07,13.24,
2005-08,13.23,
2005-09,13.39,
2005-10,13.25,
2005-11,13.49,
2005-12,13.18,
2006-01,13.11,
2006-02,13.64,
2006-03,13.34,
2006-04,13.42,
2006-05,14.07,
2006-06,13.71,
2006-07,14.11,
2006-08,13.81,
2006-09,14.41,
2006-10,14.33,
2006-11,14.19,
2006-12,14.44,
2007-01,15.06,
2007-02,15.00,
2007-03,14.86,
2007-04,14.75,
2007-05,15.39,
2007-06,15.59,
2007-07,16.01,
2007-08,15.91,
2007-09,15.73,
2007-10,15.81,
2007-11,15.31,
2007-12,15.77,
2008-01,15.45,
2008-02,15.60,
2008-03,15.72,
2008-04,15.67,
2008-05,14.84,
2008-06,15.26,
2008-07,14.27,
2008-08,14.66,
2008-09,14.50,
2008-10,13.81,
2008-11,12.47,
2008-12,10.78,
