"",BBK01.OUK225,BBK01.OUK225_FLAGS
"",Time deposits of domestic banks (MFIs) (exxcluding the Bundesbank) / medium-and longtherm / Regional institutions of credit cooperatives,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:10:41,
1968-12,4.155,
1969-01,4.359,
1969-02,4.517,
1969-03,4.238,
1969-04,4.297,
1969-05,4.374,
1969-06,4.265,
1969-07,4.247,
1969-08,4.295,
1969-09,4.336,
1969-10,4.289,
1969-11,4.267,
1969-12,4.085,
1970-01,3.897,
1970-02,3.807,
1970-03,3.584,
1970-04,3.502,
1970-05,3.394,
1970-06,3.232,
1970-07,3.363,
1970-08,3.433,
1970-09,3.400,
1970-10,3.348,
1970-11,3.371,
1970-12,3.531,
1971-01,3.519,
1971-02,3.469,
1971-03,3.417,
1971-04,3.517,
1971-05,3.478,
1971-06,3.470,
1971-07,3.514,
1971-08,3.508,
1971-09,3.590,
1971-10,3.755,
1971-11,3.798,
1971-12,3.931,
1972-01,4.102,
1972-02,4.308,
1972-03,4.364,
1972-04,4.462,
1972-05,4.613,
1972-06,4.544,
1972-07,4.651,
1972-08,4.873,
1972-09,4.958,
1972-10,5.104,
1972-11,5.221,
1972-12,5.241,
1973-01,5.258,
1973-02,5.332,
1973-03,5.273,
1973-04,5.255,
1973-05,5.219,
1973-06,5.118,
1973-07,4.991,
1973-08,4.998,
1973-09,5.006,
1973-10,5.060,
1973-11,5.005,
1973-12,4.855,
1974-01,4.698,
1974-02,4.640,
1974-03,4.586,
1974-04,4.632,
1974-05,4.786,
1974-06,4.830,
1974-07,4.949,
1974-08,5.155,
1974-09,5.345,
1974-10,5.605,
1974-11,5.906,
1974-12,5.927,
1975-01,6.152,
1975-02,6.395,
1975-03,6.384,
1975-04,6.584,
1975-05,6.920,
1975-06,7.254,
1975-07,7.763,
1975-08,8.199,
1975-09,8.307,
1975-10,8.551,
1975-11,8.950,
1975-12,9.207,
1976-01,9.512,
1976-02,9.695,
1976-03,9.574,
1976-04,9.935,
1976-05,9.963,
1976-06,9.860,
1976-07,9.942,
1976-08,10.032,
1976-09,10.095,
1976-10,10.200,
1976-11,10.434,
1976-12,10.484,
1977-01,10.335,
1977-02,10.446,
1977-03,10.480,
1977-04,10.677,
1977-05,10.769,
1977-06,10.992,
1977-07,11.142,
1977-08,11.317,
1977-09,11.021,
1977-10,11.025,
1977-11,11.272,
1977-12,11.495,
1978-01,11.487,
1978-02,11.737,
1978-03,11.833,
1978-04,11.942,
1978-05,12.223,
1978-06,12.489,
1978-07,12.502,
1978-08,13.083,
1978-09,13.084,
1978-10,13.263,
1978-11,13.821,
1978-12,14.261,
1979-01,14.382,
1979-02,14.480,
1979-03,14.544,
1979-04,14.589,
1979-05,14.825,
1979-06,14.984,
1979-07,15.005,
1979-08,15.241,
1979-09,15.210,
1979-10,15.254,
1979-11,15.277,
1979-12,15.205,
1980-01,14.840,
1980-02,14.859,
1980-03,14.936,
1980-04,14.865,
1980-05,14.962,
1980-06,14.639,
1980-07,15.063,
1980-08,15.124,
1980-09,15.029,
1980-10,14.991,
1980-11,15.123,
1980-12,14.955,
1981-01,14.815,
1981-02,15.027,
1981-03,14.947,
1981-04,15.011,
1981-05,15.082,
1981-06,14.807,
1981-07,14.724,
1981-08,14.829,
1981-09,14.835,
1981-10,13.260,
1981-11,13.429,
1981-12,12.775,
1982-01,12.865,
1982-02,12.978,
1982-03,12.978,
1982-04,13.050,
1982-05,13.144,
1982-06,12.925,
1982-07,13.055,
1982-08,13.116,
1982-09,13.168,
1982-10,13.551,
1982-11,13.790,
1982-12,13.438,
1983-01,13.490,
1983-02,13.784,
1983-03,13.967,
1983-04,14.550,
1983-05,16.271,
1983-06,16.932,
1983-07,17.123,
1983-08,17.262,
1983-09,17.168,
1983-10,17.432,
1983-11,17.441,
