"",BBK01.CEF204,BBK01.CEF204_FLAGS
"",Currency and deposits                      debtor: Total                                                     creditor: Central bank,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:35:00,
1999-01,112.7,
1999-04,106.5,
1999-07,95.5,
1999-10,79.5,
2000-01,128.6,
2000-04,86.5,
2000-07,120.8,
2000-10,161.3,
2001-01,139.6,
2001-04,147.3,
2001-07,132.1,
2001-10,142.2,
2002-01,124.4,
2002-04,124.2,
2002-07,122.8,
2002-10,145.1,
2003-01,149.0,
2003-04,172.0,
2003-07,168.7,
2003-10,177.4,
2004-01,157.7,
2004-04,207.3,
2004-07,189.0,
2004-10,205.1,
2005-01,199.3,
2005-04,222.7,
2005-07,226.1,
2005-10,216.7,
2006-01,238.2,
2006-04,260.2,
2006-07,249.5,
2006-10,271.1,
2007-01,252.2,
2007-04,258.5,
2007-07,239.6,
2007-10,298.9,
2008-01,249.1,
2008-04,235.8,
2008-07,299.8,
2008-10,371.4,
2009-01,251.2,
2009-04,320.5,
2009-07,243.9,
2009-10,245.7,
2010-01,222.4,
2010-04,247.4,
2010-07,105.3,
2010-10,125.3,
2011-01,96.6,
2011-04,79.0,
2011-07,58.3,
2011-10,102.0,
2012-01,106.1,
2012-04,107.9,
2012-07,94.1,
2012-10,85.3,
2013-01,39.8,
2013-04,26.3,
2013-07,22.8,
2013-10,63.1,
2014-01,33.7,
2014-04,30.0,
2014-07,28.4,
