"",BBFB1.M.N.DE.W1.S1.S1.T.D.SJ2._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SJ2._Z._Z._Z._T._X.N_FLAGS
"",Current account / Other business services / Professional and management consulting services / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:36:57,
1991-01,376.019,
1991-02,265.042,
1991-03,317.901,
1991-04,282.654,
1991-05,293.882,
1991-06,346.950,
1991-07,330.789,
1991-08,347.787,
1991-09,279.713,
1991-10,367.257,
1991-11,304.082,
1991-12,380.343,
1992-01,370.088,
1992-02,328.304,
1992-03,296.044,
1992-04,288.464,
1992-05,326.838,
1992-06,319.114,
1992-07,380.497,
1992-08,358.844,
1992-09,276.478,
1992-10,368.550,
1992-11,264.199,
1992-12,441.796,
1993-01,451.248,
1993-02,376.349,
1993-03,347.169,
1993-04,351.594,
1993-05,370.927,
1993-06,350.074,
1993-07,419.807,
1993-08,357.636,
1993-09,334.288,
1993-10,370.656,
1993-11,392.566,
1993-12,424.638,
1994-01,445.945,
1994-02,405.800,
1994-03,414.514,
1994-04,367.383,
1994-05,382.929,
1994-06,383.448,
1994-07,390.471,
1994-08,396.996,
1994-09,404.448,
1994-10,373.625,
1994-11,371.607,
1994-12,476.694,
1995-01,564.113,
1995-02,462.632,
1995-03,460.930,
1995-04,368.595,
1995-05,433.796,
1995-06,412.241,
1995-07,518.477,
1995-08,454.484,
1995-09,415.330,
1995-10,478.212,
1995-11,484.908,
1995-12,492.861,
1996-01,659.077,
1996-02,573.984,
1996-03,473.378,
1996-04,490.885,
1996-05,488.380,
1996-06,543.657,
1996-07,549.023,
1996-08,535.254,
1996-09,460.997,
1996-10,469.978,
1996-11,676.503,
1996-12,543.049,
1997-01,768.365,
1997-02,688.131,
1997-03,590.750,
1997-04,626.311,
1997-05,645.539,
1997-06,629.770,
1997-07,763.733,
1997-08,688.185,
1997-09,658.937,
1997-10,699.113,
1997-11,688.336,
1997-12,836.769,
1998-01,791.491,
1998-02,716.982,
1998-03,795.707,
1998-04,662.454,
1998-05,829.036,
1998-06,734.467,
1998-07,782.140,
1998-08,822.880,
1998-09,693.255,
1998-10,735.309,
1998-11,738.466,
1998-12,988.969,
1999-01,953.895,
1999-02,862.947,
1999-03,862.641,
1999-04,819.259,
1999-05,843.306,
1999-06,989.084,
1999-07,929.372,
1999-08,1000.022,
1999-09,883.786,
1999-10,915.716,
1999-11,1105.174,
1999-12,1235.284,
2000-01,1170.083,
2000-02,1109.013,
2000-03,1121.262,
2000-04,952.139,
2000-05,991.942,
2000-06,980.488,
2000-07,1149.771,
2000-08,993.982,
2000-09,994.674,
2000-10,1201.351,
2000-11,1213.488,
2000-12,1655.144,
2001-01,1729.222,
2001-02,1205.515,
2001-03,1228.321,
2001-04,1320.083,
2001-05,1348.773,
2001-06,1198.097,
2001-07,1469.211,
2001-08,1216.366,
2001-09,994.841,
2001-10,1299.444,
2001-11,1234.187,
2001-12,1688.083,
2002-01,1625.963,
2002-02,1294.189,
2002-03,1025.470,
2002-04,1163.859,
2002-05,1091.745,
2002-06,1074.676,
2002-07,1403.921,
2002-08,1070.174,
2002-09,921.151,
2002-10,1102.528,
2002-11,1010.571,
2002-12,1430.325,
2003-01,1701.600,
2003-02,912.000,
2003-03,1092.690,
2003-04,1096.468,
2003-05,947.540,
2003-06,1000.636,
2003-07,1328.718,
2003-08,985.350,
2003-09,934.992,
2003-10,1124.410,
2003-11,1064.933,
2003-12,1461.849,
2004-01,1362.455,
2004-02,955.905,
2004-03,1058.146,
2004-04,1452.774,
2004-05,1031.547,
2004-06,1081.712,
2004-07,1256.952,
2004-08,1058.482,
2004-09,1055.203,
2004-10,1016.302,
2004-11,1161.396,
2004-12,1689.658,
2005-01,1455.101,
2005-02,1073.025,
2005-03,1090.164,
2005-04,1233.316,
2005-05,1101.467,
2005-06,1156.324,
2005-07,1186.214,
2005-08,1167.794,
2005-09,1081.044,
2005-10,1151.607,
2005-11,1284.142,
2005-12,1761.392,
2006-01,1700.577,
2006-02,1242.998,
2006-03,1418.146,
2006-04,1129.080,
2006-05,1319.300,
2006-06,1223.772,
2006-07,1509.660,
2006-08,1296.557,
2006-09,1201.208,
2006-10,1217.564,
2006-11,1419.440,
2006-12,1848.105,
2007-01,1811.955,
2007-02,1711.893,
2007-03,1311.311,
2007-04,1472.595,
2007-05,1476.585,
2007-06,1410.673,
2007-07,1509.536,
2007-08,1383.169,
2007-09,1363.259,
2007-10,1455.161,
2007-11,1655.104,
2007-12,2182.670,
2008-01,1778.987,
2008-02,1554.039,
2008-03,1421.134,
2008-04,1542.474,
2008-05,1515.208,
2008-06,1505.590,
2008-07,1547.647,
2008-08,1435.899,
2008-09,1517.483,
2008-10,1570.045,
2008-11,1613.821,
2008-12,2517.648,
2009-01,2021.149,
2009-02,1326.766,
2009-03,1683.165,
2009-04,1667.885,
2009-05,1400.539,
2009-06,1615.870,
2009-07,1558.395,
2009-08,1381.443,
2009-09,1447.783,
2009-10,1510.211,
2009-11,1657.554,
2009-12,2267.706,
2010-01,1717.377,
2010-02,1450.000,
2010-03,1679.878,
2010-04,1823.147,
2010-05,1558.944,
2010-06,2201.293,
2010-07,1838.844,
2010-08,1585.006,
2010-09,1767.412,
2010-10,1869.736,
2010-11,2005.168,
2010-12,2442.037,
2011-01,2035.185,
2011-02,1729.449,
2011-03,2106.888,
2011-04,1898.993,
2011-05,2025.563,
2011-06,1675.437,
2011-07,1892.821,
2011-08,1939.746,
2011-09,1768.038,
2011-10,1948.584,
2011-11,2251.060,
2011-12,2929.004,
2012-01,2583.453,
2012-02,2226.324,
2012-03,2073.916,
2012-04,2035.119,
2012-05,2182.935,
2012-06,2133.486,
2012-07,2310.576,
2012-08,2138.286,
2012-09,2027.855,
2012-10,2179.911,
2012-11,2505.883,
2012-12,3019.531,
2013-01,2656.301,
2013-02,1912.028,
2013-03,2162.543,
2013-04,2323.441,
2013-05,1983.408,
2013-06,2325.031,
2013-07,2249.307,
2013-08,1863.528,
2013-09,2037.085,
2013-10,2324.550,
2013-11,1989.464,
2013-12,2773.162,
2014-01,1894.651,
2014-02,1792.834,Provisional value
2014-03,1932.789,Provisional value
2014-04,1797.342,Provisional value
2014-05,1853.620,Provisional value
2014-06,1991.221,Provisional value
2014-07,2001.336,Provisional value
2014-08,2140.235,Provisional value
2014-09,1962.010,
2014-10,2129.360,
2014-11,2179.298,
2014-12,3086.667,Provisional value
