"",BBK01.OUA237,BBK01.OUA237_FLAGS
"",Time deposits of domestic households up to 1 year included / All categories of banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:31:52,
1968-12,1.050,
1969-01,1.070,
1969-02,1.070,
1969-03,1.053,
1969-04,1.091,
1969-05,1.241,
1969-06,1.149,
1969-07,1.138,
1969-08,1.134,
1969-09,1.259,
1969-10,1.304,
1969-11,1.227,
1969-12,1.280,
1970-01,1.239,
1970-02,1.286,
1970-03,1.257,
1970-04,1.355,
1970-05,1.402,
1970-06,1.476,
1970-07,1.609,
1970-08,1.621,
1970-09,1.532,
1970-10,1.590,
1970-11,1.633,
1970-12,1.648,
1971-01,1.661,
1971-02,1.680,
1971-03,1.680,
1971-04,1.676,
1971-05,1.638,
1971-06,1.604,
1971-07,1.671,
1971-08,1.725,
1971-09,1.751,
1971-10,1.795,
1971-11,1.847,
1971-12,1.948,
1972-01,2.014,
1972-02,1.977,
1972-03,1.837,
1972-04,1.788,
1972-05,1.796,
1972-06,1.821,
1972-07,1.887,
1972-08,1.918,
1972-09,1.864,
1972-10,1.918,
1972-11,2.016,
1972-12,2.260,
1973-01,2.368,
1973-02,2.436,
1973-03,2.446,
1973-04,2.591,
1973-05,2.921,
1973-06,3.153,
1973-07,3.593,
1973-08,3.930,
1973-09,4.035,
1973-10,4.342,
1973-11,4.447,
1973-12,4.617,
1974-01,4.883,
1974-02,4.870,
1974-03,4.854,
1974-04,4.918,
1974-05,4.810,
1974-06,4.826,
1974-07,4.878,
1974-08,4.863,
1974-09,4.826,
1974-10,4.854,
1974-11,4.799,
1974-12,4.751,
1975-01,4.718,
1975-02,4.498,
1975-03,3.973,
1975-04,3.216,
1975-05,2.834,
1975-06,2.561,
1975-07,2.464,
1975-08,2.382,
1975-09,2.362,
1975-10,2.273,
1975-11,2.221,
1975-12,2.019,
1976-01,1.942,
1976-02,1.800,
1976-03,1.696,
1976-04,1.657,
1976-05,1.640,
1976-06,1.614,
1976-07,1.658,
1976-08,1.720,
1976-09,1.681,
1976-10,1.723,
1976-11,1.714,
1976-12,1.787,
1977-01,1.787,
1977-02,1.782,
1977-03,1.809,
1977-04,1.796,
1977-05,1.842,
1977-06,1.842,
1977-07,1.866,
1977-08,1.811,
1977-09,1.865,
1977-10,1.923,
1977-11,2.051,
1977-12,2.112,
1978-01,1.937,
1978-02,1.936,
1978-03,1.969,
1978-04,2.010,
1978-05,2.088,
1978-06,2.215,
1978-07,2.311,
1978-08,2.337,
1978-09,2.448,
1978-10,2.478,
1978-11,2.676,
1978-12,2.834,
1979-01,2.767,
1979-02,2.872,
1979-03,2.936,
1979-04,3.015,
1979-05,3.191,
1979-06,3.343,
1979-07,3.536,
