"",BBK01.QU4502,BBK01.QU4502_FLAGS
"",Foreign branches: Long-term loans and advances to foreign banks / Luxembourg / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:45:15,
1980-03,.,Value available later
1980-04,.,Value available later
1980-05,.,Value available later
1980-06,.,Value available later
1980-07,.,Value available later
1980-08,.,Value available later
1980-09,.,Value available later
1980-10,.,Value available later
1980-11,.,Value available later
1980-12,0.443,
1981-01,.,Value available later
1981-02,.,Value available later
1981-03,.,Value available later
1981-04,.,Value available later
1981-05,.,Value available later
1981-06,.,Value available later
1981-07,.,Value available later
1981-08,.,Value available later
1981-09,.,Value available later
1981-10,.,Value available later
1981-11,.,Value available later
1981-12,0.338,
1982-01,.,Value available later
1982-02,.,Value available later
1982-03,.,Value available later
1982-04,.,Value available later
1982-05,.,Value available later
1982-06,0.190,
1982-07,0.264,
1982-08,0.222,
1982-09,0.219,
1982-10,0.225,
1982-11,0.221,
1982-12,0.218,
1983-01,0.215,
1983-02,0.229,
1983-03,0.243,
1983-04,0.259,
1983-05,0.264,
1983-06,0.255,
1983-07,0.252,
1983-08,0.291,
1983-09,0.282,
1983-10,0.300,
1983-11,0.297,
1983-12,0.277,
1984-01,0.274,
1984-02,0.260,
1984-03,0.285,
1984-04,0.305,
1984-05,0.308,
1984-06,0.308,
1984-07,0.243,
1984-08,0.218,
1984-09,0.202,
1984-10,0.194,
1984-11,0.197,
1984-12,0.195,
1985-01,0.217,
1985-02,0.214,
1985-03,0.204,
1985-04,0.210,
1985-05,0.292,
1985-06,0.301,
1985-07,0.353,
1985-08,0.508,
1985-09,0.496,
1985-10,0.471,
1985-11,0.476,
1985-12,0.470,
1986-01,0.524,
1986-02,0.512,
1986-03,0.524,
1986-04,0.561,
1986-05,0.597,
1986-06,0.586,
1986-07,0.612,
1986-08,0.624,
1986-09,0.750,
1986-10,0.749,
1986-11,0.718,
1986-12,0.798,
1987-01,0.741,
1987-02,0.757,
1987-03,0.757,
1987-04,0.755,
1987-05,0.772,
1987-06,0.749,
1987-07,0.676,
1987-08,0.735,
1987-09,0.742,
1987-10,0.751,
1987-11,0.741,
1987-12,0.703,
1988-01,0.766,
1988-02,0.751,
1988-03,0.792,
1988-04,0.760,
1988-05,0.802,
1988-06,0.878,
1988-07,0.937,
1988-08,0.912,
1988-09,1.024,
1988-10,1.069,
1988-11,0.969,
1988-12,1.048,
1989-01,1.174,
1989-02,1.146,
1989-03,1.157,
1989-04,1.091,
1989-05,0.816,
1989-06,0.796,
1989-07,0.766,
1989-08,0.761,
1989-09,0.765,
1989-10,0.756,
1989-11,0.763,
1989-12,0.741,
1990-01,0.672,
1990-02,0.697,
1990-03,0.709,
1990-04,0.685,
1990-05,0.658,
1990-06,0.664,
1990-07,0.636,
1990-08,-,Nothing exists
1990-09,0.645,
1990-10,0.630,
1990-11,0.618,
1990-12,0.585,
1991-01,0.530,
1991-02,0.554,
1991-03,0.509,
1991-04,0.469,
1991-05,0.455,
1991-06,0.465,
1991-07,0.415,
1991-08,0.487,
1991-09,0.460,
1991-10,0.462,
1991-11,0.464,
1991-12,0.429,
1992-01,0.398,
1992-02,0.401,
1992-03,0.380,
1992-04,0.384,
1992-05,0.377,
1992-06,0.359,
1992-07,0.351,
1992-08,0.232,
1992-09,0.414,
1992-10,0.477,
1992-11,0.465,
1992-12,0.467,
1993-01,0.518,
1993-02,0.521,
1993-03,0.469,
1993-04,0.503,
1993-05,0.514,
1993-06,0.490,
1993-07,0.534,
1993-08,0.548,
1993-09,0.367,
1993-10,0.330,
1993-11,0.328,
1993-12,0.330,
1994-01,0.278,
1994-02,0.286,
1994-03,0.419,
1994-04,0.413,
1994-05,0.528,
1994-06,0.610,
1994-07,0.679,
1994-08,0.648,
1994-09,0.741,
1994-10,0.761,
1994-11,0.873,
1994-12,0.952,
1995-01,0.991,
1995-02,0.980,
1995-03,0.879,
1995-04,0.913,
1995-05,0.948,
1995-06,0.931,
1995-07,0.910,
1995-08,1.069,
1995-09,1.137,
1995-10,1.238,
1995-11,1.198,
1995-12,1.155,
1996-01,1.203,
1996-02,1.237,
1996-03,1.233,
1996-04,1.281,
1996-05,1.300,
1996-06,1.307,
1996-07,1.220,
1996-08,1.092,
1996-09,1.083,
1996-10,0.957,
1996-11,0.938,
1996-12,0.911,
1997-01,0.941,
1997-02,0.992,
1997-03,0.946,
1997-04,0.963,
1997-05,0.874,
1997-06,0.830,
1997-07,0.910,
1997-08,0.988,
1997-09,0.945,
1997-10,0.916,
1997-11,0.997,
1997-12,1.090,
1998-01,1.226,
1998-02,1.149,
1998-03,1.194,
1998-04,1.506,
1998-05,1.533,
1998-06,1.611,
1998-07,1.705,
1998-08,1.656,
1998-09,1.994,
1998-10,1.911,
1998-11,1.916,
1998-12,1.784,
1999-01,2.238,
1999-02,2.448,
1999-03,2.527,
1999-04,2.287,
1999-05,2.299,
1999-06,2.563,
1999-07,2.544,
1999-08,2.929,
1999-09,3.366,
1999-10,3.456,
1999-11,3.420,
1999-12,3.565,
2000-01,3.176,
2000-02,3.250,
2000-03,3.382,
2000-04,3.347,
2000-05,3.187,
2000-06,2.918,
2000-07,2.893,
2000-08,2.586,
2000-09,2.040,
2000-10,1.903,
2000-11,1.915,
2000-12,1.761,
2001-01,1.719,
2001-02,2.691,
2001-03,2.478,
2001-04,2.464,
2001-05,2.487,
2001-06,2.409,
2001-07,2.091,
2001-08,1.989,
2001-09,1.811,
2001-10,2.111,
2001-11,2.236,
2001-12,2.353,
2002-01,3.172,
2002-02,3.201,
2002-03,3.069,
2002-04,2.959,
2002-05,2.848,
2002-06,2.648,
2002-07,2.760,
2002-08,2.691,
2002-09,2.969,
2002-10,2.966,
2002-11,2.564,
2002-12,2.389,
2003-01,2.093,
2003-02,2.032,
2003-03,2.067,
2003-04,1.935,
2003-05,1.930,
2003-06,2.068,
2003-07,1.300,
2003-08,1.350,
2003-09,1.391,
2003-10,1.358,
2003-11,1.307,
2003-12,1.211,
2004-01,1.233,
2004-02,1.323,
2004-03,1.293,
2004-04,1.413,
2004-05,1.368,
2004-06,1.210,
2004-07,1.439,
2004-08,1.834,
2004-09,1.893,
2004-10,1.881,
2004-11,1.560,
2004-12,2.263,
2005-01,2.261,
2005-02,2.978,
2005-03,3.049,
2005-04,2.309,
2005-05,2.630,
2005-06,2.680,
2005-07,2.629,
