"",BBK01.WT4145,BBK01.WT4145_FLAGS
"","DE0001137388 / Prices / 0,000 BSA 12",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:38:10,
2012-05-23,99.880,
2012-05-24,99.900,
2012-05-25,99.885,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,99.920,
2012-05-29,99.930,
2012-05-30,99.960,
2012-05-31,99.955,
2012-06-01,99.995,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,100.000,
2012-06-05,99.990,
2012-06-06,99.965,
2012-06-07,99.880,
2012-06-08,99.910,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,99.875,
2012-06-12,99.870,
2012-06-13,99.770,
2012-06-14,99.785,
2012-06-15,99.825,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,99.900,
2012-06-19,99.915,
2012-06-20,99.775,
2012-06-21,99.720,
2012-06-22,99.790,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,99.815,
2012-06-26,99.830,
2012-06-27,99.785,
2012-06-28,99.800,
2012-06-29,99.750,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,99.770,
2012-07-03,99.810,
2012-07-04,99.855,
2012-07-05,99.855,
2012-07-06,100.020,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,100.010,
2012-07-10,100.010,
2012-07-11,100.007,
2012-07-12,100.045,
2012-07-13,100.080,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,100.100,
2012-07-17,100.090,
2012-07-18,100.098,
2012-07-19,100.117,
2012-07-20,100.110,
2012-07-21,.,No value available
2012-07-22,.,No value available
2012-07-23,100.130,
2012-07-24,100.090,
2012-07-25,100.131,
2012-07-26,100.120,
2012-07-27,100.138,
2012-07-28,.,No value available
2012-07-29,.,No value available
2012-07-30,100.173,
2012-07-31,100.148,
2012-08-01,100.148,
2012-08-02,100.130,
2012-08-03,100.122,
2012-08-04,.,No value available
2012-08-05,.,No value available
2012-08-06,100.100,
2012-08-07,100.097,
2012-08-08,100.095,
2012-08-09,100.085,
2012-08-10,100.126,
2012-08-11,.,No value available
2012-08-12,.,No value available
2012-08-13,100.105,
2012-08-14,100.085,
2012-08-15,100.054,
2012-08-16,100.058,
2012-08-17,100.053,
2012-08-18,.,No value available
2012-08-19,.,No value available
2012-08-20,100.037,
2012-08-21,100.030,
2012-08-22,100.000,
2012-08-23,100.025,
2012-08-24,100.065,
2012-08-25,.,No value available
2012-08-26,.,No value available
2012-08-27,100.025,
2012-08-28,100.025,
2012-08-29,100.065,
2012-08-30,100.045,
2012-08-31,100.062,
2012-09-01,.,No value available
2012-09-02,.,No value available
2012-09-03,100.085,
2012-09-04,100.065,
2012-09-05,100.095,
2012-09-06,100.000,
2012-09-07,99.935,
2012-09-08,.,No value available
2012-09-09,.,No value available
2012-09-10,99.960,
2012-09-11,99.980,
2012-09-12,99.885,
2012-09-13,99.865,
2012-09-14,99.890,
2012-09-15,.,No value available
2012-09-16,.,No value available
2012-09-17,99.885,
2012-09-18,99.910,
2012-09-19,99.930,
2012-09-20,99.960,
2012-09-21,99.955,
2012-09-22,.,No value available
2012-09-23,.,No value available
2012-09-24,99.965,
2012-09-25,99.973,
2012-09-26,99.946,
2012-09-27,99.980,
2012-09-28,99.980,
2012-09-29,.,No value available
2012-09-30,.,No value available
2012-10-01,99.965,
2012-10-02,99.970,
2012-10-03,99.970,
2012-10-04,100.000,
2012-10-05,99.970,
2012-10-06,.,No value available
2012-10-07,.,No value available
2012-10-08,99.965,
2012-10-09,99.975,
2012-10-10,99.965,
2012-10-11,99.970,
2012-10-12,99.960,
2012-10-13,.,No value available
2012-10-14,.,No value available
2012-10-15,99.965,
2012-10-16,99.950,
2012-10-17,99.920,
2012-10-18,99.885,
2012-10-19,99.880,
2012-10-20,.,No value available
2012-10-21,.,No value available
2012-10-22,99.863,
2012-10-23,99.870,
2012-10-24,99.898,
2012-10-25,99.900,
2012-10-26,99.955,
2012-10-27,.,No value available
2012-10-28,.,No value available
2012-10-29,99.985,
2012-10-30,99.975,
2012-10-31,99.965,
2012-11-01,99.985,
2012-11-02,100.010,
2012-11-03,.,No value available
2012-11-04,.,No value available
2012-11-05,100.035,
2012-11-06,100.040,
2012-11-07,100.045,
2012-11-08,100.055,
2012-11-09,100.060,
2012-11-10,.,No value available
2012-11-11,.,No value available
2012-11-12,100.055,
2012-11-13,100.060,
2012-11-14,100.045,
2012-11-15,100.050,
2012-11-16,100.060,
2012-11-17,.,No value available
2012-11-18,.,No value available
2012-11-19,100.050,
2012-11-20,100.050,
2012-11-21,100.030,
2012-11-22,100.015,
2012-11-23,100.020,
2012-11-24,.,No value available
2012-11-25,.,No value available
2012-11-26,100.025,
2012-11-27,100.005,
2012-11-28,100.005,
2012-11-29,100.010,
2012-11-30,100.005,
2012-12-01,.,No value available
2012-12-02,.,No value available
2012-12-03,100.010,
2012-12-04,99.990,
2012-12-05,100.015,
2012-12-06,100.015,
2012-12-07,100.080,
2012-12-08,.,No value available
2012-12-09,.,No value available
2012-12-10,100.105,
2012-12-11,100.085,
2012-12-12,100.045,
2012-12-13,100.070,
2012-12-14,100.055,
2012-12-15,.,No value available
2012-12-16,.,No value available
2012-12-17,100.040,
2012-12-18,100.015,
2012-12-19,100.020,
2012-12-20,100.020,
2012-12-21,100.010,
2012-12-22,.,No value available
2012-12-23,.,No value available
2012-12-24,.,No value available
2012-12-25,.,No value available
2012-12-26,.,No value available
2012-12-27,99.995,
2012-12-28,100.010,
2012-12-29,.,No value available
2012-12-30,.,No value available
2012-12-31,.,No value available
2013-01-01,.,No value available
2013-01-02,99.980,
2013-01-03,99.975,
2013-01-04,99.940,
2013-01-05,.,No value available
2013-01-06,.,No value available
2013-01-07,99.940,
2013-01-08,99.950,
2013-01-09,99.955,
2013-01-10,99.980,
2013-01-11,99.915,
2013-01-12,.,No value available
2013-01-13,.,No value available
2013-01-14,99.875,
2013-01-15,99.880,
2013-01-16,99.900,
2013-01-17,99.840,
2013-01-18,99.805,
2013-01-19,.,No value available
2013-01-20,.,No value available
2013-01-21,99.815,
2013-01-22,99.820,
2013-01-23,99.842,
2013-01-24,99.852,
2013-01-25,99.800,
2013-01-26,.,No value available
2013-01-27,.,No value available
