"",BBK01.TUE395,BBK01.TUE395_FLAGS
"",Other liabilities / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:17,
1997-09,1282948,
1997-10,1293465,
1997-11,1346072,
1997-12,1282044,
1998-01,1336332,
1998-02,1328589,
1998-03,1342758,
1998-04,1390822,
1998-05,1395612,
1998-06,1317217,
1998-07,1340826,
1998-08,1339086,
1998-09,1353410,
1998-10,1343648,
1998-11,1354716,
1998-12,1263711,
1999-01,1432072,
1999-02,1376489,
1999-03,1348092,
1999-04,1297592,
1999-05,1255521,
1999-06,1327352,
1999-07,1311729,
1999-08,1280367,
1999-09,1281738,
1999-10,1307538,
1999-11,1372225,
1999-12,1300014,
2000-01,1334266,
2000-02,1357607,
2000-03,1390397,
2000-04,1411732,
2000-05,1424895,
2000-06,1441023,
2000-07,1475949,
2000-08,1501342,
2000-09,1442783,
2000-10,1481760,
2000-11,1477063,
2000-12,1429154,
2001-01,1473738,
2001-02,1491615,
2001-03,1536911,
2001-04,1524745,
2001-05,1520569,
2001-06,1504352,
2001-07,1494804,
2001-08,1489395,
2001-09,1541368,
2001-10,1588678,
2001-11,1632448,
2001-12,1551759,
2002-01,1573765,
2002-02,1538884,
2002-03,1496251,
2002-04,1486604,
2002-05,1485234,
2002-06,1533617,
2002-07,1542675,
2002-08,1525356,
2002-09,1588017,
2002-10,1568160,
2002-11,1601528,
2002-12,1550854,
2003-01,1548352,
2003-02,1566782,
2003-03,1552956,
2003-04,1599636,
2003-05,1656271,
2003-06,1632641,
2003-07,1583853,
2003-08,1559487,
2003-09,1619162,
2003-10,1593791,
2003-11,1637634,
2003-12,1604684,
2004-01,1656096,
2004-02,1676752,
2004-03,1705845,
2004-04,1716611,
2004-05,1695643,
2004-06,1720093,
2004-07,1704423,
2004-08,1736488,
2004-09,1815324,
2004-10,1849941,
2004-11,1927676,
2004-12,1849155,
2005-01,1880532,
2005-02,1879541,
2005-03,1919267,
2005-04,2002426,
2005-05,2040108,
2005-06,2131924,
2005-07,2128480,
2005-08,2132104,
2005-09,2172094,
2005-10,2158885,
2005-11,2338097,
2005-12,2240317,
2006-01,2400348,
2006-02,2353591,
2006-03,2344829,
2006-04,2401976,
2006-05,2421917,
2006-06,2360158,
2006-07,2352436,
2006-08,2344953,
2006-09,2470085,
2006-10,2498363,
2006-11,2667107,
2006-12,2536271,
2007-01,2615757,
2007-02,2630561,
2007-03,2726725,
2007-04,2778349,
2007-05,2795647,
2007-06,2916983,
2007-07,2870499,
2007-08,2836924,
2007-09,2955148,
2007-10,3027953,
2007-11,3111335,
2007-12,3005750,
2008-01,3095794,
2008-02,3141708,
2008-03,3173960,
2008-04,3089270,
2008-05,3152110,
2008-06,3196246,
2008-07,3106013,
2008-08,3139069,
2008-09,3238439,
2008-10,3575884,
2008-11,3729692,
2008-12,3548232,
2009-01,3548924,
2009-02,3549102,
2009-03,3499403,
2009-04,3468190,
2009-05,3323728,
2009-06,3437936,
2009-07,3499252,
2009-08,3527989,
2009-09,3514068,
2009-10,3482452,
2009-11,3610837,
2009-12,3359604,
2010-01,3420738,
2010-02,3510109,
2010-03,3541436,
2010-04,3654075,
2010-05,3958966,
2010-06,3790555,
2010-07,3708778,
2010-08,4122735,
2010-09,3950893,
2010-10,3810035,
2010-11,3775819,
2010-12,4344949,
2011-01,4204570,
2011-02,4143924,
2011-03,3870304,
2011-04,3907101,
2011-05,4052632,
2011-06,3863741,
2011-07,4166515,
2011-08,4662337,
2011-09,5141583,
2011-10,4950388,
2011-11,4905720,
2011-12,5020471,
2012-01,5145551,
2012-02,5054653,
2012-03,4852060,
2012-04,5011841,
2012-05,5808981,
2012-06,5260612,
2012-07,5537187,
2012-08,5458043,
2012-09,5325781,
2012-10,4857155,
2012-11,4944820,
2012-12,4729614,
2013-01,4932272,
2013-02,4982229,
2013-03,4955654,
2013-04,5122214,
2013-05,4825302,
2013-06,4507120,
2013-07,4410956,
2013-08,4310034,
2013-09,4381941,
2013-10,4436486,
2013-11,4421755,
2013-12,3953853,
2014-01,4107953,
2014-02,4038971,
2014-03,3981297,
2014-04,4060209,
2014-05,4116084,
2014-06,4138885,
2014-07,4239392,
2014-08,4451817,
2014-09,4470855,
2014-10,4520085,
2014-11,4715312,
2014-12,4562066,
2015-01,5008786,
