"",BBK01.OEYB04V,BBK01.OEYB04V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:43:01,
2002-01,21.623,
2002-04,21.274,
2002-07,21.514,
2002-10,21.324,
2003-01,21.103,
2003-04,20.890,
2003-07,21.006,
2003-10,20.735,
2004-01,20.850,
2004-04,21.081,
2004-07,21.145,
2004-10,20.547,
2005-01,20.373,
2005-04,20.687,
2005-07,21.099,
2005-10,20.999,
2006-01,20.509,
2006-04,20.274,
2006-07,19.928,
2006-10,19.608,
2007-01,18.978,
2007-04,18.200,
2007-07,18.130,
2007-10,17.437,
2008-01,16.342,
2008-04,9.208,
2008-07,9.358,
2008-10,9.457,
2009-01,8.392,
2009-04,8.219,
2009-07,8.273,
2009-10,11.245,
2010-01,11.299,
2010-04,10.175,
2010-07,10.144,
2010-10,10.138,
2011-01,10.021,
2011-04,9.928,
2011-07,10.928,
2011-10,10.715,
2012-01,10.628,
2012-04,10.865,
2012-07,10.633,
2012-10,10.153,
2013-01,9.878,
2013-04,9.812,
2013-07,9.992,
2013-10,9.538,
2014-01,9.677,
2014-04,9.358,
2014-07,9.157,
