"",BBK01.CEF1021,BBK01.CEF1021_FLAGS
"",Monetary gold            debtor: Total                                                  creditor: Domestic financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:33:54,
1999-01,29.0,
1999-04,28.1,
1999-07,31.8,
1999-10,32.3,
2000-01,32.2,
2000-04,33.7,
2000-07,34.9,
2000-10,32.7,
2001-01,32.7,
2001-04,35.5,
2001-07,35.4,
2001-10,35.0,
2002-01,38.5,
2002-04,35.4,
2002-07,36.2,
2002-10,36.2,
2003-01,34.1,
2003-04,33.4,
2003-07,36.5,
2003-10,36.5,
2004-01,38.3,
2004-04,35.8,
2004-07,36.7,
2004-10,35.5,
2005-01,36.4,
2005-04,39.8,
2005-07,43.3,
2005-10,47.9,
2006-01,53.2,
2006-04,52.0,
2006-07,52.3,
2006-10,53.1,
2007-01,54.8,
2007-04,52.8,
2007-07,57.2,
2007-10,62.4,
2008-01,65.1,
2008-04,64.9,
2008-07,68.8,
2008-10,68.2,
2009-01,75.7,
2009-04,73.0,
2009-07,74.9,
2009-10,83.9,
2010-01,90.2,
2010-04,110.7,
2010-07,105.1,
2010-10,115.4,
2011-01,110.1,
2011-04,114.1,
2011-07,131.9,
2011-10,132.9,
2012-01,135.8,
2012-04,136.1,
2012-07,150.4,
2012-10,137.5,
2013-01,136.5,
2013-04,100.3,
2013-07,107.8,
2013-10,94.9,
2014-01,102.2,
2014-04,104.6,
2014-07,104.6,
