"",BBK01.OUB401,BBK01.OUB401_FLAGS
"",Balances and loans to banks (MFIs) / medium-term / Commercial banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:44:05,
1999-01,29.759,
1999-02,29.708,
1999-03,30.411,
1999-04,30.031,
1999-05,30.727,
1999-06,30.411,
1999-07,30.838,
1999-08,31.392,
1999-09,31.218,
1999-10,30.833,
1999-11,30.748,
1999-12,31.879,
2000-01,31.668,
2000-02,32.693,
2000-03,33.481,
2000-04,34.247,
2000-05,32.569,
2000-06,33.005,
2000-07,33.496,
2000-08,33.374,
2000-09,34.511,
2000-10,34.502,
2000-11,33.360,
2000-12,31.859,
2001-01,29.942,
2001-02,29.477,
2001-03,29.867,
2001-04,28.183,
2001-05,26.371,
2001-06,28.281,
2001-07,27.894,
2001-08,28.864,
2001-09,28.599,
2001-10,28.732,
2001-11,30.116,
2001-12,31.242,
2002-01,31.080,
2002-02,32.801,
2002-03,32.719,
2002-04,33.555,
2002-05,32.726,
2002-06,31.854,
2002-07,33.416,
2002-08,34.901,
2002-09,34.999,
2002-10,34.733,
2002-11,36.735,
2002-12,38.053,
2003-01,38.002,
2003-02,36.087,
2003-03,36.945,
2003-04,37.684,
2003-05,37.126,
2003-06,36.025,
2003-07,36.370,
2003-08,37.910,
2003-09,37.971,
2003-10,38.050,
2003-11,37.967,
2003-12,39.129,
2004-01,38.530,
2004-02,38.471,
2004-03,37.463,
2004-04,37.203,
2004-05,35.261,
2004-06,34.895,
2004-07,38.052,
2004-08,37.674,
2004-09,37.488,
2004-10,36.857,
2004-11,35.548,
2004-12,36.763,
2005-01,38.443,
2005-02,41.518,
2005-03,43.505,
2005-04,45.878,
2005-05,46.477,
2005-06,46.243,
2005-07,46.732,
2005-08,46.648,
2005-09,49.041,
2005-10,48.612,
2005-11,45.044,
2005-12,46.656,
2006-01,45.118,
2006-02,45.136,
2006-03,49.293,
2006-04,50.172,
2006-05,52.091,
2006-06,54.574,
2006-07,56.878,
2006-08,56.840,
2006-09,57.272,
2006-10,58.608,
2006-11,59.600,
2006-12,64.479,
2007-01,65.479,
2007-02,65.140,
2007-03,66.395,
2007-04,69.244,
2007-05,68.816,
2007-06,71.064,
2007-07,70.707,
2007-08,72.211,
2007-09,75.493,
2007-10,79.805,
2007-11,80.193,
2007-12,79.407,
2008-01,79.816,
2008-02,81.473,
2008-03,85.919,
2008-04,85.500,
2008-05,87.947,
2008-06,94.886,
2008-07,99.916,
2008-08,107.812,
2008-09,118.832,
2008-10,126.845,
2008-11,140.079,
2008-12,135.537,
2009-01,143.344,
2009-02,143.611,
2009-03,130.005,
2009-04,131.500,
2009-05,128.826,
2009-06,151.642,
2009-07,146.939,
2009-08,144.887,
2009-09,139.304,
2009-10,143.038,
2009-11,149.424,
2009-12,149.550,
2010-01,146.635,
2010-02,148.069,
2010-03,150.240,
2010-04,148.485,
2010-05,152.317,
2010-06,151.536,
2010-07,130.675,
2010-08,130.765,
2010-09,124.486,
2010-10,122.667,
2010-11,125.921,
2010-12,125.701,
2011-01,125.644,
2011-02,128.301,
2011-03,128.014,
2011-04,126.701,
2011-05,125.015,
2011-06,123.319,
2011-07,126.122,
2011-08,133.084,
2011-09,135.610,
2011-10,135.655,
2011-11,138.593,
2011-12,145.486,
2012-01,140.700,
2012-02,138.031,
2012-03,136.409,
2012-04,135.543,
2012-05,132.250,
2012-06,131.148,
2012-07,130.320,
2012-08,127.967,
2012-09,122.505,
2012-10,120.507,
2012-11,121.450,
2012-12,123.372,
2013-01,123.908,
2013-02,119.870,
2013-03,121.918,
2013-04,119.335,
2013-05,121.330,
2013-06,121.915,
2013-07,121.244,
2013-08,124.350,
2013-09,124.942,
2013-10,124.432,
2013-11,125.486,
2013-12,116.156,
2014-01,117.002,
2014-02,115.784,
2014-03,122.052,
2014-04,119.225,
2014-05,124.808,
2014-06,124.052,
2014-07,121.587,
2014-08,125.082,
2014-09,132.688,
2014-10,137.852,
2014-11,138.782,
2014-12,149.063,Provisional value
