"",BBK01.OUP009,BBK01.OUP009_FLAGS
"",Money market paper issued by domestic banks (MFIs) / Foreign banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 08:46:10,
1993-12,0.003,
1994-01,-,Nothing exists
1994-02,-,Nothing exists
1994-03,-,Nothing exists
1994-04,-,Nothing exists
1994-05,-,Nothing exists
1994-06,-,Nothing exists
1994-07,0.003,
1994-08,0.002,
1994-09,-,Nothing exists
1994-10,-,Nothing exists
1994-11,-,Nothing exists
1994-12,-,Nothing exists
1995-01,-,Nothing exists
1995-02,0.001,
1995-03,0.026,
1995-04,0.004,
1995-05,0.002,
1995-06,0.007,
1995-07,0.007,
1995-08,0.002,
1995-09,-,Nothing exists
1995-10,-,Nothing exists
1995-11,-,Nothing exists
1995-12,-,Nothing exists
1996-01,0.001,
1996-02,0.001,
1996-03,-,Nothing exists
1996-04,0.001,
1996-05,0.002,
1996-06,0.001,
1996-07,0.026,
1996-08,0.027,
1996-09,0.026,
1996-10,0.025,
1996-11,-,Nothing exists
1996-12,-,Nothing exists
1997-01,-,Nothing exists
1997-02,-,Nothing exists
1997-03,-,Nothing exists
1997-04,-,Nothing exists
1997-05,-,Nothing exists
1997-06,0.044,
1997-07,0.045,
1997-08,0.041,
1997-09,-,Nothing exists
1997-10,-,Nothing exists
1997-11,-,Nothing exists
1997-12,0.030,
1998-01,-,Nothing exists
1998-02,0.001,
1998-03,-,Nothing exists
1998-04,-,Nothing exists
1998-05,0.031,
1998-06,-,Nothing exists
1998-07,0.075,
1998-08,0.024,
1998-09,0.037,
1998-10,0.254,
1998-11,0.676,
1998-12,0.155,
1999-01,0.146,
1999-02,0.398,
1999-03,0.088,
1999-04,0.311,
1999-05,0.214,
1999-06,0.451,
1999-07,0.280,
1999-08,0.408,
1999-09,0.742,
1999-10,0.472,
1999-11,0.311,
1999-12,0.104,
2000-01,0.005,
2000-02,0.007,
2000-03,0.170,
2000-04,0.180,
2000-05,0.248,
2000-06,0.379,
2000-07,0.452,
2000-08,0.525,
2000-09,0.443,
2000-10,0.555,
2000-11,0.367,
2000-12,0.283,
2001-01,0.283,
2001-02,0.638,
2001-03,1.176,
2001-04,1.132,
2001-05,1.152,
2001-06,0.728,
2001-07,0.562,
2001-08,0.691,
2001-09,0.703,
2001-10,0.531,
2001-11,0.473,
2001-12,0.432,
2002-01,0.886,
2002-02,0.564,
2002-03,0.417,
2002-04,0.660,
2002-05,0.978,
2002-06,0.979,
2002-07,1.164,
2002-08,0.826,
2002-09,0.874,
2002-10,0.515,
2002-11,0.292,
2002-12,0.150,
2003-01,1.363,
2003-02,1.565,
2003-03,1.865,
2003-04,1.522,
2003-05,1.604,
2003-06,1.243,
2003-07,1.261,
2003-08,1.174,
2003-09,1.235,
2003-10,0.952,
2003-11,1.127,
2003-12,1.045,
2004-01,0.793,
2004-02,0.673,
2004-03,0.333,
2004-04,0.281,
2004-05,0.470,
2004-06,0.738,
2004-07,0.434,
2004-08,0.523,
2004-09,0.447,
2004-10,0.593,
2004-11,0.653,
2004-12,0.639,
2005-01,0.164,
2005-02,0.206,
2005-03,0.044,
2005-04,0.029,
2005-05,0.029,
2005-06,0.005,
2005-07,0.016,
2005-08,0.016,
2005-09,0.015,
2005-10,0.015,
2005-11,0.015,
2005-12,0.310,
2006-01,0.611,
2006-02,0.858,
2006-03,0.916,
2006-04,0.906,
2006-05,0.873,
2006-06,0.769,
2006-07,0.367,
2006-08,0.080,
2006-09,0.180,
2006-10,0.386,
2006-11,0.385,
2006-12,0.405,
2007-01,0.661,
2007-02,0.640,
2007-03,0.648,
2007-04,0.647,
2007-05,0.689,
2007-06,0.860,
2007-07,0.583,
2007-08,0.869,
2007-09,0.767,
2007-10,1.488,
2007-11,2.323,
2007-12,2.872,
2008-01,3.543,
2008-02,3.692,
2008-03,3.785,
2008-04,3.958,
2008-05,3.869,
2008-06,3.916,
2008-07,3.748,
2008-08,3.621,
2008-09,3.518,
2008-10,2.770,
2008-11,5.448,
2008-12,5.123,
2009-01,4.074,
2009-02,3.823,
2009-03,0.523,
2009-04,0.575,
2009-05,0.575,
2009-06,0.500,
2009-07,0.526,
2009-08,0.502,
2009-09,0.227,
2009-10,0.101,
2009-11,0.102,
2009-12,2.501,
2010-01,2.494,
2010-02,2.497,
2010-03,2.150,
2010-04,2.150,
2010-05,2.149,
2010-06,2.000,
2010-07,2.000,
2010-08,2.004,
2010-09,1.996,
2010-10,1.942,
2010-11,1.855,
2010-12,0.006,
2011-01,0.004,
2011-02,0.004,
2011-03,0.004,
2011-04,0.003,
2011-05,0.102,
2011-06,0.104,
2011-07,0.105,
2011-08,0.103,
2011-09,0.103,
2011-10,0.103,
2011-11,0.102,
2011-12,0.103,
2012-01,0.102,
2012-02,0.103,
2012-03,0.104,
2012-04,0.103,
2012-05,0.005,
2012-06,0.002,
2012-07,0.002,
2012-08,0.002,
2012-09,0.001,
2012-10,0.002,
2012-11,0.002,
2012-12,0.004,
2013-01,0.003,
2013-02,0.002,
2013-03,0.003,
2013-04,0.003,
2013-05,0.094,
2013-06,0.084,
2013-07,0.131,
2013-08,0.090,
2013-09,0.089,
2013-10,0.095,
2013-11,0.095,
2013-12,0.097,
2014-01,0.064,
2014-02,0.028,
2014-03,0.020,
2014-04,0.029,
2014-05,0.022,
2014-06,0.014,
2014-07,0.019,
2014-08,0.015,
2014-09,0.021,
2014-10,0.015,
2014-11,0.023,
2014-12,0.023,Provisional value
