"",BBK01.WXI002,BBK01.WXI002_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:38:22,
2009-09,2284,
2009-10,2034,
2009-11,2308,
2009-12,1542,
2010-01,1658,
2010-02,1743,
2010-03,1959,
2010-04,2272,
2010-05,2658,
2010-06,2134,
2010-07,2090,
2010-08,1761,
2010-09,1856,
2010-10,1712,
2010-11,1672,
2010-12,1403,
2011-01,1561,
2011-02,1845,
2011-03,1836,
2011-04,2178,
2011-05,2181,
2011-06,1673,
2011-07,1525,
2011-08,1966,
2011-09,1963,
2011-10,1814,
2011-11,1837,
2011-12,1732,
2012-01,1478,
2012-02,1558,
2012-03,1539,
2012-04,1564,
2012-05,2275,
2012-06,1723,
2012-07,1772,
2012-08,1719,
2012-09,1560,
2012-10,1543,
2012-11,1566,
2012-12,1187,
2013-01,1422,
2013-02,1275,
2013-03,1304,
2013-04,1715,
2013-05,6492,
2013-06,1680,
2013-07,1767,
2013-08,1681,
2013-09,1756,
2013-10,2080,
2013-11,2312,
2013-12,1700,
2014-01,1635,
2014-02,1969,
2014-03,1590,
2014-04,1575,
2014-05,1890,
2014-06,1539,
2014-07,1753,
2014-08,1729,
2014-09,1845,
2014-10,1656,
2014-11,1902,
